primeOShuffle,responseSentence,pTSentence,primeType,correctPChoices,audio,btwncondition,slide_type,primeTShuffle,pTChoice,pOwrongAnswer,response,pTSymbols,responseSymbols,goodPOChoice,primeStrength,Answer.time_in_minutes,slide_number,correctPTChoice,pTwrongAnswer,responseChoice,correctPOChoice,pOChoice,workerid,trial_type,Answer.condition,block_rt,image,pOSymbols,response_rt,goodPTChoice,pOSentence
"[1, 0]",Some of the symbols are squares.,1 + 5 = ?,0,False,,exh-clausal,,"[0, 1]",0,"[0, 0, 0]",,"[6, 1, 5]","[5, 0, 8]",0,3,8.135216666666667,,False,"[1, 0, 0]",1,False,1,16,filler,undefined,3691,,"[16, 7, 9]",2005,1,7 + 9 = ?
"[0, 1]",There is a club.,There is a square.,2,True,,exh-clausal,,"[1, 0]",0,"[0, 0, 0]",,"[5, 6, 0]","[1, 7, 5]",1,0,8.135216666666667,,True,"[0, 0, 0]",0,True,1,16,response,undefined,4184,,"[7, 0, 8]",1967,0,There is a circle.
"[0, 1]",There are four stars.,1 + 7 = ?,1,False,,exh-clausal,,"[1, 0]",1,"[7, 0, 0]",,"[8, 1, 7]","[6, 4, 8]",1,3,8.135216666666667,,False,"[2, 0, 0]",1,False,0,16,filler,undefined,2533,,"[6, 2, 4]",998,0,2 + 4 = ?
"[1, 0]",There is a circle.,There is a club.,2,True,,exh-clausal,,"[1, 0]",0,"[0, 0, 0]",,"[1, 7, 3]","[7, 6, 9]",0,0,8.135216666666667,,True,"[0, 0, 0]",1,True,0,16,filler,undefined,3245,,"[7, 5, 9]",1114,0,There is a circle.
"[1, 0]",Some of the symbols are notes.,8 + 2 = ?,0,False,,exh-clausal,,"[1, 0]",0,"[3, 0, 0]",,"[10, 8, 2]","[8, 3, 2]",0,3,8.135216666666667,,True,"[2, 0, 0]",0,False,1,16,response,undefined,3240,,"[11, 2, 9]",1605,0,2 + 9 = ?
"[1, 0]",There are four clubs.,There are four squares.,1,True,,exh-clausal,,"[0, 1]",1,"[0, 0, 0]",,"[5, 7, 4]","[1, 0, 3]",0,0,8.135216666666667,,True,"[0, 0, 0]",1,True,0,16,filler,undefined,4980,,"[6, 0, 9]",1456,1,There are four stars.
"[1, 0]",Some of the symbols are hearts.,Some of the symbols are triangles.,0,True,,exh-clausal,,"[0, 1]",1,"[0, 0, 0]",,"[9, 6, 1]","[4, 9, 3]",0,0,8.135216666666667,,True,"[0, 0, 0]",1,True,0,16,filler,undefined,4705,,"[0, 5, 1]",1539,1,Some of the symbols are diamonds.
"[1, 0]",Some of the symbols are circles.,Some of the symbols are ticks.,0,True,,exh-clausal,,"[1, 0]",0,"[0, 0, 0]",,"[2, 8, 1]","[7, 5, 6]",0,0,8.135216666666667,,True,"[0, 0, 0]",0,True,0,16,response,undefined,3658,,"[4, 5, 2]",1297,0,Some of the symbols are hearts.
"[0, 1]",There is a star.,There is a square.,2,True,,exh-clausal,,"[1, 0]",0,"[0, 0, 0]",,"[5, 4, 9]","[6, 2, 8]",1,1,8.135216666666667,,True,"[0, 0, 0]",0,True,1,16,response,undefined,4301,,"[9, 3, 8]",1489,0,There is a triangle.
"[1, 0]",There is a tick.,3 + 1 = ?,2,False,,exh-clausal,,"[1, 0]",0,"[3, 0, 0]",,"[4, 3, 1]","[2, 7, 1]",0,3,8.135216666666667,,True,"[6, 0, 0]",1,False,1,16,filler,undefined,3602,,"[15, 7, 8]",1529,0,7 + 8 = ?
"[0, 1]",There is a diamond.,"There is a spade, but there is nothing besides a spade.",2,True,,exh-clausal,,"[1, 0]",0,"[0, 0, 0]",,"[3, 6, 8]","[0, 8, 7]",1,2,8.135216666666667,,True,"[0, 0, 0]",0,True,1,16,response,undefined,6453,,"[4, 1, 6]",1392,0,"There is a heart, but there is nothing besides a heart."
"[1, 0]",There is a diamond.,"There is a note, but there is nothing besides a note.",2,True,,exh-clausal,,"[0, 1]",1,"[0, 0, 0]",,"[8, 1, 3]","[0, 7, 9]",0,2,8.135216666666667,,True,"[0, 0, 0]",0,True,0,16,filler,undefined,4089,,"[3, 8, 9]",1163,1,"There is a spade, but there is nothing besides a spade."
"[0, 1]",There is a heart.,"There is a diamond, but there is nothing besides a diamond.",2,True,,exh-clausal,,"[0, 1]",1,"[0, 0, 0]",,"[0, 9, 5]","[4, 1, 9]",1,2,8.135216666666667,,True,"[0, 0, 0]",0,True,1,16,response,undefined,3501,,"[0, 1, 3]",874,1,"There is a diamond, but there is nothing besides a diamond."
"[0, 1]",There is a square.,There is a spade.,2,True,,exh-clausal,,"[0, 1]",1,"[0, 0, 0]",,"[3, 1, 8]","[5, 9, 2]",1,1,8.135216666666667,,True,"[0, 0, 0]",1,True,1,16,filler,undefined,3869,,"[1, 2, 6]",1564,1,There is a club.
"[1, 0]",There is a square.,5 + 6 = ?,2,True,,exh-clausal,,"[0, 1]",1,"[3, 0, 0]",,"[11, 5, 6]","[5, 9, 1]",0,3,8.135216666666667,,True,"[6, 0, 0]",0,True,0,16,response,undefined,3068,,"[2, 2, 0]",1169,1,2 + 0 = ?
"[0, 1]",There is a diamond.,There is a star.,2,False,,exh-clausal,,"[1, 0]",0,"[0, 0, 0]",,"[6, 2, 1]","[0, 9, 8]",1,1,8.135216666666667,,True,"[0, 0, 0]",0,False,0,16,response,undefined,3714,,"[6, 4, 9]",1116,0,There is a star.
"[1, 0]",Some of the symbols are ticks.,Some of the symbols are squares.,0,True,,exh-clausal,,"[0, 1]",1,"[0, 0, 0]",,"[5, 1, 0]","[2, 1, 7]",0,0,8.135216666666667,,True,"[0, 0, 0]",0,True,0,16,filler,undefined,3370,,"[7, 6, 8]",891,1,Some of the symbols are circles.
"[0, 1]",Some of the symbols are hearts.,Some of the symbols are clubs.,0,False,,exh-clausal,,"[0, 1]",1,"[0, 0, 0]",,"[1, 4, 0]","[4, 2, 3]",1,1,8.135216666666667,,True,"[0, 0, 0]",0,False,0,16,filler,undefined,4530,,"[0, 5, 9]",1079,1,Some of the symbols are diamonds.
"[1, 0]",Some of the symbols are circles.,Some of the symbols are triangles.,0,False,,exh-clausal,,"[0, 1]",1,"[0, 0, 0]",,"[9, 4, 1]","[7, 9, 2]",0,1,8.135216666666667,,True,"[0, 0, 0]",0,False,1,16,response,undefined,5452,,"[2, 6, 9]",1846,1,Some of the symbols are ticks.
"[1, 0]",Some of the symbols are triangles.,"Some of the symbols are diamonds, but not all of them are diamonds.",0,True,,exh-clausal,,"[1, 0]",0,"[0, 0, 0]",,"[0, 8, 5]","[9, 1, 7]",0,2,8.135216666666667,,True,"[0, 0, 0]",1,True,0,16,filler,undefined,4486,,"[6, 8, 3]",1751,0,"Some of the symbols are stars, but not all of them are stars."
"[1, 0]",Some of the symbols are diamonds.,Some of the symbols are ticks.,0,True,,exh-clausal,,"[1, 0]",0,"[0, 0, 0]",,"[2, 8, 5]","[0, 5, 6]",0,0,8.135216666666667,,True,"[0, 0, 0]",0,True,0,16,response,undefined,3568,,"[9, 8, 4]",861,0,Some of the symbols are triangles.
"[1, 0]",There is a spade.,There is a club.,2,True,,exh-clausal,,"[0, 1]",1,"[0, 0, 0]",,"[1, 6, 2]","[3, 4, 2]",0,0,8.135216666666667,,True,"[0, 0, 0]",0,True,0,16,response,undefined,3099,,"[6, 0, 7]",793,1,There is a star.
"[0, 1]",There are four stars.,There are four hearts.,1,True,,exh-clausal,,"[0, 1]",1,"[0, 0, 0]",,"[4, 8, 3]","[6, 1, 7]",1,0,8.135216666666667,,True,"[0, 0, 0]",1,True,1,16,filler,undefined,3341,,"[1, 2, 3]",1228,1,There are four clubs.
"[0, 1]",There is a note.,"There is a triangle, but there is nothing besides a triangle.",2,True,,exh-clausal,,"[0, 1]",1,"[0, 0, 0]",,"[9, 6, 5]","[8, 7, 4]",1,2,8.135216666666667,,True,"[0, 0, 0]",1,True,1,16,filler,undefined,3611,,"[2, 7, 4]",1350,1,"There is a tick, but there is nothing besides a tick."
"[0, 1]",There is a note.,There is a star.,2,True,,exh-clausal,,"[1, 0]",0,"[0, 0, 0]",,"[6, 2, 3]","[8, 0, 7]",1,0,8.135216666666667,,True,"[0, 0, 0]",1,True,1,16,filler,undefined,3724,,"[2, 6, 5]",1256,0,There is a tick.
"[0, 1]",There are four circles.,1 + 3 = ?,1,False,,exh-clausal,,"[0, 1]",1,"[4, 0, 0]",,"[4, 1, 3]","[7, 9, 0]",1,3,8.135216666666667,,True,"[5, 0, 0]",0,False,0,16,response,undefined,3035,,"[6, 3, 3]",899,1,3 + 3 = ?
"[0, 1]",There are four squares.,There are four hearts.,1,False,,exh-clausal,,"[1, 0]",1,"[0, 0, 0]",,"[4, 0, 6]","[5, 6, 0]",1,1,8.135216666666667,,False,"[0, 0, 0]",0,False,0,16,response,undefined,3039,,"[6, 7, 0]",1006,0,There are four stars.
"[0, 1]",There are four circles.,There are four diamonds.,1,True,,exh-clausal,,"[1, 0]",0,"[0, 0, 0]",,"[0, 3, 2]","[7, 0, 1]",1,0,8.135216666666667,,True,"[0, 0, 0]",1,True,1,16,filler,undefined,3561,,"[6, 2, 0]",973,0,There are four stars.
"[0, 1]",There are four diamonds.,There are four stars.,1,False,,exh-clausal,,"[1, 0]",1,"[0, 0, 0]",,"[6, 9, 7]","[0, 7, 4]",1,1,8.135216666666667,,False,"[0, 0, 0]",0,True,1,16,response,undefined,3678,,"[5, 4, 2]",1599,0,There are four squares.
"[0, 1]",Some of the symbols are squares.,Some of the symbols are clubs.,0,False,,exh-clausal,,"[0, 1]",1,"[0, 0, 0]",,"[1, 6, 0]","[5, 8, 7]",1,1,8.135216666666667,,True,"[0, 0, 0]",0,False,0,16,response,undefined,4722,,"[8, 3, 6]",1309,1,Some of the symbols are notes.
"[1, 0]",Some of the symbols are circles.,"Some of the symbols are stars, but not all of them are stars.",0,True,,exh-clausal,,"[0, 1]",1,"[0, 0, 0]",,"[6, 2, 8]","[7, 0, 1]",0,2,8.135216666666667,,True,"[0, 0, 0]",0,True,0,16,response,undefined,6301,,"[0, 9, 3]",1086,1,"Some of the symbols are diamonds, but not all of them are diamonds."
"[0, 1]",There is a circle.,There is a club.,2,True,,exh-clausal,,"[0, 1]",1,"[0, 0, 0]",,"[1, 0, 6]","[7, 4, 3]",1,1,8.135216666666667,,True,"[0, 0, 0]",1,True,1,16,filler,undefined,3751,,"[4, 6, 5]",1633,1,There is a heart.
"[0, 1]",There are four diamonds.,8 + 4 = ?,1,False,,exh-clausal,,"[0, 1]",0,"[3, 0, 0]",,"[12, 8, 4]","[0, 8, 1]",1,3,8.135216666666667,,False,"[8, 0, 0]",0,True,1,16,response,undefined,3493,,"[7, 6, 1]",1566,1,6 + 1 = ?
"[1, 0]",There are four clubs.,There are four squares.,1,True,,exh-clausal,,"[0, 1]",1,"[0, 0, 0]",,"[5, 3, 4]","[1, 7, 5]",0,0,8.135216666666667,,True,"[0, 0, 0]",0,True,0,16,response,undefined,3115,,"[1, 0, 6]",711,1,There are four clubs.
"[0, 1]",There is a diamond.,2 + 0 = ?,2,True,,exh-clausal,,"[1, 0]",0,"[2, 0, 0]",,"[2, 2, 0]","[0, 1, 2]",1,3,8.135216666666667,,True,"[1, 0, 0]",1,True,1,16,filler,undefined,2561,,"[8, 3, 5]",1077,0,3 + 5 = ?
"[0, 1]",There are four triangles.,"There are four squares, but there are no more than four squares.",1,True,,exh-clausal,,"[0, 1]",1,"[0, 0, 0]",,"[5, 0, 8]","[9, 2, 8]",1,2,8.135216666666667,,True,"[0, 0, 0]",0,True,1,16,response,undefined,3678,,"[8, 3, 4]",1143,1,"There are four notes, but there are no more than four notes."
"[1, 0]",There is a star.,There is a club.,2,True,,exh-clausal,,"[1, 0]",0,"[0, 0, 0]",,"[1, 0, 3]","[6, 2, 1]",0,1,8.135216666666667,,True,"[0, 0, 0]",0,True,0,16,response,undefined,3256,,"[4, 1, 9]",1200,0,There is a heart.
"[1, 0]",There are four notes.,"There are four diamonds, but there are no more than four diamonds.",1,True,,exh-clausal,,"[0, 1]",1,"[0, 0, 0]",,"[0, 8, 4]","[8, 1, 3]",0,2,8.135216666666667,,True,"[0, 0, 0]",0,True,0,16,response,undefined,3408,,"[0, 6, 7]",929,1,"There are four diamonds, but there are no more than four diamonds."
"[0, 1]",There are four clubs.,"There are four clubs, but there are no more than four clubs.",1,True,,exh-clausal,,"[0, 1]",1,"[0, 0, 0]",,"[1, 6, 8]","[1, 9, 2]",1,2,8.135216666666667,,True,"[0, 0, 0]",0,True,1,16,filler,undefined,3179,,"[5, 8, 4]",917,1,"There are four squares, but there are no more than four squares."
"[0, 1]",Some of the symbols are clubs.,"Some of the symbols are triangles, but not all of them are triangles.",0,True,,exh-clausal,,"[0, 1]",1,"[0, 0, 0]",,"[9, 0, 8]","[1, 2, 9]",1,2,8.135216666666667,,True,"[0, 0, 0]",0,True,1,16,response,undefined,4073,,"[8, 1, 3]",1013,1,"Some of the symbols are notes, but not all of them are notes."
"[1, 0]",There is a circle.,There is a club.,2,True,,exh-clausal,,"[0, 1]",1,"[0, 0, 0]",,"[1, 6, 8]","[7, 8, 1]",0,0,8.135216666666667,,True,"[0, 0, 0]",1,True,0,16,filler,undefined,5208,,"[3, 1, 7]",1680,1,There is a spade.
"[1, 0]",There is a diamond.,6 + 6 = ?,2,False,,exh-clausal,,"[0, 1]",0,"[0, 0, 0]",,"[12, 6, 6]","[0, 6, 9]",0,3,8.135216666666667,,False,"[1, 0, 0]",0,False,1,16,response,undefined,3454,,"[10, 1, 9]",1771,1,1 + 9 = ?
"[1, 0]",There are four stars.,"There are four triangles, but there are no more than four triangles.",1,True,,exh-clausal,,"[1, 0]",0,"[0, 0, 0]",,"[9, 2, 6]","[6, 0, 2]",0,2,8.135216666666667,,True,"[0, 0, 0]",0,True,0,16,response,undefined,3782,,"[7, 3, 4]",1288,0,"There are four circles, but there are no more than four circles."
,,,,,,,bot_check,,,,"[0, 'Sarah']",,,,,18.450283333333335,1,,,,,,17,,undefined,,Sarah,,,,
"[1, 0]",There is a heart.,5 + 0 = ?,2,False,,exh-clausal,,"[1, 0]",1,"[3, 0, 0]",,"[5, 5, 0]","[4, 0, 7]",0,3,18.450283333333335,,False,"[7, 0, 0]",0,True,0,17,response,undefined,11046,,"[11, 8, 3]",4799,0,8 + 3 = ?
"[1, 0]",Some of the symbols are hearts.,"Some of the symbols are ticks, but not all of them are ticks.",0,True,,exh-clausal,,"[1, 0]",0,"[0, 0, 0]",,"[2, 3, 4]","[4, 9, 8]",0,2,18.450283333333335,,True,"[0, 0, 0]",1,True,0,17,response,undefined,25633,,"[3, 4, 2]",5327,0,"Some of the symbols are spades, but not all of them are spades."
"[1, 0]",There are four ticks.,There are four squares.,1,True,,exh-clausal,,"[0, 1]",1,"[0, 0, 0]",,"[5, 6, 4]","[2, 4, 0]",0,1,18.450283333333335,,True,"[0, 0, 0]",1,True,0,17,response,undefined,15123,,"[9, 0, 1]",2574,1,There are four triangles.
"[0, 1]",There are four triangles.,9 + 3 = ?,1,True,,exh-clausal,,"[1, 0]",0,"[1, 0, 0]",,"[12, 9, 3]","[9, 7, 6]",1,3,18.450283333333335,,True,"[5, 0, 0]",1,True,1,17,filler,undefined,8876,,"[10, 6, 4]",1978,0,6 + 4 = ?
"[1, 0]",There is a triangle.,There is a heart.,2,True,,exh-clausal,,"[0, 1]",1,"[0, 0, 0]",,"[4, 9, 0]","[9, 8, 7]",0,0,18.450283333333335,,True,"[0, 0, 0]",1,True,0,17,filler,undefined,13331,,"[3, 1, 9]",7370,1,There is a spade.
"[1, 0]",Some of the symbols are diamonds.,2 + 1 = ?,0,False,,exh-clausal,,"[0, 1]",0,"[0, 0, 0]",,"[3, 2, 1]","[0, 1, 6]",0,3,18.450283333333335,,False,"[2, 0, 0]",1,False,1,17,filler,undefined,7936,,"[12, 9, 3]",3322,1,9 + 3 = ?
"[1, 0]",There is a diamond.,9 + 4 = ?,2,False,,exh-clausal,,"[1, 0]",0,"[3, 0, 0]",,"[13, 9, 4]","[0, 8, 3]",0,3,18.450283333333335,,True,"[6, 0, 0]",0,False,1,17,response,undefined,7416,,"[10, 7, 3]",2707,0,7 + 3 = ?
"[1, 0]",There are four spades.,"There are four spades, but there are no more than four spades.",1,True,,exh-clausal,,"[1, 0]",0,"[0, 0, 0]",,"[3, 9, 0]","[3, 9, 2]",0,2,18.450283333333335,,True,"[0, 0, 0]",1,True,0,17,filler,undefined,10781,,"[0, 1, 5]",3075,0,"There are four diamonds, but there are no more than four diamonds."
"[0, 1]",There are four circles.,There are four stars.,1,True,,exh-clausal,,"[1, 0]",0,"[0, 0, 0]",,"[6, 2, 7]","[7, 5, 8]",1,0,18.450283333333335,,True,"[0, 0, 0]",1,True,1,17,filler,undefined,23083,,"[2, 6, 5]",2486,0,There are four ticks.
"[1, 0]",Some of the symbols are spades.,"Some of the symbols are triangles, but not all of them are triangles.",0,True,,exh-clausal,,"[1, 0]",0,"[0, 0, 0]",,"[9, 0, 1]","[3, 9, 8]",0,2,18.450283333333335,,True,"[0, 0, 0]",1,True,0,17,filler,undefined,14999,,"[3, 5, 9]",4115,0,"Some of the symbols are spades, but not all of them are spades."
"[1, 0]",There are four clubs.,There are four spades.,1,True,,exh-clausal,,"[0, 1]",1,"[0, 0, 0]",,"[3, 5, 4]","[1, 9, 3]",0,1,18.450283333333335,,True,"[0, 0, 0]",1,True,0,17,filler,undefined,17013,,"[9, 6, 2]",9508,1,There are four triangles.
"[1, 0]",There are four notes.,There are four notes.,1,True,,exh-clausal,,"[0, 1]",1,"[0, 0, 0]",,"[8, 2, 3]","[8, 9, 3]",0,1,18.450283333333335,,True,"[0, 0, 0]",1,True,0,17,filler,undefined,11263,,"[5, 9, 2]",2503,1,There are four squares.
"[1, 0]",Some of the symbols are squares.,"Some of the symbols are circles, but not all of them are circles.",0,True,,exh-clausal,,"[0, 1]",1,"[0, 0, 0]",,"[7, 0, 6]","[5, 1, 6]",0,2,18.450283333333335,,True,"[0, 0, 0]",1,True,0,17,filler,undefined,12364,,"[7, 1, 6]",2699,1,"Some of the symbols are circles, but not all of them are circles."
"[1, 0]",There are four circles.,3 + 5 = ?,1,False,,exh-clausal,,"[1, 0]",0,"[4, 0, 0]",,"[8, 3, 5]","[7, 9, 8]",0,3,18.450283333333335,,True,"[2, 0, 0]",1,False,1,17,response,undefined,31079,,"[11, 5, 6]",22279,0,5 + 6 = ?
"[1, 0]",Some of the symbols are spades.,Some of the symbols are diamonds.,0,True,,exh-clausal,,"[0, 1]",1,"[0, 0, 0]",,"[0, 9, 6]","[3, 1, 6]",0,1,18.450283333333335,,True,"[0, 0, 0]",1,True,0,17,filler,undefined,11325,,"[7, 6, 8]",4291,1,Some of the symbols are circles.
"[0, 1]",There are four diamonds.,There are four triangles.,1,True,,exh-clausal,,"[0, 1]",1,"[0, 0, 0]",,"[9, 6, 2]","[0, 4, 3]",1,1,18.450283333333335,,True,"[0, 0, 0]",1,True,1,17,response,undefined,13644,,"[2, 6, 9]",3266,1,There are four ticks.
"[0, 1]",There is a note.,There is a tick.,2,True,,exh-clausal,,"[0, 1]",1,"[0, 0, 0]",,"[2, 9, 5]","[8, 0, 1]",1,1,18.450283333333335,,True,"[0, 0, 0]",0,True,1,17,response,undefined,8620,,"[7, 4, 3]",2911,1,There is a circle.
"[1, 0]",There is a spade.,There is a note.,2,True,,exh-clausal,,"[0, 1]",1,"[0, 0, 0]",,"[8, 5, 7]","[3, 2, 0]",0,0,18.450283333333335,,True,"[0, 0, 0]",0,True,0,17,response,undefined,19371,,"[8, 4, 0]",8158,1,There is a note.
"[0, 1]",There are four notes.,8 + 0 = ?,1,True,,exh-clausal,,"[1, 0]",0,"[9, 0, 0]",,"[8, 8, 0]","[8, 5, 9]",1,3,18.450283333333335,,True,"[3, 0, 0]",1,True,1,17,response,undefined,13553,,"[6, 3, 3]",3408,0,3 + 3 = ?
"[1, 0]",There are four squares.,There are four squares.,1,True,,exh-clausal,,"[0, 1]",1,"[0, 0, 0]",,"[5, 0, 4]","[5, 8, 6]",0,0,18.450283333333335,,True,"[0, 0, 0]",0,True,0,17,response,undefined,7511,,"[6, 3, 2]",1919,1,There are four stars.
"[1, 0]",There is a circle.,There is a square.,2,True,,exh-clausal,,"[1, 0]",0,"[0, 0, 0]",,"[5, 1, 8]","[7, 5, 9]",0,1,18.450283333333335,,True,"[0, 0, 0]",1,True,0,17,filler,undefined,8508,,"[4, 6, 5]",2995,0,There is a heart.
"[0, 1]",Some of the symbols are ticks.,Some of the symbols are notes.,0,True,,exh-clausal,,"[1, 0]",0,"[0, 0, 0]",,"[8, 7, 4]","[2, 4, 6]",1,0,18.450283333333335,,True,"[0, 0, 0]",0,True,1,17,response,undefined,10580,,"[6, 8, 7]",4303,0,Some of the symbols are stars.
"[1, 0]",Some of the symbols are ticks.,1 + 4 = ?,0,False,,exh-clausal,,"[1, 0]",1,"[9, 0, 0]",,"[5, 1, 4]","[2, 7, 0]",0,3,18.450283333333335,,False,"[4, 0, 0]",1,True,0,17,response,undefined,12999,,"[11, 8, 3]",7730,0,8 + 3 = ?
"[0, 1]",There is a spade.,There is a circle.,2,True,,exh-clausal,,"[0, 1]",1,"[0, 0, 0]",,"[7, 8, 1]","[3, 5, 9]",1,0,18.450283333333335,,True,"[0, 0, 0]",1,True,1,17,filler,undefined,7136,,"[7, 9, 6]",2699,1,There is a circle.
"[0, 1]",Some of the symbols are diamonds.,Some of the symbols are notes.,0,True,,exh-clausal,,"[0, 1]",1,"[0, 0, 0]",,"[8, 3, 2]","[0, 2, 8]",1,1,18.450283333333335,,True,"[0, 0, 0]",1,True,1,17,response,undefined,9008,,"[4, 9, 5]",3763,1,Some of the symbols are hearts.
"[0, 1]",There is a club.,There is a club.,2,True,,exh-clausal,,"[1, 0]",0,"[0, 0, 0]",,"[1, 3, 8]","[1, 9, 4]",1,0,18.450283333333335,,True,"[0, 0, 0]",1,True,1,17,filler,undefined,12101,,"[3, 6, 1]",3057,0,There is a spade.
"[0, 1]",There is a diamond.,"There is a tick, but there is nothing besides a tick.",2,True,,exh-clausal,,"[1, 0]",0,"[0, 0, 0]",,"[2, 0, 8]","[0, 9, 4]",1,2,18.450283333333335,,True,"[0, 0, 0]",1,True,1,17,filler,undefined,8876,,"[0, 7, 8]",2933,0,"There is a diamond, but there is nothing besides a diamond."
"[1, 0]",There are four circles.,7 + 4 = ?,1,False,,exh-clausal,,"[0, 1]",0,"[3, 0, 0]",,"[11, 7, 4]","[7, 8, 3]",0,3,18.450283333333335,,False,"[7, 0, 0]",1,False,1,17,response,undefined,12780,,"[8, 5, 3]",6367,1,5 + 3 = ?
"[1, 0]",There are four stars.,"There are four stars, but there are no more than four stars.",1,True,,exh-clausal,,"[1, 0]",0,"[0, 0, 0]",,"[6, 5, 3]","[6, 4, 5]",0,2,18.450283333333335,,True,"[0, 0, 0]",1,True,0,17,filler,undefined,14095,,"[7, 2, 5]",4662,0,"There are four circles, but there are no more than four circles."
"[0, 1]",Some of the symbols are clubs.,Some of the symbols are triangles.,0,True,,exh-clausal,,"[0, 1]",1,"[0, 0, 0]",,"[9, 4, 2]","[1, 8, 3]",1,0,18.450283333333335,,True,"[0, 0, 0]",1,True,1,17,response,undefined,18096,,"[0, 2, 9]",9291,1,Some of the symbols are diamonds.
"[1, 0]",Some of the symbols are squares.,"Some of the symbols are hearts, but not all of them are hearts.",0,True,,exh-clausal,,"[0, 1]",1,"[0, 0, 0]",,"[4, 7, 6]","[5, 9, 1]",0,2,18.450283333333335,,True,"[0, 0, 0]",1,True,0,17,response,undefined,22953,,"[3, 4, 1]",4186,1,"Some of the symbols are spades, but not all of them are spades."
"[0, 1]",There are four spades.,There are four ticks.,1,True,,exh-clausal,,"[1, 0]",0,"[0, 0, 0]",,"[2, 4, 6]","[3, 8, 1]",1,1,18.450283333333335,,True,"[0, 0, 0]",1,True,1,17,filler,undefined,11480,,"[7, 0, 6]",5107,0,There are four circles.
"[0, 1]",Some of the symbols are ticks.,"Some of the symbols are circles, but not all of them are circles.",0,True,,exh-clausal,,"[1, 0]",0,"[0, 0, 0]",,"[7, 1, 0]","[2, 3, 5]",1,2,18.450283333333335,,True,"[0, 0, 0]",1,True,1,17,response,undefined,24855,,"[8, 0, 4]",9546,0,"Some of the symbols are notes, but not all of them are notes."
"[0, 1]",Some of the symbols are hearts.,1 + 5 = ?,0,True,,exh-clausal,,"[1, 0]",0,"[2, 0, 0]",,"[6, 1, 5]","[4, 3, 9]",1,3,18.450283333333335,,True,"[7, 0, 0]",1,True,1,17,filler,undefined,12101,,"[10, 3, 7]",2244,0,3 + 7 = ?
"[0, 1]",There is a club.,"There is a square, but there is nothing besides a square.",2,True,,exh-clausal,,"[1, 0]",0,"[0, 0, 0]",,"[5, 0, 3]","[1, 5, 2]",1,2,18.450283333333335,,True,"[0, 0, 0]",1,True,1,17,filler,undefined,10367,,"[0, 6, 1]",3115,0,"There is a diamond, but there is nothing besides a diamond."
"[0, 1]",There are four stars.,"There are four spades, but there are no more than four spades.",1,True,,exh-clausal,,"[0, 1]",1,"[0, 0, 0]",,"[3, 2, 7]","[6, 0, 9]",1,2,18.450283333333335,,True,"[0, 0, 0]",1,True,1,17,response,undefined,9788,,"[9, 2, 4]",3675,1,"There are four triangles, but there are no more than four triangles."
"[1, 0]",There are four diamonds.,"There are four hearts, but there are no more than four hearts.",1,True,,exh-clausal,,"[1, 0]",0,"[0, 0, 0]",,"[4, 9, 0]","[0, 7, 8]",0,2,18.450283333333335,,True,"[0, 0, 0]",1,True,0,17,filler,undefined,19803,,"[1, 7, 0]",5551,0,"There are four clubs, but there are no more than four clubs."
"[0, 1]",Some of the symbols are triangles.,Some of the symbols are notes.,0,True,,exh-clausal,,"[1, 0]",0,"[0, 0, 0]",,"[8, 0, 3]","[9, 6, 0]",1,1,18.450283333333335,,True,"[0, 0, 0]",1,True,1,17,response,undefined,26802,,"[6, 0, 2]",3015,0,Some of the symbols are stars.
"[0, 1]",Some of the symbols are stars.,"Some of the symbols are hearts, but not all of them are hearts.",0,True,,exh-clausal,,"[1, 0]",0,"[0, 0, 0]",,"[4, 0, 5]","[6, 2, 3]",1,2,18.450283333333335,,True,"[0, 0, 0]",1,True,1,17,response,undefined,22203,,"[3, 8, 4]",2902,0,"Some of the symbols are spades, but not all of them are spades."
"[0, 1]",Some of the symbols are hearts.,Some of the symbols are triangles.,0,True,,exh-clausal,,"[1, 0]",0,"[0, 0, 0]",,"[9, 8, 2]","[4, 5, 8]",1,0,18.450283333333335,,True,"[0, 0, 0]",1,True,1,17,filler,undefined,13844,,"[6, 3, 2]",2503,0,Some of the symbols are stars.
"[0, 1]",There is a note.,There is a diamond.,2,True,,exh-clausal,,"[1, 0]",0,"[0, 0, 0]",,"[0, 6, 8]","[8, 7, 5]",1,0,18.450283333333335,,True,"[0, 0, 0]",0,True,1,17,response,undefined,8092,,"[8, 6, 4]",1767,0,There is a note.
"[0, 1]",There is a club.,There is a note.,2,True,,exh-clausal,,"[1, 0]",0,"[0, 0, 0]",,"[8, 6, 4]","[1, 3, 5]",1,1,18.450283333333335,,True,"[0, 0, 0]",0,True,1,17,response,undefined,5551,,"[6, 4, 3]",2139,0,There is a star.
"[0, 1]",There are four ticks.,There are four circles.,1,True,,exh-clausal,,"[0, 1]",1,"[0, 0, 0]",,"[7, 2, 9]","[2, 7, 6]",1,0,18.450283333333335,,True,"[0, 0, 0]",1,True,1,17,response,undefined,8958,,"[7, 6, 5]",2998,1,There are four circles.
