pOSymbols,slide_number,audio,btwncondition,goodPOChoice,pTwrongAnswer,pTChoice,Answer.time_in_minutes,primeType,pOwrongAnswer,responseSymbols,workerid,pTSentence,goodPTChoice,Answer.condition,trial_type,pOSentence,correctPChoices,response,image,primeStrength,responseSentence,correctPOChoice,correctPTChoice,slide_type,response_rt,primeOShuffle,pTSymbols,primeTShuffle,responseChoice,pOChoice,block_rt
"[4, 8, 0]",,,exh-only,1,"[0, 0, 0]",1,7.838883333333333,2,"[0, 0, 0]","[1, 2, 3]",24,There is only a square.,1,undefined,filler,There is only a heart.,True,,,2,There is a club.,True,True,,1055,"[0, 1]","[5, 7, 3]","[0, 1]",0,1,3031
"[6, 9, 7]",,,exh-only,0,"[0, 0, 0]",0,7.838883333333333,0,"[0, 0, 0]","[8, 5, 6]",24,Only some of the symbols are diamonds.,0,undefined,response,Only some of the symbols are stars.,True,,,2,Some of the symbols are notes.,True,True,,1798,"[1, 0]","[0, 2, 8]","[1, 0]",1,0,5320
"[9, 7, 2]",,,exh-only,1,"[3, 0, 0]",1,7.838883333333333,2,"[3, 0, 0]","[3, 5, 6]",24,3 + 8 = ?,0,undefined,response,7 + 2 = ?,False,,,3,There is a spade.,False,False,,1871,"[0, 1]","[11, 3, 8]","[1, 0]",0,0,3536
"[5, 1, 2]",,,exh-only,0,"[0, 0, 0]",1,7.838883333333333,0,"[0, 0, 0]","[1, 2, 8]",24,Some of the symbols are triangles.,1,undefined,filler,Some of the symbols are squares.,True,,,0,Some of the symbols are clubs.,True,True,,2263,"[1, 0]","[9, 5, 0]","[0, 1]",1,0,5817
"[7, 4, 0]",,,exh-only,1,"[0, 0, 0]",1,7.838883333333333,1,"[0, 0, 0]","[2, 3, 9]",24,There are four circles.,1,undefined,response,There are four circles.,True,,,0,There are four ticks.,True,True,,2976,"[0, 1]","[7, 3, 6]","[0, 1]",1,1,5560
"[5, 1, 3]",,,exh-only,0,"[0, 0, 0]",0,7.838883333333333,0,"[0, 0, 0]","[9, 5, 4]",24,Some of the symbols are hearts.,0,undefined,response,Some of the symbols are squares.,True,,,0,Some of the symbols are triangles.,True,True,,1255,"[1, 0]","[4, 5, 3]","[1, 0]",0,0,3967
"[8, 0, 9]",,,exh-only,1,"[0, 0, 0]",0,7.838883333333333,2,"[0, 0, 0]","[3, 4, 1]",24,There is a square.,0,undefined,filler,There is a note.,True,,,0,There is a spade.,True,True,,983,"[0, 1]","[5, 2, 8]","[1, 0]",0,1,3199
"[4, 7, 2]",,,exh-only,1,"[0, 0, 0]",0,7.838883333333333,1,"[0, 0, 0]","[8, 9, 7]",24,There are only four triangles.,0,undefined,filler,There are only four hearts.,True,,,2,There are four notes.,True,True,,1246,"[0, 1]","[9, 5, 3]","[1, 0]",1,1,3936
"[0, 0, 0]",,,exh-only,0,"[4, 0, 0]",1,7.838883333333333,2,"[1, 0, 0]","[8, 7, 1]",24,2 + 4 = ?,1,undefined,response,0 + 0 = ?,True,,,3,There is a note.,True,True,,951,"[1, 0]","[6, 2, 4]","[0, 1]",0,0,2752
"[9, 0, 9]",,,exh-only,1,"[0, 0, 0]",1,7.838883333333333,0,"[3, 0, 0]","[2, 8, 6]",24,4 + 1 = ?,1,undefined,response,0 + 9 = ?,False,,,3,Some of the symbols are ticks.,False,True,,1736,"[0, 1]","[5, 4, 1]","[0, 1]",1,0,3393
"[5, 7, 8]",,,exh-only,1,"[0, 0, 0]",0,7.838883333333333,1,"[0, 0, 0]","[1, 2, 7]",24,There are four circles.,0,undefined,response,There are four squares.,True,,,1,There are four clubs.,True,True,,1671,"[0, 1]","[7, 6, 2]","[1, 0]",0,1,4159
"[2, 0, 4]",,,exh-only,0,"[0, 0, 0]",1,7.838883333333333,0,"[0, 0, 0]","[9, 0, 1]",24,Some of the symbols are ticks.,1,undefined,response,Some of the symbols are ticks.,True,,,1,Some of the symbols are triangles.,True,True,,1032,"[1, 0]","[2, 4, 5]","[0, 1]",1,0,3809
"[5, 4, 6]",,,exh-only,1,"[0, 0, 0]",0,7.838883333333333,1,"[0, 0, 0]","[8, 0, 6]",24,There are four ticks.,0,undefined,response,There are four squares.,True,,,0,There are four notes.,True,True,,1071,"[0, 1]","[2, 4, 6]","[1, 0]",0,1,3160
"[9, 3, 6]",,,exh-only,0,"[6, 0, 0]",0,7.838883333333333,1,"[8, 0, 0]","[8, 7, 9]",24,1 + 9 = ?,1,undefined,response,3 + 6 = ?,False,,,3,There are four notes.,False,False,,1255,"[1, 0]","[10, 1, 9]","[0, 1]",1,1,3103
"[1, 0, 6]",,,exh-only,0,"[0, 0, 0]",1,7.838883333333333,2,"[0, 0, 0]","[0, 2, 1]",24,There is a spade.,1,undefined,filler,There is a club.,True,,,1,There is a diamond.,True,True,,1120,"[1, 0]","[3, 4, 7]","[0, 1]",1,0,3529
"[15, 6, 9]",,,exh-only,0,"[5, 0, 0]",1,7.838883333333333,1,"[1, 0, 0]","[5, 3, 6]",24,4 + 3 = ?,1,undefined,filler,6 + 9 = ?,True,,,3,There are four squares.,True,True,,975,"[1, 0]","[7, 4, 3]","[0, 1]",1,0,3159
"[2, 1, 6]",,,exh-only,1,"[0, 0, 0]",1,7.838883333333333,2,"[0, 0, 0]","[2, 3, 0]",24,There is a star.,1,undefined,response,There is a tick.,True,,,0,There is a tick.,True,True,,1167,"[0, 1]","[6, 7, 8]","[0, 1]",0,1,3192
"[5, 3, 6]",,,exh-only,0,"[0, 0, 0]",0,7.838883333333333,1,"[0, 0, 0]","[6, 0, 5]",24,There are only four squares.,0,undefined,filler,There are only four squares.,True,,,2,There are four stars.,True,True,,1030,"[1, 0]","[5, 0, 8]","[1, 0]",1,0,3263
"[7, 6, 9]",,,exh-only,0,"[0, 0, 0]",0,7.838883333333333,1,"[0, 0, 0]","[2, 4, 9]",24,There are four clubs.,0,undefined,response,There are four circles.,True,,,1,There are four ticks.,True,True,,1510,"[1, 0]","[1, 4, 7]","[1, 0]",1,0,3415
"[2, 9, 7]",,,exh-only,1,"[0, 0, 0]",1,7.838883333333333,1,"[0, 0, 0]","[0, 2, 6]",24,There are only four stars.,1,undefined,response,There are only four ticks.,True,,,2,There are four diamonds.,True,True,,1128,"[0, 1]","[6, 4, 5]","[0, 1]",0,1,3392
"[7, 9, 5]",,,exh-only,0,"[0, 0, 0]",0,7.838883333333333,2,"[0, 0, 0]","[4, 1, 6]",24,There is a square.,0,undefined,response,There is a circle.,True,,,1,There is a heart.,True,True,,1096,"[1, 0]","[5, 8, 2]","[1, 0]",0,0,3400
"[8, 7, 5]",,,exh-only,0,"[0, 0, 0]",0,7.838883333333333,0,"[0, 0, 0]","[5, 2, 1]",24,Some of the symbols are triangles.,0,undefined,response,Some of the symbols are notes.,True,,,0,Some of the symbols are squares.,True,True,,920,"[1, 0]","[9, 4, 7]","[1, 0]",0,0,3936
"[8, 4, 6]",,,exh-only,0,"[0, 0, 0]",0,7.838883333333333,0,"[0, 0, 0]","[3, 5, 2]",24,Some of the symbols are notes.,0,undefined,response,Some of the symbols are notes.,True,,,0,Some of the symbols are spades.,True,True,,1135,"[1, 0]","[8, 2, 6]","[1, 0]",0,0,4032
"[3, 7, 6]",,,exh-only,1,"[0, 0, 0]",0,7.838883333333333,0,"[0, 0, 0]","[9, 6, 8]",24,Some of the symbols are ticks.,0,undefined,filler,Some of the symbols are spades.,True,,,1,Some of the symbols are triangles.,True,True,,2039,"[0, 1]","[2, 7, 6]","[1, 0]",1,1,4592
"[4, 0, 2]",,,exh-only,0,"[0, 0, 0]",0,7.838883333333333,0,"[0, 0, 0]","[1, 4, 6]",24,Only some of the symbols are circles.,0,undefined,response,Only some of the symbols are hearts.,True,,,2,Some of the symbols are clubs.,True,True,,1607,"[1, 0]","[7, 9, 4]","[1, 0]",1,0,5648
"[2, 8, 1]",,,exh-only,1,"[0, 0, 0]",1,7.838883333333333,0,"[0, 0, 0]","[0, 2, 3]",24,Some of the symbols are stars.,1,undefined,filler,Some of the symbols are ticks.,True,,,0,Some of the symbols are diamonds.,True,True,,1351,"[0, 1]","[6, 5, 8]","[0, 1]",1,1,4080
"[8, 2, 9]",,,exh-only,1,"[0, 0, 0]",1,7.838883333333333,1,"[0, 0, 0]","[7, 3, 0]",24,There are four ticks.,1,undefined,response,There are four notes.,True,,,0,There are four circles.,True,True,,975,"[0, 1]","[2, 5, 1]","[0, 1]",0,1,3296
"[9, 0, 6]",,,exh-only,1,"[0, 0, 0]",0,7.838883333333333,2,"[0, 0, 0]","[3, 1, 0]",24,There is a circle.,0,undefined,response,There is a triangle.,True,,,1,There is a spade.,True,True,,959,"[0, 1]","[7, 6, 8]","[1, 0]",0,1,3208
"[5, 3, 8]",,,exh-only,1,"[0, 0, 0]",1,7.838883333333333,0,"[0, 0, 0]","[6, 7, 9]",24,Some of the symbols are stars.,1,undefined,filler,Some of the symbols are squares.,True,,,1,Some of the symbols are stars.,True,True,,1159,"[0, 1]","[6, 3, 2]","[0, 1]",1,1,4144
"[8, 4, 2]",,,exh-only,0,"[0, 0, 0]",0,7.838883333333333,2,"[0, 0, 0]","[8, 1, 2]",24,There is only a note.,0,undefined,response,There is only a note.,True,,,2,There is a note.,True,True,,1726,"[1, 0]","[8, 1, 7]","[1, 0]",0,0,3895
"[0, 4, 8]",,,exh-only,1,"[0, 0, 0]",1,7.838883333333333,0,"[0, 0, 0]","[8, 4, 6]",24,Some of the symbols are circles.,1,undefined,filler,Some of the symbols are diamonds.,True,,,1,Some of the symbols are notes.,True,True,,1551,"[0, 1]","[7, 0, 8]","[0, 1]",1,1,3824
"[8, 6, 3]",,,exh-only,0,"[0, 0, 0]",0,7.838883333333333,0,"[0, 0, 0]","[7, 3, 5]",24,Some of the symbols are circles.,0,undefined,response,Some of the symbols are notes.,True,,,1,Some of the symbols are circles.,True,True,,1023,"[1, 0]","[7, 1, 6]","[1, 0]",1,0,3353
"[17, 8, 9]",,,exh-only,1,"[2, 0, 0]",0,7.838883333333333,1,"[9, 0, 0]","[7, 4, 1]",24,4 + 2 = ?,0,undefined,filler,8 + 9 = ?,True,,,3,There are four circles.,True,True,,920,"[0, 1]","[6, 4, 2]","[1, 0]",1,1,2567
"[7, 3, 4]",,,exh-only,1,"[0, 0, 0]",1,7.838883333333333,0,"[5, 0, 0]","[9, 3, 7]",24,8 + 4 = ?,0,undefined,filler,3 + 4 = ?,False,,,3,Some of the symbols are triangles.,False,False,,1088,"[0, 1]","[12, 8, 4]","[1, 0]",1,0,2656
"[9, 1, 8]",,,exh-only,0,"[4, 0, 0]",0,7.838883333333333,0,"[6, 0, 0]","[9, 0, 2]",24,5 + 4 = ?,0,undefined,response,1 + 8 = ?,False,,,3,Some of the symbols are triangles.,False,True,,1319,"[1, 0]","[9, 5, 4]","[1, 0]",1,1,3848
"[6, 5, 3]",,,exh-only,1,"[0, 0, 0]",1,7.838883333333333,2,"[0, 0, 0]","[0, 4, 3]",24,There is a spade.,1,undefined,response,There is a star.,True,,,1,There is a diamond.,True,True,,1144,"[0, 1]","[3, 6, 2]","[0, 1]",0,1,3368
"[9, 7, 5]",,,exh-only,1,"[0, 0, 0]",1,7.838883333333333,0,"[0, 0, 0]","[9, 3, 7]",24,Some of the symbols are notes.,0,undefined,response,Some of the symbols are triangles.,False,,,0,Some of the symbols are triangles.,True,False,,2455,"[0, 1]","[8, 2, 5]","[1, 0]",0,1,4656
"[1, 7, 3]",,,exh-only,0,"[0, 0, 0]",0,7.838883333333333,2,"[0, 0, 0]","[1, 7, 2]",24,There is only a diamond.,0,undefined,filler,There is only a club.,True,,,2,There is a club.,True,True,,1439,"[1, 0]","[0, 5, 1]","[1, 0]",1,0,3416
"[8, 3, 4]",,,exh-only,1,"[0, 0, 0]",1,7.838883333333333,0,"[0, 0, 0]","[6, 8, 4]",24,Only some of the symbols are triangles.,1,undefined,response,Only some of the symbols are notes.,True,,,2,Some of the symbols are stars.,True,True,,1815,"[0, 1]","[9, 0, 3]","[0, 1]",0,1,5864
"[16, 7, 9]",,,exh-only,1,"[3, 0, 0]",0,7.838883333333333,1,"[1, 0, 0]","[8, 2, 1]",24,1 + 1 = ?,0,undefined,response,7 + 9 = ?,True,,,3,There are four notes.,True,True,,999,"[0, 1]","[2, 1, 1]","[1, 0]",0,1,2656
"[0, 2, 6]",,,exh-only,1,"[0, 0, 0]",1,7.838883333333333,1,"[0, 0, 0]","[0, 7, 5]",24,There are only four squares.,0,undefined,response,There are only four diamonds.,False,,,2,There are four diamonds.,True,False,,878,"[0, 1]","[5, 4, 2]","[1, 0]",0,1,2919
"[0, 8, 2]",,,exh-only,0,"[0, 0, 0]",0,7.838883333333333,2,"[0, 0, 0]","[8, 3, 9]",24,There is a circle.,0,undefined,filler,There is a diamond.,True,,,1,There is a note.,True,True,,1015,"[1, 0]","[7, 3, 8]","[1, 0]",1,0,3128
"[6, 3, 0]",,,exh-only,0,"[0, 0, 0]",1,7.838883333333333,0,"[0, 0, 0]","[3, 0, 2]",24,Only some of the symbols are diamonds.,1,undefined,response,Only some of the symbols are stars.,True,,,2,Some of the symbols are spades.,True,True,,1807,"[1, 0]","[0, 5, 8]","[0, 1]",0,0,4440
"[5, 4, 9]",,,exh-only,1,"[0, 0, 0]",0,7.838883333333333,0,"[0, 0, 0]","[1, 4, 7]",24,Some of the symbols are clubs.,0,undefined,response,Some of the symbols are squares.,True,,,1,Some of the symbols are clubs.,True,True,,1951,"[0, 1]","[1, 3, 2]","[1, 0]",0,1,4873
"[0, 2, 7]",,,exh-only,0,"[0, 0, 0]",1,7.838883333333333,1,"[0, 0, 0]","[0, 3, 1]",24,There are four circles.,1,undefined,response,There are four diamonds.,True,,,0,There are four diamonds.,True,True,,776,"[1, 0]","[7, 8, 5]","[0, 1]",0,0,2920
"[7, 0, 9]",,,exh-only,0,"[0, 0, 0]",1,7.838883333333333,0,"[0, 0, 0]","[0, 3, 5]",24,Some of the symbols are stars.,1,undefined,filler,Some of the symbols are circles.,True,,,0,Some of the symbols are diamonds.,True,True,,1751,"[1, 0]","[6, 5, 1]","[0, 1]",1,0,4544
"[6, 7, 9]",,,exh-only,1,"[0, 0, 0]",1,7.838883333333333,2,"[0, 0, 0]","[6, 2, 4]",24,There is a spade.,1,undefined,filler,There is a star.,True,,,0,There is a star.,True,True,,1031,"[0, 1]","[3, 2, 8]","[0, 1]",1,1,3608
"[6, 1, 2]",,,exh-only,0,"[0, 0, 0]",0,7.838883333333333,1,"[0, 0, 0]","[4, 7, 6]",24,There are four ticks.,0,undefined,filler,There are four stars.,False,,,1,There are four hearts.,False,True,,1246,"[1, 0]","[2, 4, 9]","[1, 0]",1,1,3455
"[15, 7, 8]",,,exh-only,0,"[1, 0, 0]",0,7.838883333333333,0,"[5, 0, 0]","[2, 8, 6]",24,3 + 6 = ?,0,undefined,filler,7 + 8 = ?,False,,,3,Some of the symbols are ticks.,False,True,,1054,"[1, 0]","[9, 3, 6]","[1, 0]",0,1,2880
"[8, 8, 0]",,,exh-only,1,"[2, 0, 0]",0,7.838883333333333,0,"[0, 0, 0]","[3, 6, 0]",24,9 + 8 = ?,1,undefined,filler,8 + 0 = ?,False,,,3,Some of the symbols are spades.,True,False,,1215,"[0, 1]","[17, 9, 8]","[0, 1]",1,1,2975
"[5, 7, 6]",,,exh-only,1,"[0, 0, 0]",0,7.838883333333333,0,"[0, 0, 0]","[3, 8, 1]",24,Only some of the symbols are clubs.,0,undefined,filler,Only some of the symbols are squares.,True,,,2,Some of the symbols are spades.,True,True,,1496,"[0, 1]","[1, 7, 3]","[1, 0]",1,1,4537
"[7, 5, 2]",,,exh-only,0,"[6, 0, 0]",0,7.838883333333333,1,"[9, 0, 0]","[9, 7, 6]",24,4 + 7 = ?,0,undefined,response,5 + 2 = ?,False,,,3,There are four triangles.,False,True,,976,"[1, 0]","[11, 4, 7]","[1, 0]",0,1,2984
"[5, 6, 9]",,,exh-only,1,"[0, 0, 0]",0,7.838883333333333,2,"[0, 0, 0]","[9, 4, 2]",24,There is only a club.,0,undefined,response,There is only a square.,True,,,2,There is a triangle.,True,True,,1207,"[0, 1]","[1, 3, 9]","[1, 0]",0,1,3272
"[0, 5, 3]",,,exh-only,0,"[0, 0, 0]",1,7.838883333333333,2,"[0, 0, 0]","[1, 6, 3]",24,There is a triangle.,1,undefined,filler,There is a diamond.,True,,,0,There is a club.,True,True,,1288,"[1, 0]","[9, 5, 3]","[0, 1]",1,0,4624
"[8, 6, 2]",,,exh-only,1,"[0, 0, 0]",0,7.838883333333333,0,"[0, 0, 0]","[3, 0, 2]",24,Some of the symbols are spades.,0,undefined,filler,Some of the symbols are notes.,True,,,0,Some of the symbols are spades.,True,True,,1575,"[0, 1]","[3, 4, 5]","[1, 0]",1,1,4695
"[2, 5, 3]",,,exh-only,0,"[0, 0, 0]",1,7.838883333333333,2,"[0, 0, 0]","[2, 6, 3]",24,There is only a club.,1,undefined,filler,There is only a tick.,True,,,2,There is a tick.,True,True,,1120,"[1, 0]","[1, 7, 6]","[0, 1]",1,0,3209
"[1, 0, 3]",,,exh-only,0,"[0, 0, 0]",1,7.838883333333333,1,"[0, 0, 0]","[7, 1, 6]",24,There are only four notes.,1,undefined,response,There are only four clubs.,True,,,2,There are four circles.,True,True,,1039,"[1, 0]","[8, 3, 7]","[0, 1]",0,0,3056
"[6, 9, 7]",,,exh-only,0,"[0, 0, 0]",0,7.838883333333333,0,"[0, 0, 0]","[5, 9, 8]",24,Only some of the symbols are squares.,0,undefined,filler,Only some of the symbols are stars.,True,,,2,Some of the symbols are squares.,True,True,,1215,"[1, 0]","[5, 7, 8]","[1, 0]",1,0,4528
"[6, 2, 8]",,,exh-only,0,"[0, 0, 0]",1,7.838883333333333,0,"[0, 0, 0]","[3, 8, 4]",24,Some of the symbols are squares.,1,undefined,response,Some of the symbols are stars.,True,,,1,Some of the symbols are spades.,True,True,,1751,"[1, 0]","[5, 8, 4]","[0, 1]",0,0,4576
"[9, 0, 1]",,,exh-only,1,"[0, 0, 0]",1,7.838883333333333,2,"[0, 0, 0]","[5, 6, 0]",24,There is a note.,1,undefined,response,There is a triangle.,True,,,0,There is a square.,True,True,,816,"[0, 1]","[8, 0, 4]","[0, 1]",0,1,3392
"[1, 5, 2]",,,exh-only,0,"[0, 0, 0]",1,7.838883333333333,2,"[0, 0, 0]","[0, 9, 2]",24,There is only a heart.,1,undefined,response,There is only a club.,True,,,2,There is a diamond.,True,True,,1087,"[1, 0]","[4, 9, 3]","[0, 1]",0,0,2810
"[4, 2, 2]",,,exh-only,1,"[0, 0, 0]",1,7.838883333333333,2,"[9, 0, 0]","[8, 9, 2]",24,7 + 0 = ?,0,undefined,response,2 + 2 = ?,False,,,3,There is a note.,False,False,,840,"[0, 1]","[7, 7, 0]","[1, 0]",0,0,2376
"[4, 7, 1]",,,exh-only,1,"[0, 0, 0]",1,7.838883333333333,1,"[0, 0, 0]","[7, 0, 6]",24,There are four circles.,1,undefined,filler,There are four hearts.,True,,,0,There are four circles.,True,True,,1111,"[0, 1]","[7, 6, 0]","[0, 1]",1,1,3288
"[12, 8, 4]",,,exh-only,1,"[4, 0, 0]",1,7.838883333333333,1,"[2, 0, 0]","[7, 5, 3]",24,7 + 6 = ?,0,undefined,filler,8 + 4 = ?,False,,,3,There are four circles.,False,False,,903,"[0, 1]","[13, 7, 6]","[1, 0]",1,0,2504
"[12, 6, 6]",,,exh-only,1,"[0, 0, 0]",1,7.838883333333333,0,"[8, 0, 0]","[1, 2, 7]",24,6 + 8 = ?,0,undefined,filler,6 + 6 = ?,False,,,3,Some of the symbols are clubs.,False,False,,1295,"[0, 1]","[14, 6, 8]","[1, 0]",1,0,2840
"[9, 5, 4]",,,exh-only,0,"[0, 0, 0]",0,7.838883333333333,1,"[6, 0, 0]","[4, 7, 1]",24,6 + 8 = ?,1,undefined,filler,5 + 4 = ?,False,,,3,There are four hearts.,False,False,,871,"[1, 0]","[14, 6, 8]","[0, 1]",1,1,2880
"[5, 2, 9]",,,exh-only,0,"[0, 0, 0]",0,7.838883333333333,2,"[0, 0, 0]","[1, 5, 2]",24,There is a star.,0,undefined,filler,There is a square.,True,,,0,There is a club.,True,True,,910,"[1, 0]","[6, 1, 5]","[1, 0]",1,0,3200
"[9, 0, 9]",,,exh-only,0,"[6, 0, 0]",1,7.838883333333333,2,"[2, 0, 0]","[0, 3, 9]",24,6 + 2 = ?,0,undefined,filler,0 + 9 = ?,False,,,3,There is a diamond.,True,False,,1559,"[1, 0]","[8, 6, 2]","[1, 0]",1,0,3192
"[10, 5, 5]",,,exh-only,0,"[6, 0, 0]",0,7.838883333333333,2,"[8, 0, 0]","[0, 9, 6]",24,6 + 4 = ?,1,undefined,filler,5 + 5 = ?,False,,,3,There is a diamond.,False,False,,1504,"[1, 0]","[10, 6, 4]","[0, 1]",1,1,3312
,1,,,,,,12.012783333333333,,,,25,,,undefined,,,,"[0, 'Jessica']",Jessica,,,,,bot_check,,,,,,,
"[2, 5, 4]",,,exh-only,1,"[0, 0, 0]",0,12.012783333333333,2,"[0, 0, 0]","[7, 6, 9]",25,There is a square.,0,undefined,response,There is a tick.,True,,,1,There is a circle.,True,True,,2191,"[0, 1]","[5, 6, 2]","[1, 0]",0,1,5999
"[4, 3, 1]",,,exh-only,0,"[2, 0, 0]",1,12.012783333333333,2,"[8, 0, 0]","[5, 7, 8]",25,9 + 1 = ?,1,undefined,filler,3 + 1 = ?,True,,,3,There is a square.,True,True,,2375,"[1, 0]","[10, 9, 1]","[0, 1]",1,0,7887
"[5, 1, 0]",,,exh-only,1,"[0, 0, 0]",0,12.012783333333333,0,"[0, 0, 0]","[8, 0, 7]",25,Some of the symbols are squares.,0,undefined,filler,Some of the symbols are squares.,True,,,1,Some of the symbols are notes.,True,True,,8706,"[0, 1]","[5, 1, 3]","[1, 0]",1,1,14263
"[7, 1, 5]",,,exh-only,0,"[0, 0, 0]",1,12.012783333333333,0,"[0, 0, 0]","[6, 7, 0]",25,Some of the symbols are stars.,1,undefined,response,Some of the symbols are circles.,True,,,1,Some of the symbols are stars.,True,True,,2311,"[1, 0]","[6, 3, 1]","[0, 1]",0,0,8992
"[6, 9, 3]",,,exh-only,0,"[0, 0, 0]",0,12.012783333333333,2,"[0, 0, 0]","[7, 6, 8]",25,There is a circle.,0,undefined,response,There is a star.,True,,,0,There is a circle.,True,True,,2183,"[1, 0]","[7, 3, 5]","[1, 0]",0,0,6593
"[2, 0, 5]",,,exh-only,1,"[0, 0, 0]",1,12.012783333333333,1,"[0, 0, 0]","[5, 3, 0]",25,There are only four clubs.,1,undefined,response,There are only four ticks.,True,,,2,There are four squares.,True,True,,2175,"[0, 1]","[1, 6, 5]","[0, 1]",1,1,7984
"[4, 7, 2]",,,exh-only,1,"[0, 0, 0]",1,12.012783333333333,1,"[0, 0, 0]","[9, 3, 8]",25,There are four notes.,1,undefined,response,There are four hearts.,True,,,0,There are four triangles.,True,True,,3071,"[0, 1]","[8, 3, 0]","[0, 1]",0,1,12555
"[9, 3, 2]",,,exh-only,1,"[0, 0, 0]",0,12.012783333333333,2,"[0, 0, 0]","[5, 0, 4]",25,There is a heart.,0,undefined,filler,There is a triangle.,True,,,0,There is a square.,True,True,,2103,"[0, 1]","[4, 3, 7]","[1, 0]",1,1,6800
"[6, 7, 9]",,,exh-only,0,"[0, 0, 0]",1,12.012783333333333,1,"[0, 0, 0]","[1, 7, 4]",25,There are four stars.,1,undefined,response,There are four stars.,True,,,1,There are four clubs.,True,True,,1655,"[1, 0]","[6, 3, 0]","[0, 1]",0,0,5800
"[0, 9, 6]",,,exh-only,1,"[0, 0, 0]",0,12.012783333333333,1,"[0, 0, 0]","[1, 2, 6]",25,There are four triangles.,0,undefined,response,There are four diamonds.,True,,,1,There are four clubs.,True,True,,1767,"[0, 1]","[9, 4, 2]","[1, 0]",0,1,6288
"[1, 6, 7]",,,exh-only,0,"[0, 0, 0]",0,12.012783333333333,1,"[0, 0, 0]","[8, 5, 9]",25,There are four notes.,0,undefined,response,There are four clubs.,True,,,0,There are four notes.,True,True,,1925,"[1, 0]","[8, 0, 3]","[1, 0]",0,0,5464
"[3, 9, 0]",,,exh-only,1,"[0, 0, 0]",1,12.012783333333333,2,"[0, 0, 0]","[1, 3, 9]",25,There is only a triangle.,1,undefined,response,There is only a spade.,True,,,2,There is a club.,True,True,,5591,"[0, 1]","[9, 5, 4]","[0, 1]",0,1,9544
"[8, 0, 8]",,,exh-only,0,"[9, 0, 0]",0,12.012783333333333,2,"[6, 0, 0]","[1, 9, 6]",25,5 + 0 = ?,0,undefined,filler,0 + 8 = ?,False,,,3,There is a club.,False,True,,2430,"[1, 0]","[5, 5, 0]","[1, 0]",1,1,6471
"[9, 7, 3]",,,exh-only,0,"[0, 0, 0]",0,12.012783333333333,2,"[0, 0, 0]","[6, 1, 2]",25,There is only a heart.,0,undefined,response,There is only a triangle.,True,,,2,There is a star.,True,True,,2182,"[1, 0]","[4, 3, 0]","[1, 0]",0,0,5441
"[0, 1, 8]",,,exh-only,0,"[0, 0, 0]",0,12.012783333333333,1,"[0, 0, 0]","[2, 1, 3]",25,There are four circles.,0,undefined,response,There are four diamonds.,True,,,1,There are four ticks.,True,True,,2181,"[1, 0]","[7, 0, 3]","[1, 0]",0,0,5600
"[12, 4, 8]",,,exh-only,1,"[2, 0, 0]",0,12.012783333333333,0,"[2, 0, 0]","[3, 1, 9]",25,4 + 7 = ?,0,undefined,filler,4 + 8 = ?,True,,,3,Some of the symbols are spades.,True,True,,6929,"[0, 1]","[11, 4, 7]","[1, 0]",1,1,10242
"[5, 0, 5]",,,exh-only,1,"[6, 0, 0]",1,12.012783333333333,2,"[5, 0, 0]","[3, 7, 1]",25,4 + 0 = ?,1,undefined,filler,0 + 5 = ?,True,,,3,There is a spade.,True,True,,2535,"[0, 1]","[4, 4, 0]","[0, 1]",1,1,9320
"[7, 2, 1]",,,exh-only,1,"[0, 0, 0]",1,12.012783333333333,2,"[0, 0, 0]","[1, 8, 6]",25,There is a square.,1,undefined,response,There is a circle.,True,,,0,There is a club.,True,True,,2824,"[0, 1]","[5, 9, 8]","[0, 1]",0,1,6184
"[8, 1, 4]",,,exh-only,1,"[0, 0, 0]",0,12.012783333333333,1,"[0, 0, 0]","[6, 1, 0]",25,There are four circles.,0,undefined,filler,There are four notes.,True,,,1,There are four stars.,True,True,,1774,"[0, 1]","[7, 5, 0]","[1, 0]",1,1,4575
"[9, 1, 4]",,,exh-only,1,"[0, 0, 0]",1,12.012783333333333,2,"[0, 0, 0]","[5, 1, 7]",25,There is a spade.,1,undefined,filler,There is a triangle.,True,,,1,There is a square.,True,True,,1423,"[0, 1]","[3, 0, 7]","[0, 1]",1,1,4937
"[4, 9, 2]",,,exh-only,0,"[0, 0, 0]",1,12.012783333333333,0,"[0, 0, 0]","[1, 0, 6]",25,Some of the symbols are ticks.,1,undefined,filler,Some of the symbols are hearts.,True,,,0,Some of the symbols are clubs.,True,True,,2072,"[1, 0]","[2, 0, 7]","[0, 1]",1,0,10360
"[8, 5, 6]",,,exh-only,0,"[0, 0, 0]",0,12.012783333333333,0,"[0, 0, 0]","[0, 3, 6]",25,Only some of the symbols are triangles.,0,undefined,filler,Only some of the symbols are notes.,True,,,2,Some of the symbols are diamonds.,True,True,,2078,"[1, 0]","[9, 7, 8]","[1, 0]",1,0,8590
"[4, 9, 5]",,,exh-only,1,"[0, 0, 0]",1,12.012783333333333,1,"[0, 0, 0]","[1, 4, 8]",25,There are only four squares.,1,undefined,filler,There are only four hearts.,True,,,2,There are four clubs.,True,True,,2751,"[0, 1]","[5, 8, 4]","[0, 1]",1,1,7160
