btwncondition,correctPChoices,responseSentence,correctPTChoice,pOSentence,primeType,response,block_rt,slide_number,image,primeTShuffle,pTwrongAnswer,response_rt,pOChoice,responseSymbols,pOwrongAnswer,pTSymbols,audio,Answer.time_in_minutes,pOSymbols,primeStrength,primeOShuffle,pTChoice,goodPTChoice,Answer.condition,goodPOChoice,slide_type,pTSentence,responseChoice,trial_type,workerid,correctPOChoice
exh-only,True,Some of the symbols are stars.,True,Some of the symbols are clubs.,0,,6361,,,"[1, 0]","[0, 0, 0]",2145,1,"[6, 8, 9]","[0, 0, 0]","[3, 5, 9]",,9.78375,"[1, 2, 7]",1,"[0, 1]",0,0,undefined,1,,Some of the symbols are spades.,0,response,18,True
exh-only,True,There are four notes.,True,There are only four circles.,1,,4425,,,"[0, 1]","[0, 0, 0]",1424,0,"[8, 9, 4]","[0, 0, 0]","[5, 8, 1]",,9.78375,"[7, 6, 5]",2,"[1, 0]",1,1,undefined,0,,There are only four squares.,0,response,18,True
exh-only,True,There are four triangles.,True,There are four triangles.,1,,4358,,,"[0, 1]","[0, 0, 0]",2056,1,"[9, 4, 7]","[0, 0, 0]","[7, 4, 8]",,9.78375,"[9, 1, 4]",1,"[0, 1]",1,1,undefined,1,,There are four circles.,0,response,18,True
exh-only,False,Some of the symbols are spades.,False,8 + 7 = ?,0,,4215,,,"[1, 0]","[6, 0, 0]",1513,0,"[3, 7, 5]","[4, 0, 0]","[4, 4, 0]",,9.78375,"[15, 8, 7]",3,"[1, 0]",1,0,undefined,0,,4 + 0 = ?,0,response,18,True
exh-only,True,There are four stars.,True,There are only four stars.,1,,4615,,,"[0, 1]","[0, 0, 0]",1468,1,"[6, 0, 1]","[0, 0, 0]","[6, 9, 8]",,9.78375,"[6, 3, 9]",2,"[0, 1]",1,1,undefined,1,,There are only four stars.,0,response,18,True
exh-only,True,There are four clubs.,True,There are only four hearts.,1,,5392,,,"[1, 0]","[0, 0, 0]",3246,0,"[1, 3, 5]","[0, 0, 0]","[4, 1, 8]",,9.78375,"[4, 0, 2]",2,"[1, 0]",0,0,undefined,0,,There are only four hearts.,1,filler,18,True
exh-only,False,Some of the symbols are ticks.,False,7 + 2 = ?,0,,4497,,,"[0, 1]","[0, 0, 0]",1441,1,"[2, 5, 0]","[2, 0, 0]","[5, 1, 4]",,9.78375,"[9, 7, 2]",3,"[1, 0]",0,1,undefined,0,,1 + 4 = ?,1,filler,18,False
exh-only,True,Some of the symbols are ticks.,True,Only some of the symbols are hearts.,0,,4776,,,"[1, 0]","[0, 0, 0]",1320,0,"[2, 5, 0]","[0, 0, 0]","[8, 6, 3]",,9.78375,"[4, 7, 1]",2,"[1, 0]",0,0,undefined,0,,Only some of the symbols are notes.,1,filler,18,True
exh-only,False,There is a star.,False,8 + 7 = ?,2,,3369,,,"[1, 0]","[1, 0, 0]",1009,0,"[6, 5, 9]","[2, 0, 0]","[10, 4, 6]",,9.78375,"[15, 8, 7]",3,"[1, 0]",1,0,undefined,0,,4 + 6 = ?,0,response,18,True
exh-only,True,Some of the symbols are notes.,True,Some of the symbols are notes.,0,,4949,,,"[0, 1]","[0, 0, 0]",1926,1,"[8, 5, 4]","[0, 0, 0]","[7, 2, 1]",,9.78375,"[8, 9, 1]",1,"[0, 1]",1,1,undefined,1,,Some of the symbols are circles.,1,filler,18,True
exh-only,True,There is a square.,True,There is only a heart.,2,,4394,,,"[1, 0]","[0, 0, 0]",1453,1,"[5, 6, 1]","[0, 0, 0]","[0, 6, 3]",,9.78375,"[4, 2, 9]",2,"[0, 1]",0,0,undefined,1,,There is only a diamond.,1,filler,18,True
exh-only,True,Some of the symbols are notes.,True,Only some of the symbols are clubs.,0,,4639,,,"[0, 1]","[0, 0, 0]",1729,0,"[8, 7, 6]","[0, 0, 0]","[8, 6, 3]",,9.78375,"[1, 0, 9]",2,"[1, 0]",1,1,undefined,0,,Only some of the symbols are notes.,1,filler,18,True
exh-only,True,There is a note.,True,There is only a triangle.,2,,4256,,,"[1, 0]","[0, 0, 0]",1601,1,"[8, 2, 5]","[0, 0, 0]","[3, 8, 2]",,9.78375,"[9, 7, 5]",2,"[0, 1]",0,0,undefined,1,,There is only a spade.,1,filler,18,True
exh-only,True,There is a square.,True,There is a spade.,2,,4784,,,"[1, 0]","[0, 0, 0]",1982,0,"[5, 1, 6]","[0, 0, 0]","[8, 2, 4]",,9.78375,"[3, 8, 4]",1,"[1, 0]",0,0,undefined,0,,There is a note.,1,filler,18,True
exh-only,True,There is a heart.,True,There is only a circle.,2,,3560,,,"[1, 0]","[0, 0, 0]",1190,1,"[4, 6, 0]","[0, 0, 0]","[4, 2, 9]",,9.78375,"[7, 2, 4]",2,"[0, 1]",0,0,undefined,1,,There is only a heart.,0,response,18,True
exh-only,True,There are four diamonds.,True,There are four diamonds.,1,,3831,,,"[0, 1]","[0, 0, 0]",1388,0,"[0, 5, 6]","[0, 0, 0]","[3, 7, 9]",,9.78375,"[0, 5, 6]",0,"[1, 0]",1,1,undefined,0,,There are four spades.,0,response,18,True
,,,,,,"[0, 'Barbara']",,1,Barbara,,,,,,,,,14.3604,,,,,,undefined,,bot_check,,,,19,
exh-only,True,There are four spades.,True,There are four stars.,1,,29475,,,"[1, 0]","[0, 0, 0]",3134,0,"[3, 8, 7]","[0, 0, 0]","[9, 5, 1]",,14.3604,"[6, 2, 5]",1,"[1, 0]",0,0,undefined,0,,There are four triangles.,1,filler,19,True
exh-only,True,Some of the symbols are circles.,True,Some of the symbols are circles.,0,,8359,,,"[0, 1]","[0, 0, 0]",1774,1,"[7, 9, 6]","[0, 0, 0]","[0, 4, 9]",,14.3604,"[7, 6, 1]",1,"[0, 1]",1,1,undefined,1,,Some of the symbols are diamonds.,1,filler,19,True
exh-only,True,Some of the symbols are ticks.,True,Some of the symbols are notes.,0,,9528,,,"[0, 1]","[0, 0, 0]",1942,1,"[2, 7, 1]","[0, 0, 0]","[0, 9, 1]",,14.3604,"[8, 5, 3]",1,"[0, 1]",1,1,undefined,1,,Some of the symbols are diamonds.,1,response,19,True
exh-only,True,Some of the symbols are hearts.,True,Only some of the symbols are ticks.,0,,7208,,,"[1, 0]","[0, 0, 0]",1798,1,"[4, 5, 3]","[0, 0, 0]","[3, 8, 6]",,14.3604,"[2, 0, 9]",2,"[0, 1]",0,0,undefined,1,,Only some of the symbols are spades.,1,response,19,True
exh-only,False,There is a note.,True,8 + 3 = ?,2,,4440,,,"[0, 1]","[5, 0, 0]",1567,0,"[8, 0, 9]","[9, 0, 0]","[0, 0, 0]",,14.3604,"[11, 8, 3]",3,"[0, 1]",1,1,undefined,1,,0 + 0 = ?,0,response,19,False
exh-only,False,There are four clubs.,False,7 + 2 = ?,1,,4000,,,"[1, 0]","[7, 0, 0]",1798,0,"[1, 0, 6]","[10, 0, 0]","[9, 0, 9]",,14.3604,"[9, 7, 2]",3,"[1, 0]",1,0,undefined,0,,0 + 9 = ?,1,response,19,True
exh-only,True,There is a diamond.,True,There is a tick.,2,,4295,,,"[1, 0]","[0, 0, 0]",1917,1,"[0, 6, 1]","[0, 0, 0]","[2, 8, 1]",,14.3604,"[2, 4, 1]",0,"[0, 1]",0,0,undefined,1,,There is a tick.,1,filler,19,True
exh-only,False,There are four triangles.,True,0 + 1 = ?,1,,3143,,,"[0, 1]","[0, 0, 0]",1173,0,"[9, 7, 5]","[3, 0, 0]","[3, 0, 3]",,14.3604,"[1, 0, 1]",3,"[0, 1]",1,1,undefined,1,,0 + 3 = ?,1,filler,19,False
exh-only,True,Some of the symbols are notes.,True,Some of the symbols are ticks.,0,,8983,,,"[1, 0]","[0, 0, 0]",2525,1,"[8, 2, 9]","[0, 0, 0]","[7, 9, 2]",,14.3604,"[2, 7, 1]",0,"[0, 1]",0,0,undefined,1,,Some of the symbols are circles.,1,response,19,True
exh-only,True,There is a star.,True,There is a note.,2,,7040,,,"[0, 1]","[0, 0, 0]",2543,1,"[6, 4, 5]","[0, 0, 0]","[1, 3, 6]",,14.3604,"[8, 2, 0]",1,"[0, 1]",1,1,undefined,1,,There is a club.,0,response,19,True
exh-only,True,There are four triangles.,True,There are four circles.,1,,7023,,,"[1, 0]","[0, 0, 0]",1326,1,"[9, 7, 4]","[0, 0, 0]","[5, 1, 8]",,14.3604,"[7, 1, 8]",0,"[0, 1]",0,0,undefined,1,,There are four squares.,1,filler,19,True
exh-only,True,Some of the symbols are notes.,True,Only some of the symbols are circles.,0,,6529,,,"[0, 1]","[0, 0, 0]",1760,0,"[8, 7, 5]","[0, 0, 0]","[4, 6, 7]",,14.3604,"[7, 4, 9]",2,"[1, 0]",1,1,undefined,0,,Only some of the symbols are hearts.,1,filler,19,True
exh-only,True,There is a square.,True,8 + 5 = ?,2,,4998,,,"[0, 1]","[1, 0, 0]",2238,0,"[5, 7, 0]","[2, 0, 0]","[15, 9, 6]",,14.3604,"[13, 8, 5]",3,"[1, 0]",1,1,undefined,0,,9 + 6 = ?,1,filler,19,True
exh-only,True,Some of the symbols are ticks.,True,Some of the symbols are triangles.,0,,5096,,,"[0, 1]","[0, 0, 0]",1610,0,"[2, 5, 3]","[0, 0, 0]","[7, 1, 8]",,14.3604,"[9, 8, 7]",0,"[1, 0]",1,1,undefined,0,,Some of the symbols are circles.,1,filler,19,True
exh-only,True,There are four clubs.,True,There are only four triangles.,1,,5824,,,"[1, 0]","[0, 0, 0]",2286,0,"[1, 0, 3]","[0, 0, 0]","[4, 2, 5]",,14.3604,"[9, 0, 3]",2,"[1, 0]",0,0,undefined,0,,There are only four hearts.,1,filler,19,True
exh-only,True,There is a heart.,True,There is only a triangle.,2,,5616,,,"[1, 0]","[0, 0, 0]",2703,1,"[4, 1, 3]","[0, 0, 0]","[6, 4, 3]",,14.3604,"[9, 1, 5]",2,"[0, 1]",0,0,undefined,1,,There is only a star.,0,response,19,True
exh-only,False,There are four clubs.,True,5 + 5 = ?,1,,3064,,,"[1, 0]","[7, 0, 0]",1070,1,"[1, 3, 4]","[6, 0, 0]","[11, 6, 5]",,14.3604,"[10, 5, 5]",3,"[1, 0]",0,0,undefined,0,,6 + 5 = ?,1,filler,19,False
exh-only,True,There is a triangle.,True,There is a club.,2,,3674,,,"[0, 1]","[0, 0, 0]",1201,1,"[9, 7, 6]","[0, 0, 0]","[5, 4, 0]",,14.3604,"[1, 7, 2]",1,"[0, 1]",1,1,undefined,1,,There is a square.,1,filler,19,True
exh-only,False,There are four clubs.,False,3 + 2 = ?,1,,3878,,,"[0, 1]","[6, 0, 0]",1963,1,"[1, 9, 5]","[0, 0, 0]","[14, 5, 9]",,14.3604,"[5, 3, 2]",3,"[0, 1]",0,1,undefined,1,,5 + 9 = ?,1,response,19,True
exh-only,True,There are four spades.,True,There are only four circles.,1,,4239,,,"[1, 0]","[0, 0, 0]",1165,0,"[3, 0, 7]","[0, 0, 0]","[6, 3, 8]",,14.3604,"[7, 4, 5]",2,"[1, 0]",0,0,undefined,0,,There are only four stars.,1,filler,19,True
exh-only,False,Some of the symbols are notes.,True,2 + 3 = ?,0,,3752,,,"[1, 0]","[7, 0, 0]",1829,1,"[8, 1, 6]","[8, 0, 0]","[14, 7, 7]",,14.3604,"[5, 2, 3]",3,"[1, 0]",0,0,undefined,0,,7 + 7 = ?,1,filler,19,False
exh-only,True,Some of the symbols are hearts.,True,Only some of the symbols are hearts.,0,,5615,,,"[0, 1]","[0, 0, 0]",1959,0,"[4, 1, 7]","[0, 0, 0]","[1, 7, 9]",,14.3604,"[4, 8, 1]",2,"[1, 0]",1,1,undefined,0,,Only some of the symbols are clubs.,1,response,19,True
exh-only,False,There is a heart.,False,9 + 0 = ?,2,,3535,,,"[0, 1]","[8, 0, 0]",1190,0,"[4, 8, 5]","[9, 0, 0]","[4, 3, 1]",,14.3604,"[9, 9, 0]",3,"[0, 1]",0,1,undefined,1,,3 + 1 = ?,1,filler,19,False
exh-only,True,There is a diamond.,True,There is only a triangle.,2,,3664,,,"[1, 0]","[0, 0, 0]",1357,1,"[0, 7, 4]","[0, 0, 0]","[2, 0, 6]",,14.3604,"[9, 7, 0]",2,"[0, 1]",0,0,undefined,1,,There is only a tick.,1,filler,19,True
exh-only,True,There are four stars.,True,There are four clubs.,1,,3703,,,"[1, 0]","[0, 0, 0]",1094,1,"[6, 9, 8]","[0, 0, 0]","[1, 6, 5]",,14.3604,"[1, 4, 7]",0,"[0, 1]",0,0,undefined,1,,There are four clubs.,1,filler,19,True
exh-only,True,There are four clubs.,True,There are four diamonds.,1,,4072,,,"[0, 1]","[0, 0, 0]",1518,0,"[1, 7, 5]","[0, 0, 0]","[3, 1, 8]",,14.3604,"[0, 5, 8]",1,"[1, 0]",1,1,undefined,0,,There are four spades.,1,response,19,True
exh-only,True,Some of the symbols are circles.,True,6 + 8 = ?,0,,3256,,,"[0, 1]","[9, 0, 0]",1269,0,"[7, 2, 1]","[6, 0, 0]","[13, 5, 8]",,14.3604,"[14, 6, 8]",3,"[1, 0]",1,1,undefined,0,,5 + 8 = ?,1,response,19,True
exh-only,True,There is a spade.,True,There is a heart.,2,,3903,,,"[0, 1]","[0, 0, 0]",1287,1,"[3, 5, 2]","[0, 0, 0]","[8, 6, 0]",,14.3604,"[4, 2, 6]",0,"[0, 1]",1,1,undefined,1,,There is a note.,0,response,19,True
exh-only,True,There are four triangles.,True,There are only four clubs.,1,,4081,,,"[1, 0]","[0, 0, 0]",975,0,"[9, 7, 4]","[0, 0, 0]","[6, 5, 1]",,14.3604,"[1, 3, 5]",2,"[1, 0]",0,0,undefined,0,,There are only four stars.,1,filler,19,True
exh-only,True,There is a circle.,True,There is a heart.,2,,3278,,,"[1, 0]","[0, 0, 0]",1061,1,"[7, 2, 3]","[0, 0, 0]","[7, 0, 5]",,14.3604,"[4, 2, 7]",0,"[0, 1]",0,0,undefined,1,,There is a circle.,0,response,19,True
exh-only,True,There are four triangles.,True,There are four clubs.,1,,4735,,,"[0, 1]","[0, 0, 0]",1806,0,"[9, 1, 0]","[0, 0, 0]","[3, 4, 0]",,14.3604,"[1, 6, 9]",0,"[1, 0]",1,1,undefined,0,,There are four spades.,1,response,19,True
exh-only,True,There is a tick.,True,There is a heart.,2,,3559,,,"[1, 0]","[0, 0, 0]",1462,0,"[2, 1, 0]","[0, 0, 0]","[3, 6, 7]",,14.3604,"[4, 5, 2]",1,"[1, 0]",0,0,undefined,0,,There is a spade.,1,filler,19,True
exh-only,True,There is a tick.,True,There is a note.,2,,3103,,,"[1, 0]","[0, 0, 0]",990,0,"[2, 1, 4]","[0, 0, 0]","[0, 4, 1]",,14.3604,"[8, 3, 2]",1,"[1, 0]",0,0,undefined,0,,There is a diamond.,0,response,19,True
exh-only,False,There is a circle.,False,3 + 9 = ?,2,,4256,,,"[0, 1]","[8, 0, 0]",2190,1,"[7, 8, 0]","[8, 0, 0]","[10, 5, 5]",,14.3604,"[12, 3, 9]",3,"[0, 1]",0,1,undefined,1,,5 + 5 = ?,0,response,19,True
exh-only,True,Some of the symbols are ticks.,True,Some of the symbols are notes.,0,,5344,,,"[0, 1]","[0, 0, 0]",1558,0,"[2, 7, 9]","[0, 0, 0]","[8, 7, 5]",,14.3604,"[8, 3, 2]",0,"[1, 0]",1,1,undefined,0,,Some of the symbols are notes.,1,filler,19,True
exh-only,True,There is a heart.,True,There is a note.,2,,3327,,,"[1, 0]","[0, 0, 0]",1091,0,"[4, 2, 8]","[0, 0, 0]","[0, 9, 4]",,14.3604,"[8, 6, 5]",1,"[1, 0]",0,0,undefined,0,,There is a diamond.,0,response,19,True
exh-only,True,Some of the symbols are squares.,True,Some of the symbols are spades.,0,,5968,,,"[0, 1]","[0, 0, 0]",1822,0,"[5, 7, 1]","[0, 0, 0]","[8, 2, 6]",,14.3604,"[3, 0, 7]",1,"[1, 0]",1,1,undefined,0,,Some of the symbols are notes.,1,response,19,True
exh-only,True,Some of the symbols are hearts.,True,Some of the symbols are ticks.,0,,4375,,,"[1, 0]","[0, 0, 0]",1198,0,"[4, 5, 8]","[0, 0, 0]","[6, 7, 9]",,14.3604,"[2, 5, 4]",1,"[1, 0]",0,0,undefined,0,,Some of the symbols are stars.,1,response,19,True
exh-only,True,Some of the symbols are ticks.,True,Some of the symbols are clubs.,0,,4503,,,"[1, 0]","[0, 0, 0]",1237,0,"[2, 0, 6]","[0, 0, 0]","[2, 8, 9]",,14.3604,"[1, 7, 3]",0,"[1, 0]",0,0,undefined,0,,Some of the symbols are ticks.,1,filler,19,True
exh-only,True,Some of the symbols are spades.,True,Some of the symbols are circles.,0,,5704,,,"[1, 0]","[0, 0, 0]",1695,1,"[3, 5, 2]","[0, 0, 0]","[7, 5, 1]",,14.3604,"[7, 9, 3]",0,"[0, 1]",0,0,undefined,1,,Some of the symbols are circles.,1,response,19,True
exh-only,True,Some of the symbols are diamonds.,True,Some of the symbols are diamonds.,0,,4775,,,"[0, 1]","[0, 0, 0]",1622,0,"[0, 6, 5]","[0, 0, 0]","[2, 1, 5]",,14.3604,"[0, 4, 9]",1,"[1, 0]",1,1,undefined,0,,Some of the symbols are ticks.,1,filler,19,True
exh-only,True,Some of the symbols are stars.,True,Some of the symbols are diamonds.,0,,4201,,,"[1, 0]","[0, 0, 0]",1174,1,"[6, 1, 3]","[0, 0, 0]","[4, 5, 2]",,14.3604,"[0, 4, 9]",0,"[0, 1]",0,0,undefined,1,,Some of the symbols are hearts.,1,filler,19,True
exh-only,True,Some of the symbols are ticks.,True,Only some of the symbols are clubs.,0,,5871,,,"[0, 1]","[0, 0, 0]",2278,0,"[2, 1, 6]","[0, 0, 0]","[8, 7, 5]",,14.3604,"[1, 2, 3]",2,"[1, 0]",1,1,undefined,0,,Only some of the symbols are notes.,1,response,19,True
exh-only,True,There are four clubs.,True,There are four notes.,1,,3047,,,"[1, 0]","[0, 0, 0]",1006,0,"[1, 9, 6]","[0, 0, 0]","[2, 7, 3]",,14.3604,"[8, 6, 2]",1,"[1, 0]",0,0,undefined,0,,There are four ticks.,1,filler,19,True
exh-only,True,There is a circle.,True,There is only a heart.,2,,3864,,,"[0, 1]","[0, 0, 0]",1374,0,"[7, 0, 1]","[0, 0, 0]","[3, 5, 4]",,14.3604,"[4, 1, 7]",2,"[1, 0]",1,1,undefined,0,,There is only a spade.,0,response,19,True
exh-only,False,Some of the symbols are spades.,False,1 + 8 = ?,0,,3040,,,"[0, 1]","[0, 0, 0]",1190,1,"[3, 2, 0]","[4, 0, 0]","[3, 3, 0]",,14.3604,"[9, 1, 8]",3,"[0, 1]",0,1,undefined,1,,3 + 0 = ?,1,response,19,True
exh-only,True,There is a spade.,True,There is a square.,2,,3888,,,"[0, 1]","[0, 0, 0]",1382,0,"[3, 0, 1]","[0, 0, 0]","[9, 7, 2]",,14.3604,"[5, 8, 4]",0,"[1, 0]",1,1,undefined,0,,There is a triangle.,0,response,19,True
exh-only,True,There is a heart.,True,There is only a circle.,2,,3576,,,"[0, 1]","[0, 0, 0]",1517,1,"[4, 5, 8]","[0, 0, 0]","[1, 2, 8]",,14.3604,"[7, 9, 6]",2,"[0, 1]",1,1,undefined,1,,There is only a club.,1,filler,19,True
exh-only,True,There is a circle.,True,There is only a circle.,2,,3440,,,"[0, 1]","[0, 0, 0]",1054,0,"[7, 0, 5]","[0, 0, 0]","[1, 6, 0]",,14.3604,"[7, 6, 1]",2,"[1, 0]",1,1,undefined,0,,There is only a club.,0,response,19,True
exh-only,True,There are four triangles.,True,There are four hearts.,1,,3841,,,"[1, 0]","[0, 0, 0]",1715,0,"[9, 0, 6]","[0, 0, 0]","[4, 6, 9]",,14.3604,"[4, 1, 2]",0,"[1, 0]",0,0,undefined,0,,There are four hearts.,0,response,19,True
exh-only,True,There is a diamond.,True,There is only a club.,2,,4847,,,"[0, 1]","[0, 0, 0]",1150,1,"[0, 3, 5]","[0, 0, 0]","[5, 8, 6]",,14.3604,"[1, 3, 0]",2,"[0, 1]",1,1,undefined,1,,There is only a square.,1,filler,19,True
exh-only,True,There are four hearts.,True,There are four spades.,1,,3760,,,"[1, 0]","[0, 0, 0]",934,1,"[4, 3, 5]","[0, 0, 0]","[8, 2, 9]",,14.3604,"[3, 5, 6]",1,"[0, 1]",0,0,undefined,1,,There are four notes.,1,filler,19,True
exh-only,False,Some of the symbols are ticks.,False,1 + 9 = ?,0,,3584,,,"[1, 0]","[4, 0, 0]",1213,0,"[2, 6, 1]","[6, 0, 0]","[4, 3, 1]",,14.3604,"[10, 1, 9]",3,"[0, 1]",1,0,undefined,1,,3 + 1 = ?,1,filler,19,False
exh-only,True,There are four ticks.,True,There are four clubs.,1,,3441,,,"[0, 1]","[0, 0, 0]",1103,0,"[2, 7, 4]","[0, 0, 0]","[1, 8, 7]",,14.3604,"[1, 9, 2]",1,"[1, 0]",1,1,undefined,0,,There are four clubs.,1,filler,19,True
exh-only,True,Some of the symbols are notes.,True,Some of the symbols are stars.,0,,5446,,,"[1, 0]","[0, 0, 0]",1117,1,"[8, 5, 1]","[0, 0, 0]","[4, 0, 9]",,14.3604,"[6, 4, 5]",1,"[0, 1]",0,0,undefined,1,,Some of the symbols are hearts.,1,filler,19,True
exh-only,True,There are four diamonds.,True,There are four squares.,1,,4080,,,"[1, 0]","[0, 0, 0]",1302,1,"[0, 2, 5]","[0, 0, 0]","[0, 2, 6]",,14.3604,"[5, 0, 7]",0,"[0, 1]",0,0,undefined,1,,There are four diamonds.,1,filler,19,True
exh-only,True,There is a spade.,True,There is a star.,2,,3519,,,"[1, 0]","[0, 0, 0]",1180,1,"[3, 0, 1]","[0, 0, 0]","[1, 7, 9]",,14.3604,"[6, 3, 7]",0,"[0, 1]",0,0,undefined,1,,There is a club.,1,filler,19,True
exh-only,True,Some of the symbols are hearts.,True,Only some of the symbols are clubs.,0,,5824,,,"[1, 0]","[0, 0, 0]",1372,1,"[4, 2, 0]","[0, 0, 0]","[6, 4, 2]",,14.3604,"[1, 6, 5]",2,"[0, 1]",0,0,undefined,1,,Only some of the symbols are stars.,1,response,19,True
exh-only,False,There are four spades.,True,1 + 4 = ?,1,,3384,,,"[1, 0]","[5, 0, 0]",1382,1,"[3, 2, 8]","[2, 0, 0]","[16, 7, 9]",,14.3604,"[5, 1, 4]",3,"[1, 0]",0,0,undefined,0,,7 + 9 = ?,1,response,19,False
exh-only,True,There are four hearts.,True,There are only four hearts.,1,,3856,,,"[1, 0]","[0, 0, 0]",1239,1,"[4, 0, 1]","[0, 0, 0]","[0, 4, 3]",,14.3604,"[4, 9, 7]",2,"[0, 1]",0,0,undefined,1,,There are only four diamonds.,1,response,19,True
exh-only,True,There is a club.,True,There is a note.,2,,3190,,,"[0, 1]","[0, 0, 0]",1078,1,"[1, 8, 4]","[0, 0, 0]","[1, 2, 3]",,14.3604,"[8, 5, 2]",1,"[0, 1]",1,1,undefined,1,,There is a club.,1,filler,19,True
exh-only,True,Some of the symbols are spades.,True,Only some of the symbols are diamonds.,0,,3681,,,"[0, 1]","[0, 0, 0]",1127,0,"[3, 4, 7]","[0, 0, 0]","[1, 0, 4]",,14.3604,"[0, 9, 2]",2,"[1, 0]",1,1,undefined,0,,Only some of the symbols are clubs.,1,filler,19,True
exh-only,True,There are four hearts.,True,There are four spades.,1,,3086,,,"[0, 1]","[0, 0, 0]",1075,0,"[4, 7, 6]","[0, 0, 0]","[6, 0, 7]",,14.3604,"[3, 0, 1]",0,"[1, 0]",1,1,undefined,0,,There are four stars.,0,response,19,True
exh-only,True,There are four circles.,True,There are four stars.,1,,3999,,,"[1, 0]","[0, 0, 0]",1246,0,"[7, 9, 5]","[0, 0, 0]","[0, 7, 6]",,14.3604,"[6, 5, 3]",1,"[1, 0]",0,0,undefined,0,,There are four diamonds.,1,response,19,True
exh-only,True,There are four diamonds.,True,There are only four notes.,1,,3111,,,"[0, 1]","[0, 0, 0]",982,0,"[0, 2, 6]","[0, 0, 0]","[2, 6, 9]",,14.3604,"[8, 6, 9]",2,"[1, 0]",1,1,undefined,0,,There are only four ticks.,1,filler,19,True
exh-only,True,Some of the symbols are hearts.,True,Only some of the symbols are diamonds.,0,,3911,,,"[0, 1]","[0, 0, 0]",1062,0,"[4, 1, 7]","[0, 0, 0]","[1, 5, 3]",,14.3604,"[0, 8, 5]",2,"[1, 0]",1,1,undefined,0,,Only some of the symbols are clubs.,1,filler,19,True
exh-only,False,Some of the symbols are hearts.,True,4 + 0 = ?,0,,2979,,,"[0, 1]","[3, 0, 0]",1057,0,"[4, 2, 9]","[2, 0, 0]","[14, 5, 9]",,14.3604,"[4, 4, 0]",3,"[0, 1]",1,1,undefined,1,,5 + 9 = ?,1,response,19,False
exh-only,False,There is a heart.,False,7 + 1 = ?,2,,2883,,,"[0, 1]","[2, 0, 0]",1142,1,"[4, 9, 1]","[2, 0, 0]","[12, 7, 5]",,14.3604,"[8, 7, 1]",3,"[0, 1]",0,1,undefined,1,,7 + 5 = ?,1,filler,19,True
exh-only,True,There are four squares.,True,There are only four hearts.,1,,3279,,,"[1, 0]","[0, 0, 0]",902,0,"[5, 3, 7]","[0, 0, 0]","[1, 5, 8]",,14.3604,"[4, 8, 0]",2,"[1, 0]",0,0,undefined,0,,There are only four clubs.,1,response,19,True
exh-only,False,There are four triangles.,True,6 + 8 = ?,1,,3152,,,"[1, 0]","[4, 0, 0]",1278,1,"[9, 5, 3]","[5, 0, 0]","[15, 8, 7]",,14.3604,"[14, 6, 8]",3,"[1, 0]",0,0,undefined,0,,8 + 7 = ?,1,filler,19,False
exh-only,True,There is a star.,True,There is a spade.,2,,2856,,,"[0, 1]","[0, 0, 0]",974,0,"[6, 7, 2]","[0, 0, 0]","[2, 8, 5]",,14.3604,"[3, 4, 7]",1,"[1, 0]",1,1,undefined,0,,There is a tick.,1,filler,19,True
exh-only,True,There is a diamond.,True,There is a circle.,2,,2728,,,"[1, 0]","[0, 0, 0]",1054,1,"[0, 8, 2]","[0, 0, 0]","[0, 3, 2]",,14.3604,"[7, 8, 1]",1,"[0, 1]",0,0,undefined,1,,There is a diamond.,1,response,19,True
exh-only,True,There are four squares.,True,There are four squares.,1,,4921,,,"[0, 1]","[0, 0, 0]",1391,1,"[5, 0, 8]","[0, 0, 0]","[2, 6, 3]",,14.3604,"[5, 1, 3]",0,"[0, 1]",1,1,undefined,1,,There are four ticks.,1,response,19,True
exh-only,False,There is a club.,True,2 + 0 = ?,2,,3759,,,"[1, 0]","[4, 0, 0]",2046,1,"[1, 4, 6]","[6, 0, 0]","[12, 3, 9]",,14.3604,"[2, 2, 0]",3,"[1, 0]",0,0,undefined,0,,3 + 9 = ?,0,response,19,False
exh-only,True,There is a tick.,True,There is only a heart.,2,,4304,,,"[1, 0]","[0, 0, 0]",1020,1,"[2, 3, 9]","[0, 0, 0]","[7, 1, 3]",,14.3604,"[4, 0, 6]",2,"[0, 1]",0,0,undefined,1,,There is only a circle.,1,filler,19,True
exh-only,True,Some of the symbols are hearts.,True,Some of the symbols are triangles.,0,,3640,,,"[1, 0]","[0, 0, 0]",1246,0,"[4, 5, 1]","[0, 0, 0]","[1, 6, 2]",,14.3604,"[9, 1, 4]",0,"[1, 0]",0,0,undefined,0,,Some of the symbols are clubs.,0,response,19,True
exh-only,True,Some of the symbols are ticks.,True,Some of the symbols are spades.,0,,5400,,,"[1, 0]","[0, 0, 0]",1239,0,"[2, 3, 7]","[0, 0, 0]","[0, 2, 1]",,14.3604,"[3, 0, 6]",1,"[1, 0]",0,0,undefined,0,,Some of the symbols are diamonds.,1,response,19,True
exh-only,True,There is a tick.,True,There is a club.,2,,5440,,,"[0, 1]","[0, 0, 0]",3349,1,"[2, 3, 6]","[0, 0, 0]","[2, 3, 7]",,14.3604,"[1, 2, 7]",0,"[0, 1]",1,1,undefined,1,,There is a tick.,0,response,19,True
