image,primeOShuffle,btwncondition,audio,goodPTChoice,pOwrongAnswer,responseChoice,correctPTChoice,primeTShuffle,pTChoice,correctPChoices,Answer.condition,response_rt,pOChoice,Answer.time_in_minutes,pTSymbols,goodPOChoice,pOSentence,responseSentence,primeStrength,pTwrongAnswer,slide_number,correctPOChoice,trial_type,slide_type,response,primeType,pOSymbols,workerid,responseSymbols,block_rt,pTSentence
,"[1, 0]",exh-only,,1,"[8, 0, 0]",1,True,"[0, 1]",1,True,undefined,20810,0,25.228466666666666,"[3, 3, 0]",0,6 + 4 = ?,Some of the symbols are spades.,3,"[4, 0, 0]",,True,filler,,,0,"[10, 6, 4]",22,"[3, 2, 7]",33790,3 + 0 = ?
,"[0, 1]",exh-only,,0,"[0, 0, 0]",0,True,"[1, 0]",0,True,undefined,3811,1,25.228466666666666,"[6, 2, 4]",1,There is only a club.,There is a circle.,2,"[0, 0, 0]",,True,response,,,2,"[1, 5, 4]",22,"[7, 2, 6]",13407,There is only a star.
,"[1, 0]",exh-only,,0,"[0, 0, 0]",1,True,"[1, 0]",0,True,undefined,4688,0,25.228466666666666,"[2, 0, 3]",0,Some of the symbols are stars.,Some of the symbols are diamonds.,0,"[0, 0, 0]",,True,filler,,,0,"[6, 1, 7]",22,"[0, 6, 1]",12641,Some of the symbols are ticks.
,"[0, 1]",exh-only,,0,"[0, 0, 0]",0,True,"[1, 0]",0,True,undefined,7215,1,25.228466666666666,"[2, 6, 1]",1,There is a star.,There is a square.,0,"[0, 0, 0]",,True,response,,,2,"[6, 1, 2]",22,"[5, 0, 9]",14196,There is a tick.
,"[0, 1]",exh-only,,0,"[2, 0, 0]",0,True,"[1, 0]",0,True,undefined,3443,1,25.228466666666666,"[11, 5, 6]",1,0 + 1 = ?,There is a tick.,3,"[2, 0, 0]",,True,response,,,2,"[1, 0, 1]",22,"[2, 4, 9]",21007,5 + 6 = ?
,"[1, 0]",exh-only,,1,"[0, 0, 0]",1,True,"[0, 1]",1,True,undefined,4449,0,25.228466666666666,"[9, 0, 4]",0,There is a square.,There is a square.,1,"[0, 0, 0]",,True,filler,,,2,"[5, 7, 6]",22,"[5, 0, 9]",11520,There is a triangle.
,"[0, 1]",exh-only,,1,"[0, 0, 0]",0,False,"[0, 1]",0,False,undefined,17609,0,25.228466666666666,"[4, 7, 2]",1,Some of the symbols are hearts.,Some of the symbols are stars.,1,"[0, 0, 0]",,False,response,,,0,"[4, 8, 2]",22,"[6, 5, 0]",98481,Some of the symbols are hearts.
,"[0, 1]",exh-only,,0,"[0, 0, 0]",1,True,"[1, 0]",0,True,undefined,2961,1,25.228466666666666,"[0, 6, 2]",1,There are only four circles.,There are four circles.,2,"[0, 0, 0]",,True,response,,,1,"[7, 3, 2]",22,"[7, 2, 8]",8764,There are only four diamonds.
,"[1, 0]",exh-only,,1,"[0, 0, 0]",1,True,"[0, 1]",1,True,undefined,3416,0,25.228466666666666,"[1, 0, 9]",0,There is a heart.,There is a star.,0,"[0, 0, 0]",,True,filler,,,2,"[4, 1, 7]",22,"[6, 0, 2]",9689,There is a club.
,"[1, 0]",exh-only,,0,"[0, 0, 0]",1,False,"[1, 0]",1,False,undefined,2851,1,25.228466666666666,"[8, 0, 3]",0,Some of the symbols are spades.,Some of the symbols are ticks.,1,"[0, 0, 0]",,False,filler,,,0,"[3, 8, 4]",22,"[2, 6, 1]",15811,Some of the symbols are notes.
,"[1, 0]",exh-only,,0,"[0, 0, 0]",0,True,"[1, 0]",0,True,undefined,3219,0,25.228466666666666,"[9, 5, 6]",0,There is a note.,There is a triangle.,1,"[0, 0, 0]",,True,response,,,2,"[8, 4, 1]",22,"[9, 7, 1]",13268,There is a triangle.
,"[0, 1]",exh-only,,1,"[0, 0, 0]",1,False,"[0, 1]",0,False,undefined,3570,0,25.228466666666666,"[4, 0, 3]",1,Some of the symbols are notes.,Some of the symbols are triangles.,1,"[0, 0, 0]",,False,filler,,,0,"[8, 0, 2]",22,"[9, 5, 2]",11137,Some of the symbols are hearts.
,"[1, 0]",exh-only,,1,"[0, 0, 0]",1,True,"[0, 1]",1,False,undefined,4412,1,25.228466666666666,"[6, 7, 8]",0,Only some of the symbols are circles.,Some of the symbols are hearts.,2,"[0, 0, 0]",,False,filler,,,0,"[7, 4, 1]",22,"[4, 0, 2]",20247,Only some of the symbols are stars.
,"[1, 0]",exh-only,,0,"[7, 0, 0]",0,False,"[1, 0]",1,False,undefined,2738,0,25.228466666666666,"[11, 5, 6]",0,2 + 9 = ?,There is a triangle.,3,"[4, 0, 0]",,True,response,,,2,"[11, 2, 9]",22,"[9, 0, 5]",8674,5 + 6 = ?
,"[1, 0]",exh-only,,1,"[0, 0, 0]",1,True,"[0, 1]",1,True,undefined,3893,0,25.228466666666666,"[2, 6, 9]",0,There are four circles.,There are four ticks.,1,"[0, 0, 0]",,True,response,,,1,"[7, 6, 5]",22,"[2, 4, 0]",10619,There are four ticks.
,"[0, 1]",exh-only,,1,"[2, 0, 0]",1,False,"[0, 1]",0,False,undefined,2177,1,25.228466666666666,"[6, 2, 4]",1,7 + 3 = ?,There are four stars.,3,"[7, 0, 0]",,True,response,,,1,"[10, 7, 3]",22,"[6, 3, 5]",7840,2 + 4 = ?
,"[0, 1]",exh-only,,0,"[0, 0, 0]",1,True,"[1, 0]",0,True,undefined,3598,1,25.228466666666666,"[9, 5, 1]",1,There are four diamonds.,There are four clubs.,1,"[0, 0, 0]",,True,response,,,1,"[0, 5, 3]",22,"[1, 2, 0]",8640,There are four triangles.
,"[0, 1]",exh-only,,0,"[0, 0, 0]",1,True,"[1, 0]",0,True,undefined,2828,1,25.228466666666666,"[3, 6, 7]",1,There are four spades.,There are four circles.,0,"[0, 0, 0]",,True,filler,,,1,"[3, 1, 0]",22,"[7, 3, 4]",19545,There are four spades.
,"[0, 1]",exh-only,,1,"[0, 0, 0]",1,True,"[0, 1]",1,True,undefined,3389,1,25.228466666666666,"[3, 4, 0]",1,There are only four hearts.,There are four clubs.,2,"[0, 0, 0]",,True,response,,,1,"[4, 3, 5]",22,"[1, 9, 7]",9187,There are only four spades.
,"[0, 1]",exh-only,,0,"[0, 0, 0]",1,True,"[1, 0]",0,True,undefined,5914,1,25.228466666666666,"[9, 6, 8]",1,There are four triangles.,There are four circles.,0,"[0, 0, 0]",,True,response,,,1,"[9, 5, 8]",22,"[7, 9, 1]",12170,There are four triangles.
,"[0, 1]",exh-only,,0,"[0, 0, 0]",1,True,"[1, 0]",0,True,undefined,5034,1,25.228466666666666,"[3, 6, 9]",1,There are only four diamonds.,There are four clubs.,2,"[0, 0, 0]",,True,filler,,,1,"[0, 9, 3]",22,"[1, 2, 4]",45362,There are only four spades.
,"[0, 1]",exh-only,,1,"[0, 0, 0]",1,True,"[0, 1]",1,True,undefined,5319,1,25.228466666666666,"[0, 8, 6]",1,There is only a spade.,There is a note.,2,"[0, 0, 0]",,True,filler,,,2,"[3, 2, 7]",22,"[8, 1, 5]",11096,There is only a diamond.
,"[1, 0]",exh-only,,1,"[2, 0, 0]",0,False,"[0, 1]",0,False,undefined,2278,1,25.228466666666666,"[4, 3, 1]",0,2 + 2 = ?,There is a star.,3,"[2, 0, 0]",,False,response,,,2,"[4, 2, 2]",22,"[6, 0, 4]",6962,3 + 1 = ?
,"[1, 0]",exh-only,,0,"[6, 0, 0]",1,True,"[1, 0]",0,False,undefined,2972,1,25.228466666666666,"[6, 1, 5]",0,0 + 8 = ?,There are four squares.,3,"[4, 0, 0]",,False,response,,,1,"[8, 0, 8]",22,"[5, 4, 8]",8114,1 + 5 = ?
,"[1, 0]",exh-only,,1,"[2, 0, 0]",1,False,"[0, 1]",0,False,undefined,2267,1,25.228466666666666,"[12, 9, 3]",0,3 + 1 = ?,There are four circles.,3,"[9, 0, 0]",,False,filler,,,1,"[4, 3, 1]",22,"[7, 9, 3]",7665,9 + 3 = ?
,"[0, 1]",exh-only,,1,"[0, 0, 0]",1,True,"[0, 1]",1,True,undefined,3240,1,25.228466666666666,"[9, 8, 3]",1,Some of the symbols are ticks.,Some of the symbols are diamonds.,0,"[0, 0, 0]",,True,filler,,,0,"[2, 0, 1]",22,"[0, 2, 6]",8122,Some of the symbols are triangles.
,"[0, 1]",exh-only,,0,"[9, 0, 0]",1,False,"[1, 0]",1,False,undefined,2879,0,25.228466666666666,"[13, 7, 6]",1,5 + 3 = ?,There are four notes.,3,"[6, 0, 0]",,False,response,,,1,"[8, 5, 3]",22,"[8, 4, 1]",16257,7 + 6 = ?
,"[1, 0]",exh-only,,0,"[0, 0, 0]",0,True,"[1, 0]",0,True,undefined,4720,0,25.228466666666666,"[5, 6, 3]",0,Only some of the symbols are hearts.,Some of the symbols are squares.,2,"[0, 0, 0]",,True,response,,,0,"[4, 8, 2]",22,"[5, 8, 1]",19214,Only some of the symbols are squares.
,"[1, 0]",exh-only,,0,"[0, 0, 0]",0,False,"[1, 0]",1,False,undefined,2324,0,25.228466666666666,"[5, 2, 6]",0,There is a triangle.,There is a star.,1,"[0, 0, 0]",,True,response,,,2,"[9, 2, 7]",22,"[6, 5, 4]",9318,There is a square.
,"[0, 1]",exh-only,,1,"[0, 0, 0]",1,True,"[0, 1]",1,True,undefined,5997,1,25.228466666666666,"[3, 9, 1]",1,There are only four spades.,There are four ticks.,2,"[0, 0, 0]",,True,filler,,,1,"[3, 9, 4]",22,"[2, 0, 1]",14617,There are only four spades.
,"[0, 1]",exh-only,,1,"[2, 0, 0]",1,False,"[0, 1]",0,False,undefined,3951,1,25.228466666666666,"[8, 5, 3]",1,3 + 2 = ?,There are four spades.,3,"[9, 0, 0]",,True,response,,,1,"[5, 3, 2]",22,"[3, 6, 8]",10525,5 + 3 = ?
,"[0, 1]",exh-only,,1,"[0, 0, 0]",0,True,"[0, 1]",1,True,undefined,3056,1,25.228466666666666,"[0, 7, 5]",1,There is a club.,There is a square.,0,"[0, 0, 0]",,True,response,,,2,"[1, 7, 9]",22,"[5, 1, 6]",26733,There is a diamond.
,"[0, 1]",exh-only,,0,"[1, 0, 0]",0,False,"[1, 0]",1,False,undefined,2446,0,25.228466666666666,"[14, 6, 8]",1,4 + 8 = ?,There is a spade.,3,"[8, 0, 0]",,False,response,,,2,"[12, 4, 8]",22,"[3, 5, 6]",7412,6 + 8 = ?
,"[1, 0]",exh-only,,0,"[6, 0, 0]",0,True,"[1, 0]",0,False,undefined,3714,1,25.228466666666666,"[2, 1, 1]",0,7 + 3 = ?,Some of the symbols are clubs.,3,"[7, 0, 0]",,False,response,,,0,"[10, 7, 3]",22,"[1, 4, 0]",7888,1 + 1 = ?
,"[1, 0]",exh-only,,1,"[1, 0, 0]",0,True,"[0, 1]",1,True,undefined,5081,0,25.228466666666666,"[5, 3, 2]",0,1 + 2 = ?,Some of the symbols are ticks.,3,"[4, 0, 0]",,True,response,,,0,"[3, 1, 2]",22,"[2, 3, 5]",9961,3 + 2 = ?
,"[0, 1]",exh-only,,0,"[0, 0, 0]",1,True,"[1, 0]",0,True,undefined,2721,1,25.228466666666666,"[9, 2, 3]",1,There are four circles.,There are four ticks.,1,"[0, 0, 0]",,True,filler,,,1,"[7, 6, 4]",22,"[2, 1, 3]",8367,There are four triangles.
,"[1, 0]",exh-only,,1,"[0, 0, 0]",1,True,"[0, 1]",1,True,undefined,2481,0,25.228466666666666,"[2, 9, 1]",0,There are only four clubs.,There are four notes.,2,"[0, 0, 0]",,True,filler,,,1,"[1, 2, 3]",22,"[8, 9, 0]",8961,There are only four ticks.
,"[1, 0]",exh-only,,0,"[0, 0, 0]",1,True,"[1, 0]",0,True,undefined,3064,0,25.228466666666666,"[9, 7, 8]",0,Some of the symbols are notes.,Some of the symbols are notes.,0,"[0, 0, 0]",,True,filler,,,0,"[8, 5, 7]",22,"[8, 5, 9]",11728,Some of the symbols are triangles.
,"[0, 1]",exh-only,,0,"[0, 0, 0]",0,True,"[1, 0]",0,True,undefined,4336,1,25.228466666666666,"[1, 7, 8]",1,Some of the symbols are diamonds.,Some of the symbols are diamonds.,1,"[0, 0, 0]",,True,response,,,0,"[0, 6, 5]",22,"[0, 3, 6]",13744,Some of the symbols are clubs.
,"[0, 1]",exh-only,,1,"[3, 0, 0]",1,True,"[0, 1]",1,False,undefined,3309,0,25.228466666666666,"[7, 6, 1]",1,5 + 0 = ?,Some of the symbols are triangles.,3,"[0, 0, 0]",,False,filler,,,0,"[5, 5, 0]",22,"[9, 1, 4]",7392,6 + 1 = ?
,"[1, 0]",exh-only,,1,"[0, 0, 0]",1,True,"[0, 1]",1,True,undefined,4421,0,25.228466666666666,"[8, 9, 6]",0,There is a tick.,There is a square.,0,"[0, 0, 0]",,True,filler,,,2,"[2, 6, 5]",22,"[5, 2, 8]",11842,There is a note.
,"[0, 1]",exh-only,,1,"[0, 0, 0]",0,True,"[0, 1]",1,True,undefined,5805,1,25.228466666666666,"[0, 2, 4]",1,Only some of the symbols are circles.,Some of the symbols are clubs.,2,"[0, 0, 0]",,True,response,,,0,"[7, 5, 4]",22,"[1, 0, 2]",20504,Only some of the symbols are diamonds.
,"[1, 0]",exh-only,,0,"[0, 0, 0]",1,True,"[1, 0]",0,True,undefined,3121,0,25.228466666666666,"[5, 9, 2]",0,Some of the symbols are circles.,Some of the symbols are stars.,0,"[0, 0, 0]",,True,filler,,,0,"[7, 9, 2]",22,"[6, 4, 7]",9063,Some of the symbols are squares.
,"[1, 0]",exh-only,,0,"[9, 0, 0]",1,True,"[1, 0]",0,False,undefined,2329,1,25.228466666666666,"[4, 0, 4]",0,6 + 8 = ?,There are four squares.,3,"[0, 0, 0]",,False,filler,,,1,"[14, 6, 8]",22,"[5, 2, 8]",6372,0 + 4 = ?
,"[0, 1]",exh-only,,0,"[2, 0, 0]",1,True,"[1, 0]",0,True,undefined,18282,1,25.228466666666666,"[11, 8, 3]",1,0 + 0 = ?,Some of the symbols are clubs.,3,"[8, 0, 0]",,True,filler,,,0,"[0, 0, 0]",22,"[1, 9, 2]",22394,8 + 3 = ?
,"[1, 0]",exh-only,,1,"[0, 0, 0]",1,True,"[0, 1]",1,True,undefined,4349,0,25.228466666666666,"[2, 6, 1]",0,There is only a note.,There is a club.,2,"[0, 0, 0]",,True,filler,,,2,"[8, 6, 2]",22,"[1, 4, 2]",12378,There is only a tick.
,"[1, 0]",exh-only,,0,"[0, 0, 0]",1,True,"[1, 0]",0,True,undefined,3631,0,25.228466666666666,"[1, 6, 9]",0,There are four diamonds.,There are four circles.,1,"[0, 0, 0]",,True,filler,,,1,"[0, 4, 2]",22,"[7, 2, 3]",10773,There are four clubs.
,"[0, 1]",exh-only,,0,"[2, 0, 0]",1,False,"[1, 0]",1,False,undefined,4450,0,25.228466666666666,"[10, 2, 8]",1,4 + 7 = ?,Some of the symbols are stars.,3,"[1, 0, 0]",,False,filler,,,0,"[11, 4, 7]",22,"[6, 9, 2]",8322,2 + 8 = ?
,"[0, 1]",exh-only,,1,"[0, 0, 0]",1,True,"[0, 1]",1,True,undefined,2403,1,25.228466666666666,"[6, 8, 1]",1,There are four circles.,There are four triangles.,1,"[0, 0, 0]",,True,response,,,1,"[7, 6, 3]",22,"[9, 2, 3]",9205,There are four stars.
,"[1, 0]",exh-only,,1,"[0, 0, 0]",1,False,"[0, 1]",0,False,undefined,3532,1,25.228466666666666,"[9, 4, 7]",0,There is a heart.,There is a square.,1,"[0, 0, 0]",,False,response,,,2,"[4, 0, 7]",22,"[5, 7, 0]",10487,There is a triangle.
,"[1, 0]",exh-only,,1,"[2, 0, 0]",1,True,"[0, 1]",1,True,undefined,3189,0,25.228466666666666,"[7, 1, 6]",0,7 + 6 = ?,There is a heart.,3,"[2, 0, 0]",,True,filler,,,2,"[13, 7, 6]",22,"[4, 1, 9]",7446,1 + 6 = ?
,"[0, 1]",exh-only,,1,"[0, 0, 0]",1,True,"[0, 1]",1,True,undefined,3448,1,25.228466666666666,"[7, 1, 8]",1,There is a heart.,There is a triangle.,0,"[0, 0, 0]",,True,filler,,,2,"[4, 7, 1]",22,"[9, 3, 7]",49994,There is a circle.
,"[0, 1]",exh-only,,1,"[0, 0, 0]",0,True,"[0, 1]",1,True,undefined,2130,1,25.228466666666666,"[9, 0, 3]",1,Some of the symbols are diamonds.,Some of the symbols are notes.,0,"[0, 0, 0]",,True,response,,,0,"[0, 6, 9]",22,"[8, 5, 3]",10942,Some of the symbols are triangles.
,"[1, 0]",exh-only,,1,"[0, 0, 0]",0,True,"[0, 1]",1,True,undefined,3972,0,25.228466666666666,"[9, 6, 0]",0,Some of the symbols are hearts.,Some of the symbols are notes.,1,"[0, 0, 0]",,True,response,,,0,"[4, 6, 1]",22,"[8, 1, 9]",11237,Some of the symbols are triangles.
,"[1, 0]",exh-only,,0,"[0, 0, 0]",1,True,"[1, 0]",0,True,undefined,9904,0,25.228466666666666,"[3, 7, 9]",0,There are four diamonds.,There are four stars.,1,"[0, 0, 0]",,True,response,,,1,"[0, 9, 1]",22,"[6, 9, 2]",16638,There are four spades.
,"[1, 0]",exh-only,,0,"[0, 0, 0]",1,True,"[1, 0]",0,True,undefined,2660,0,25.228466666666666,"[4, 7, 2]",0,Only some of the symbols are ticks.,Some of the symbols are clubs.,2,"[0, 0, 0]",,True,response,,,0,"[2, 3, 5]",22,"[1, 5, 9]",10221,Only some of the symbols are hearts.
,"[0, 1]",exh-only,,0,"[0, 0, 0]",1,True,"[1, 0]",0,True,undefined,4733,1,25.228466666666666,"[0, 9, 1]",1,Some of the symbols are circles.,Some of the symbols are circles.,1,"[0, 0, 0]",,True,response,,,0,"[7, 3, 4]",22,"[7, 8, 3]",10656,Some of the symbols are diamonds.
,"[0, 1]",exh-only,,1,"[0, 0, 0]",1,True,"[0, 1]",1,True,undefined,2818,1,25.228466666666666,"[6, 4, 1]",1,There are four stars.,There are four circles.,1,"[0, 0, 0]",,True,filler,,,1,"[6, 1, 0]",22,"[7, 0, 2]",8980,There are four stars.
,"[1, 0]",exh-only,,1,"[0, 0, 0]",0,True,"[0, 1]",1,True,undefined,5265,0,25.228466666666666,"[0, 7, 4]",0,There is only a heart.,There is a triangle.,2,"[0, 0, 0]",,True,response,,,2,"[4, 5, 1]",22,"[9, 0, 4]",13892,There is only a diamond.
,"[0, 1]",exh-only,,1,"[0, 0, 0]",1,True,"[0, 1]",1,True,undefined,2640,1,25.228466666666666,"[1, 9, 3]",1,There are four notes.,There are four squares.,0,"[0, 0, 0]",,True,filler,,,1,"[8, 0, 4]",22,"[5, 1, 3]",9381,There are four clubs.
,"[1, 0]",exh-only,,1,"[0, 0, 0]",1,True,"[0, 1]",1,True,undefined,4623,0,25.228466666666666,"[9, 8, 5]",0,Only some of the symbols are hearts.,Some of the symbols are diamonds.,2,"[0, 0, 0]",,True,filler,,,0,"[4, 1, 0]",22,"[0, 1, 7]",15191,Only some of the symbols are triangles.
,"[1, 0]",exh-only,,0,"[0, 0, 0]",1,True,"[1, 0]",0,True,undefined,2239,0,25.228466666666666,"[5, 4, 1]",0,There is a circle.,There is a circle.,1,"[0, 0, 0]",,True,filler,,,2,"[7, 4, 2]",22,"[7, 9, 6]",6777,There is a square.
,"[0, 1]",exh-only,,0,"[0, 0, 0]",0,True,"[1, 0]",0,True,undefined,2881,1,25.228466666666666,"[4, 5, 0]",1,Some of the symbols are clubs.,Some of the symbols are stars.,0,"[0, 0, 0]",,True,response,,,0,"[1, 2, 8]",22,"[6, 1, 4]",9674,Some of the symbols are hearts.
,"[0, 1]",exh-only,,0,"[2, 0, 0]",1,True,"[1, 0]",0,True,undefined,2223,1,25.228466666666666,"[10, 5, 5]",1,4 + 4 = ?,There is a triangle.,3,"[3, 0, 0]",,True,filler,,,2,"[8, 4, 4]",22,"[9, 1, 7]",7282,5 + 5 = ?
,"[1, 0]",exh-only,,0,"[0, 0, 0]",1,True,"[1, 0]",0,True,undefined,7356,0,25.228466666666666,"[3, 8, 9]",0,There are only four hearts.,There are four clubs.,2,"[0, 0, 0]",,True,filler,,,1,"[4, 8, 5]",22,"[1, 0, 8]",12622,There are only four spades.
,"[1, 0]",exh-only,,0,"[0, 0, 0]",1,True,"[1, 0]",0,True,undefined,5430,0,25.228466666666666,"[3, 0, 5]",0,There is only a circle.,There is a club.,2,"[0, 0, 0]",,True,filler,,,2,"[7, 2, 1]",22,"[1, 4, 8]",13158,There is only a spade.
,"[0, 1]",exh-only,,1,"[0, 0, 0]",1,True,"[0, 1]",1,True,undefined,2847,1,25.228466666666666,"[0, 5, 7]",1,There are four clubs.,There are four spades.,1,"[0, 0, 0]",,True,filler,,,1,"[1, 7, 2]",22,"[3, 4, 5]",9032,There are four diamonds.
,"[0, 1]",exh-only,,0,"[0, 0, 0]",1,False,"[1, 0]",1,False,undefined,3880,0,25.228466666666666,"[13, 5, 8]",1,3 + 7 = ?,There are four hearts.,3,"[1, 0, 0]",,False,filler,,,1,"[10, 3, 7]",22,"[4, 9, 1]",8341,5 + 8 = ?
,"[1, 0]",exh-only,,1,"[0, 0, 0]",1,True,"[0, 1]",1,True,undefined,3633,0,25.228466666666666,"[9, 4, 6]",0,There is only a tick.,There is a circle.,2,"[0, 0, 0]",,True,response,,,2,"[2, 5, 1]",22,"[7, 6, 5]",7938,There is only a triangle.
,"[1, 0]",exh-only,,1,"[0, 0, 0]",1,True,"[0, 1]",1,True,undefined,2825,0,25.228466666666666,"[9, 5, 0]",0,There are four notes.,There are four squares.,0,"[0, 0, 0]",,True,response,,,1,"[8, 0, 5]",22,"[5, 0, 6]",11151,There are four triangles.
,"[1, 0]",exh-only,,0,"[9, 0, 0]",1,False,"[1, 0]",1,False,undefined,2364,0,25.228466666666666,"[10, 6, 4]",0,0 + 3 = ?,There is a tick.,3,"[9, 0, 0]",,True,filler,,,2,"[3, 0, 3]",22,"[2, 7, 5]",6368,6 + 4 = ?
,"[1, 0]",exh-only,,0,"[0, 0, 0]",0,True,"[1, 0]",0,True,undefined,2831,0,25.228466666666666,"[7, 8, 4]",0,Some of the symbols are diamonds.,Some of the symbols are squares.,0,"[0, 0, 0]",,True,response,,,0,"[0, 7, 5]",22,"[5, 4, 0]",9125,Some of the symbols are circles.
,"[0, 1]",exh-only,,0,"[0, 0, 0]",1,False,"[1, 0]",1,False,undefined,3158,1,25.228466666666666,"[9, 4, 6]",1,Some of the symbols are triangles.,Some of the symbols are spades.,1,"[0, 0, 0]",,True,filler,,,0,"[9, 0, 3]",22,"[3, 0, 6]",10465,Some of the symbols are triangles.
,"[0, 1]",exh-only,,1,"[0, 0, 0]",1,True,"[0, 1]",1,True,undefined,2354,1,25.228466666666666,"[5, 2, 7]",1,There is only a circle.,There is a club.,2,"[0, 0, 0]",,True,filler,,,2,"[7, 2, 0]",22,"[1, 0, 9]",10021,There is only a square.
,"[1, 0]",exh-only,,0,"[0, 0, 0]",1,True,"[1, 0]",0,True,undefined,2586,0,25.228466666666666,"[7, 8, 4]",0,There is a heart.,There is a heart.,0,"[0, 0, 0]",,True,filler,,,2,"[4, 2, 6]",22,"[4, 1, 2]",8031,There is a circle.
,"[1, 0]",exh-only,,0,"[0, 0, 0]",1,True,"[1, 0]",0,True,undefined,2382,0,25.228466666666666,"[7, 5, 0]",0,There are only four clubs.,There are four notes.,2,"[0, 0, 0]",,True,response,,,1,"[1, 2, 7]",22,"[8, 0, 2]",7765,There are only four circles.
,"[0, 1]",exh-only,,0,"[0, 0, 0]",1,True,"[1, 0]",0,True,undefined,2957,1,25.228466666666666,"[7, 6, 8]",1,Some of the symbols are diamonds.,Some of the symbols are diamonds.,1,"[0, 0, 0]",,True,filler,,,0,"[0, 2, 7]",22,"[0, 4, 7]",10609,Some of the symbols are circles.
,"[0, 1]",exh-only,,1,"[0, 0, 0]",1,True,"[0, 1]",1,True,undefined,2603,1,25.228466666666666,"[5, 1, 3]",1,There is a circle.,There is a diamond.,1,"[0, 0, 0]",,True,response,,,2,"[7, 8, 3]",22,"[0, 3, 4]",6637,There is a square.
,"[1, 0]",exh-only,,1,"[0, 0, 0]",1,True,"[0, 1]",1,True,undefined,5826,0,25.228466666666666,"[8, 3, 9]",0,Only some of the symbols are circles.,Some of the symbols are ticks.,2,"[0, 0, 0]",,True,response,,,0,"[7, 5, 3]",22,"[2, 8, 1]",11867,Only some of the symbols are notes.
,"[0, 1]",exh-only,,0,"[0, 0, 0]",1,False,"[1, 0]",1,False,undefined,4118,1,25.228466666666666,"[9, 5, 6]",1,Only some of the symbols are diamonds.,Some of the symbols are notes.,2,"[0, 0, 0]",,True,filler,,,0,"[0, 1, 4]",22,"[8, 9, 7]",11184,Only some of the symbols are triangles.
,"[1, 0]",exh-only,,1,"[0, 0, 0]",0,True,"[0, 1]",1,True,undefined,2839,0,25.228466666666666,"[6, 3, 0]",0,There is a spade.,There is a club.,0,"[0, 0, 0]",,True,response,,,2,"[3, 4, 0]",22,"[1, 3, 2]",9570,There is a star.
,"[0, 1]",exh-only,,1,"[0, 0, 0]",1,True,"[0, 1]",1,True,undefined,2370,1,25.228466666666666,"[7, 6, 5]",1,There are four circles.,There are four squares.,0,"[0, 0, 0]",,True,response,,,1,"[7, 6, 9]",22,"[5, 4, 9]",8833,There are four circles.
,"[1, 0]",exh-only,,0,"[0, 0, 0]",1,True,"[1, 0]",0,True,undefined,1955,0,25.228466666666666,"[1, 7, 4]",0,There is a square.,There is a triangle.,1,"[0, 0, 0]",,True,filler,,,2,"[5, 9, 0]",22,"[9, 7, 2]",9023,There is a club.
,"[1, 0]",exh-only,,0,"[0, 0, 0]",1,True,"[1, 0]",0,True,undefined,2662,0,25.228466666666666,"[0, 5, 3]",0,There are four circles.,There are four diamonds.,0,"[0, 0, 0]",,True,response,,,1,"[7, 8, 5]",22,"[0, 9, 7]",8407,There are four diamonds.
,"[1, 0]",exh-only,,1,"[0, 0, 0]",0,True,"[0, 1]",1,True,undefined,3149,0,25.228466666666666,"[14, 6, 8]",0,5 + 5 = ?,Some of the symbols are hearts.,3,"[4, 0, 0]",,True,response,,,0,"[10, 5, 5]",22,"[4, 8, 2]",6692,6 + 8 = ?
,"[1, 0]",exh-only,,1,"[0, 0, 0]",0,True,"[0, 1]",1,True,undefined,3153,0,25.228466666666666,"[3, 7, 2]",0,There is only a heart.,There is a club.,2,"[0, 0, 0]",,True,response,,,2,"[4, 2, 7]",22,"[1, 8, 9]",8217,There is only a spade.
,"[0, 1]",exh-only,,0,"[0, 0, 0]",1,False,"[1, 0]",1,False,undefined,3651,0,25.228466666666666,"[9, 6, 1]",1,There is a note.,There is a square.,1,"[0, 0, 0]",,False,filler,,,2,"[8, 1, 9]",22,"[5, 2, 4]",8777,There is a triangle.
,"[0, 1]",exh-only,,0,"[0, 0, 0]",1,True,"[1, 0]",0,True,undefined,4068,1,25.228466666666666,"[5, 6, 9]",1,Only some of the symbols are diamonds.,Some of the symbols are stars.,2,"[0, 0, 0]",,True,filler,,,0,"[0, 9, 2]",22,"[6, 0, 2]",10677,Only some of the symbols are squares.
Jessica,,,,,,,,,,,undefined,,,9.682433333333334,,,,,,,1,,,bot_check,"[0, 'Jessica']",,,23,,,
,"[0, 1]",exh-only,,0,"[0, 0, 0]",0,False,"[1, 0]",1,False,undefined,584,1,9.682433333333334,"[1, 5, 3]",1,There is a spade.,There is a star.,1,"[0, 0, 0]",,True,filler,,,2,"[3, 7, 8]",23,"[6, 7, 3]",4227,There is a club.
,"[1, 0]",exh-only,,1,"[8, 0, 0]",1,False,"[0, 1]",0,False,undefined,1537,1,9.682433333333334,"[2, 0, 2]",0,8 + 7 = ?,There is a diamond.,3,"[0, 0, 0]",,False,filler,,,2,"[15, 8, 7]",23,"[0, 6, 5]",10657,0 + 2 = ?
