block_rt,workerid,pOSentence,pTwrongAnswer,primeType,primeTShuffle,Answer.condition,slide_type,pTChoice,correctPOChoice,btwncondition,correctPTChoice,trial_type,Answer.time_in_minutes,pTSentence,pOSymbols,audio,pOChoice,slide_number,correctPChoices,responseSymbols,response_rt,goodPOChoice,response,primeOShuffle,image,responseSentence,primeStrength,goodPTChoice,pOwrongAnswer,pTSymbols,responseChoice
4129,15,8 + 4 = ?,"[8, 0, 0]",2,"[0, 1]",undefined,,0,True,exh-subclausal,False,filler,11.338616666666667,7 + 5 = ?,"[12, 8, 4]",,1,,False,"[4, 3, 5]",1557,1,,"[0, 1]",,There is a heart.,3,1,"[3, 0, 0]","[12, 7, 5]",1
3354,15,There is a tick.,"[0, 0, 0]",2,"[1, 0]",undefined,,0,True,exh-subclausal,True,filler,11.338616666666667,There is a circle.,"[2, 6, 0]",,0,,True,"[7, 8, 2]",1043,0,,"[1, 0]",,There is a circle.,0,0,"[0, 0, 0]","[7, 0, 4]",1
3793,15,There is a tick.,"[0, 0, 0]",2,"[0, 1]",undefined,,1,True,exh-subclausal,True,response,11.338616666666667,There is a triangle.,"[2, 1, 0]",,0,,True,"[1, 5, 9]",1628,0,,"[1, 0]",,There is a club.,0,1,"[0, 0, 0]","[9, 3, 8]",0
3366,15,There are four but no more than four circles.,"[0, 0, 0]",1,"[0, 1]",undefined,,1,True,exh-subclausal,True,response,11.338616666666667,There are four but no more than four notes.,"[7, 2, 0]",,0,,True,"[3, 2, 1]",1156,0,,"[1, 0]",,There are four spades.,2,1,"[0, 0, 0]","[8, 1, 2]",1
5427,15,Some but not all of the symbols are squares.,"[0, 0, 0]",0,"[0, 1]",undefined,,1,True,exh-subclausal,True,filler,11.338616666666667,Some but not all of the symbols are hearts.,"[5, 4, 2]",,0,,True,"[9, 2, 4]",1636,0,,"[1, 0]",,Some of the symbols are triangles.,2,1,"[0, 0, 0]","[4, 5, 2]",1
22433,15,There are four clubs.,"[0, 0, 0]",1,"[0, 1]",undefined,,1,True,exh-subclausal,True,response,11.338616666666667,There are four clubs.,"[1, 8, 7]",,1,,True,"[3, 5, 9]",1466,1,,"[0, 1]",,There are four spades.,0,1,"[0, 0, 0]","[1, 5, 0]",1
5072,15,There is a club.,"[0, 0, 0]",2,"[0, 1]",undefined,,1,True,exh-subclausal,True,filler,11.338616666666667,There is a spade.,"[1, 8, 0]",,0,,True,"[2, 0, 9]",1065,0,,"[1, 0]",,There is a tick.,0,1,"[0, 0, 0]","[3, 5, 2]",1
8127,15,Some of the symbols are hearts.,"[0, 0, 0]",0,"[0, 1]",undefined,,1,True,exh-subclausal,True,filler,11.338616666666667,Some of the symbols are stars.,"[4, 7, 9]",,1,,True,"[9, 6, 5]",2395,1,,"[0, 1]",,Some of the symbols are triangles.,0,1,"[0, 0, 0]","[6, 1, 9]",1
3224,15,7 + 2 = ?,"[3, 0, 0]",1,"[0, 1]",undefined,,1,True,exh-subclausal,True,response,11.338616666666667,4 + 4 = ?,"[9, 7, 2]",,0,,True,"[6, 7, 0]",1496,0,,"[1, 0]",,There are four stars.,3,1,"[7, 0, 0]","[8, 4, 4]",1
4307,15,Some of the symbols are diamonds.,"[0, 0, 0]",0,"[0, 1]",undefined,,1,True,exh-subclausal,True,filler,11.338616666666667,Some of the symbols are squares.,"[0, 2, 5]",,1,,True,"[3, 8, 9]",1390,1,,"[0, 1]",,Some of the symbols are spades.,1,1,"[0, 0, 0]","[5, 1, 3]",1
4040,15,There is a star.,"[0, 0, 0]",2,"[1, 0]",undefined,,0,True,exh-subclausal,True,response,11.338616666666667,There is a diamond.,"[6, 2, 5]",,1,,True,"[1, 9, 5]",1310,1,,"[0, 1]",,There is a club.,0,0,"[0, 0, 0]","[0, 8, 4]",0
2952,15,0 + 1 = ?,"[5, 0, 0]",1,"[0, 1]",undefined,,1,False,exh-subclausal,True,response,11.338616666666667,6 + 6 = ?,"[1, 0, 1]",,0,,False,"[3, 6, 0]",1193,1,,"[0, 1]",,There are four spades.,3,1,"[5, 0, 0]","[12, 6, 6]",1
3861,15,2 + 2 = ?,"[6, 0, 0]",0,"[1, 0]",undefined,,0,True,exh-subclausal,True,response,11.338616666666667,8 + 8 = ?,"[4, 2, 2]",,1,,True,"[1, 2, 3]",1997,1,,"[0, 1]",,Some of the symbols are clubs.,3,0,"[6, 0, 0]","[16, 8, 8]",1
3573,15,8 + 3 = ?,"[6, 0, 0]",2,"[1, 0]",undefined,,0,False,exh-subclausal,True,response,11.338616666666667,2 + 7 = ?,"[11, 8, 3]",,1,,False,"[6, 8, 7]",992,0,,"[1, 0]",,There is a star.,3,0,"[8, 0, 0]","[9, 2, 7]",0
12969,15,There is a tick.,"[0, 0, 0]",2,"[1, 0]",undefined,,0,True,exh-subclausal,True,response,11.338616666666667,There is a spade.,"[2, 9, 8]",,1,,True,"[5, 1, 3]",1736,1,,"[0, 1]",,There is a square.,1,0,"[0, 0, 0]","[3, 8, 9]",0
5566,15,There are four spades.,"[0, 0, 0]",1,"[1, 0]",undefined,,0,True,exh-subclausal,True,filler,11.338616666666667,There are four stars.,"[3, 8, 1]",,1,,True,"[1, 8, 4]",1284,1,,"[0, 1]",,There are four clubs.,0,0,"[0, 0, 0]","[6, 7, 4]",1
6968,15,Some of the symbols are ticks.,"[0, 0, 0]",0,"[0, 1]",undefined,,1,True,exh-subclausal,True,response,11.338616666666667,Some of the symbols are triangles.,"[2, 0, 1]",,0,,True,"[1, 6, 7]",2722,0,,"[1, 0]",,Some of the symbols are clubs.,0,1,"[0, 0, 0]","[9, 5, 0]",1
5181,15,Some but not all of the symbols are clubs.,"[0, 0, 0]",0,"[1, 0]",undefined,,0,True,exh-subclausal,True,filler,11.338616666666667,Some but not all of the symbols are notes.,"[1, 9, 0]",,0,,True,"[7, 1, 9]",1455,0,,"[1, 0]",,Some of the symbols are circles.,2,0,"[0, 0, 0]","[8, 9, 2]",1
5567,15,Some of the symbols are clubs.,"[0, 0, 0]",0,"[1, 0]",undefined,,0,True,exh-subclausal,True,filler,11.338616666666667,Some of the symbols are diamonds.,"[1, 4, 9]",,0,,True,"[8, 1, 0]",1097,0,,"[1, 0]",,Some of the symbols are notes.,1,0,"[0, 0, 0]","[0, 1, 4]",1
5704,15,Some of the symbols are diamonds.,"[0, 0, 0]",0,"[0, 1]",undefined,,1,True,exh-subclausal,True,filler,11.338616666666667,Some of the symbols are spades.,"[0, 4, 6]",,1,,True,"[4, 5, 2]",1262,1,,"[0, 1]",,Some of the symbols are hearts.,0,1,"[0, 0, 0]","[3, 9, 7]",1
4131,15,Some of the symbols are diamonds.,"[0, 0, 0]",0,"[0, 1]",undefined,,1,True,exh-subclausal,True,filler,11.338616666666667,Some of the symbols are notes.,"[0, 2, 9]",,1,,True,"[6, 7, 9]",1191,1,,"[0, 1]",,Some of the symbols are stars.,1,1,"[0, 0, 0]","[8, 3, 5]",1
3854,15,9 + 9 = ?,"[6, 0, 0]",2,"[1, 0]",undefined,,0,True,exh-subclausal,True,response,11.338616666666667,8 + 9 = ?,"[18, 9, 9]",,1,,True,"[8, 2, 3]",1306,1,,"[0, 1]",,There is a note.,3,0,"[0, 0, 0]","[17, 8, 9]",0
3982,15,There are four stars.,"[0, 0, 0]",1,"[0, 1]",undefined,,1,True,exh-subclausal,True,filler,11.338616666666667,There are four hearts.,"[6, 2, 8]",,0,,True,"[6, 3, 2]",1437,0,,"[1, 0]",,There are four stars.,0,1,"[0, 0, 0]","[4, 9, 7]",1
5192,15,9 + 9 = ?,"[8, 0, 0]",0,"[1, 0]",undefined,,1,False,exh-subclausal,False,response,11.338616666666667,5 + 4 = ?,"[18, 9, 9]",,0,,False,"[6, 4, 0]",2607,1,,"[0, 1]",,Some of the symbols are stars.,3,0,"[0, 0, 0]","[9, 5, 4]",1
3575,15,There is a diamond.,"[0, 0, 0]",2,"[0, 1]",undefined,,1,True,exh-subclausal,True,response,11.338616666666667,There is a circle.,"[0, 1, 8]",,1,,True,"[5, 3, 0]",1117,1,,"[0, 1]",,There is a square.,1,1,"[0, 0, 0]","[7, 8, 2]",0
6623,15,Some of the symbols are squares.,"[0, 0, 0]",0,"[0, 1]",undefined,,1,True,exh-subclausal,True,response,11.338616666666667,Some of the symbols are circles.,"[5, 9, 3]",,1,,True,"[1, 7, 4]",1394,1,,"[0, 1]",,Some of the symbols are clubs.,1,1,"[0, 0, 0]","[7, 2, 5]",1
3415,15,There is a star but nothing else.,"[0, 0, 0]",2,"[0, 1]",undefined,,1,True,exh-subclausal,True,filler,11.338616666666667,There is a star but nothing else.,"[6, 5, 4]",,0,,True,"[7, 6, 9]",1270,0,,"[1, 0]",,There is a circle.,2,1,"[0, 0, 0]","[6, 5, 0]",1
3702,15,There are four circles.,"[0, 0, 0]",1,"[0, 1]",undefined,,1,True,exh-subclausal,True,response,11.338616666666667,There are four stars.,"[7, 9, 1]",,0,,True,"[2, 0, 5]",1782,0,,"[1, 0]",,There are four ticks.,1,1,"[0, 0, 0]","[6, 8, 5]",1
6882,15,Some of the symbols are triangles.,"[0, 0, 0]",0,"[0, 1]",undefined,,1,True,exh-subclausal,True,filler,11.338616666666667,Some of the symbols are diamonds.,"[9, 6, 5]",,0,,True,"[8, 1, 5]",3654,0,,"[1, 0]",,Some of the symbols are notes.,1,1,"[0, 0, 0]","[0, 3, 7]",1
5781,15,There is a heart.,"[0, 0, 0]",2,"[1, 0]",undefined,,0,True,exh-subclausal,True,filler,11.338616666666667,There is a club.,"[4, 0, 8]",,1,,True,"[0, 7, 1]",1259,1,,"[0, 1]",,There is a diamond.,0,0,"[0, 0, 0]","[1, 3, 9]",1
4612,15,Some of the symbols are triangles.,"[0, 0, 0]",0,"[0, 1]",undefined,,1,True,exh-subclausal,True,response,11.338616666666667,Some of the symbols are stars.,"[9, 7, 2]",,0,,True,"[5, 8, 4]",1955,0,,"[1, 0]",,Some of the symbols are squares.,0,1,"[0, 0, 0]","[6, 7, 4]",1
2978,15,There are four hearts.,"[0, 0, 0]",1,"[1, 0]",undefined,,0,True,exh-subclausal,True,filler,11.338616666666667,There are four notes.,"[4, 5, 9]",,1,,True,"[7, 2, 8]",1068,1,,"[0, 1]",,There are four circles.,1,0,"[0, 0, 0]","[8, 0, 2]",1
6085,15,Some of the symbols are notes.,"[0, 0, 0]",0,"[0, 1]",undefined,,1,True,exh-subclausal,True,filler,11.338616666666667,Some of the symbols are stars.,"[8, 1, 4]",,1,,True,"[4, 9, 3]",2820,1,,"[0, 1]",,Some of the symbols are hearts.,0,1,"[0, 0, 0]","[6, 4, 8]",1
3462,15,Some but not all of the symbols are ticks.,"[0, 0, 0]",0,"[1, 0]",undefined,,0,True,exh-subclausal,True,filler,11.338616666666667,Some but not all of the symbols are spades.,"[2, 6, 7]",,0,,True,"[7, 0, 9]",1108,0,,"[1, 0]",,Some of the symbols are circles.,2,0,"[0, 0, 0]","[3, 9, 7]",1
3748,15,There are four but no more than four notes.,"[0, 0, 0]",1,"[1, 0]",undefined,,0,True,exh-subclausal,True,response,11.338616666666667,There are four but no more than four ticks.,"[8, 1, 5]",,0,,True,"[2, 6, 5]",1077,0,,"[1, 0]",,There are four ticks.,2,0,"[0, 0, 0]","[2, 0, 3]",1
7050,15,There is a heart.,"[0, 0, 0]",2,"[1, 0]",undefined,,0,True,exh-subclausal,True,response,11.338616666666667,There is a diamond.,"[4, 2, 1]",,1,,True,"[5, 0, 8]",4589,1,,"[0, 1]",,There is a square.,1,0,"[0, 0, 0]","[0, 2, 7]",0
3772,15,There are four triangles.,"[0, 0, 0]",1,"[1, 0]",undefined,,0,True,exh-subclausal,True,response,11.338616666666667,There are four circles.,"[9, 8, 1]",,0,,True,"[8, 7, 6]",1520,0,,"[1, 0]",,There are four notes.,0,0,"[0, 0, 0]","[7, 8, 2]",1
2885,15,There are four but no more than four triangles.,"[0, 0, 0]",1,"[1, 0]",undefined,,0,True,exh-subclausal,True,response,11.338616666666667,There are four but no more than four ticks.,"[9, 8, 2]",,0,,True,"[2, 4, 8]",961,0,,"[1, 0]",,There are four ticks.,2,0,"[0, 0, 0]","[2, 4, 9]",1
3737,15,6 + 7 = ?,"[1, 0, 0]",1,"[1, 0]",undefined,,0,False,exh-subclausal,True,filler,11.338616666666667,9 + 7 = ?,"[13, 6, 7]",,1,,False,"[8, 9, 2]",1202,0,,"[1, 0]",,There are four notes.,3,0,"[0, 0, 0]","[16, 9, 7]",1
6187,15,4 + 3 = ?,"[4, 0, 0]",2,"[1, 0]",undefined,,1,False,exh-subclausal,False,filler,11.338616666666667,7 + 0 = ?,"[7, 4, 3]",,0,,False,"[5, 3, 2]",3604,1,,"[0, 1]",,There is a square.,3,0,"[4, 0, 0]","[7, 7, 0]",1
5124,15,There is a tick but nothing else.,"[0, 0, 0]",2,"[1, 0]",undefined,,0,True,exh-subclausal,True,response,11.338616666666667,There is a diamond but nothing else.,"[2, 6, 5]",,1,,True,"[8, 9, 6]",2592,1,,"[0, 1]",,There is a note.,2,0,"[0, 0, 0]","[0, 6, 3]",0
4223,15,Some but not all of the symbols are triangles.,"[0, 0, 0]",0,"[1, 0]",undefined,,0,True,exh-subclausal,True,response,11.338616666666667,Some but not all of the symbols are ticks.,"[9, 8, 6]",,0,,True,"[6, 4, 9]",1581,0,,"[1, 0]",,Some of the symbols are stars.,2,0,"[0, 0, 0]","[2, 3, 5]",1
3395,15,There are four hearts.,"[0, 0, 0]",1,"[0, 1]",undefined,,1,True,exh-subclausal,True,response,11.338616666666667,There are four triangles.,"[4, 3, 2]",,1,,True,"[7, 8, 3]",992,1,,"[0, 1]",,There are four circles.,0,1,"[0, 0, 0]","[9, 2, 4]",1
4967,15,Some of the symbols are hearts.,"[0, 0, 0]",0,"[0, 1]",undefined,,1,True,exh-subclausal,True,filler,11.338616666666667,Some of the symbols are spades.,"[4, 2, 5]",,0,,True,"[6, 2, 0]",1408,0,,"[1, 0]",,Some of the symbols are stars.,0,1,"[0, 0, 0]","[3, 6, 5]",1
5470,15,There are four but no more than four squares.,"[0, 0, 0]",1,"[0, 1]",undefined,,1,True,exh-subclausal,True,response,11.338616666666667,There are four but no more than four circles.,"[5, 2, 6]",,1,,True,"[2, 3, 4]",1334,1,,"[0, 1]",,There are four ticks.,2,1,"[0, 0, 0]","[7, 8, 5]",1
3350,15,9 + 8 = ?,"[4, 0, 0]",0,"[0, 1]",undefined,,0,True,exh-subclausal,False,filler,11.338616666666667,7 + 7 = ?,"[17, 9, 8]",,1,,False,"[3, 1, 8]",1288,1,,"[0, 1]",,Some of the symbols are spades.,3,1,"[1, 0, 0]","[14, 7, 7]",1
4889,15,There is a heart.,"[0, 0, 0]",2,"[0, 1]",undefined,,1,True,exh-subclausal,True,filler,11.338616666666667,There is a tick.,"[4, 3, 0]",,1,,True,"[8, 9, 4]",1706,1,,"[0, 1]",,There is a note.,1,1,"[0, 0, 0]","[2, 6, 1]",1
5162,15,There is a triangle.,"[0, 0, 0]",2,"[1, 0]",undefined,,0,True,exh-subclausal,True,filler,11.338616666666667,There is a heart.,"[9, 8, 7]",,0,,True,"[6, 2, 9]",1052,0,,"[1, 0]",,There is a star.,0,0,"[0, 0, 0]","[4, 9, 3]",1
2714,15,1 + 3 = ?,"[1, 0, 0]",2,"[0, 1]",undefined,,1,True,exh-subclausal,True,response,11.338616666666667,0 + 6 = ?,"[4, 1, 3]",,0,,True,"[9, 1, 4]",924,0,,"[1, 0]",,There is a triangle.,3,1,"[2, 0, 0]","[6, 0, 6]",0
3778,15,7 + 7 = ?,"[7, 0, 0]",1,"[0, 1]",undefined,,0,True,exh-subclausal,False,response,11.338616666666667,7 + 4 = ?,"[14, 7, 7]",,1,,False,"[7, 1, 4]",1816,1,,"[0, 1]",,There are four circles.,3,1,"[5, 0, 0]","[11, 7, 4]",1
3287,15,There are four but no more than four ticks.,"[0, 0, 0]",1,"[1, 0]",undefined,,0,True,exh-subclausal,True,filler,11.338616666666667,There are four but no more than four circles.,"[2, 1, 7]",,0,,True,"[0, 7, 2]",1103,0,,"[1, 0]",,There are four diamonds.,2,0,"[0, 0, 0]","[7, 5, 2]",1
2881,15,There are four but no more than four ticks.,"[0, 0, 0]",1,"[0, 1]",undefined,,1,True,exh-subclausal,True,filler,11.338616666666667,There are four but no more than four triangles.,"[2, 5, 4]",,0,,True,"[7, 4, 6]",982,0,,"[1, 0]",,There are four circles.,2,1,"[0, 0, 0]","[9, 4, 6]",1
4747,15,Some of the symbols are stars.,"[0, 0, 0]",0,"[1, 0]",undefined,,0,True,exh-subclausal,True,response,11.338616666666667,Some of the symbols are triangles.,"[6, 3, 2]",,0,,True,"[2, 1, 5]",2027,0,,"[1, 0]",,Some of the symbols are ticks.,0,0,"[0, 0, 0]","[9, 5, 4]",1
3298,15,3 + 0 = ?,"[5, 0, 0]",0,"[1, 0]",undefined,,0,False,exh-subclausal,True,filler,11.338616666666667,5 + 3 = ?,"[3, 3, 0]",,1,,False,"[9, 8, 7]",1278,0,,"[1, 0]",,Some of the symbols are triangles.,3,0,"[5, 0, 0]","[8, 5, 3]",1
3274,15,There is a triangle.,"[0, 0, 0]",2,"[1, 0]",undefined,,0,True,exh-subclausal,True,filler,11.338616666666667,There is a triangle.,"[9, 2, 1]",,1,,True,"[6, 4, 3]",1202,1,,"[0, 1]",,There is a star.,1,0,"[0, 0, 0]","[9, 6, 2]",1
5182,15,Some but not all of the symbols are ticks.,"[0, 0, 0]",0,"[1, 0]",undefined,,0,True,exh-subclausal,True,response,11.338616666666667,Some but not all of the symbols are circles.,"[2, 4, 5]",,1,,True,"[5, 6, 2]",2403,1,,"[0, 1]",,Some of the symbols are squares.,2,0,"[0, 0, 0]","[7, 2, 3]",1
5023,15,There is a diamond.,"[0, 0, 0]",2,"[0, 1]",undefined,,1,True,exh-subclausal,True,filler,11.338616666666667,There is a triangle.,"[0, 7, 3]",,0,,True,"[4, 3, 8]",1354,0,,"[1, 0]",,There is a heart.,1,1,"[0, 0, 0]","[9, 3, 4]",1
8878,15,There is a spade.,"[0, 0, 0]",2,"[0, 1]",undefined,,1,True,exh-subclausal,True,response,11.338616666666667,There is a tick.,"[3, 0, 6]",,0,,True,"[7, 2, 5]",5980,0,,"[1, 0]",,There is a circle.,0,1,"[0, 0, 0]","[2, 6, 0]",0
2982,15,6 + 5 = ?,"[4, 0, 0]",0,"[1, 0]",undefined,,0,False,exh-subclausal,True,response,11.338616666666667,0 + 3 = ?,"[11, 6, 5]",,1,,False,"[8, 4, 6]",1280,0,,"[1, 0]",,Some of the symbols are notes.,3,0,"[0, 0, 0]","[3, 0, 3]",1
2858,15,There are four squares.,"[0, 0, 0]",1,"[0, 1]",undefined,,1,True,exh-subclausal,True,filler,11.338616666666667,There are four squares.,"[5, 0, 4]",,0,,True,"[3, 7, 1]",1307,0,,"[1, 0]",,There are four spades.,1,1,"[0, 0, 0]","[5, 8, 1]",1
6356,15,Some of the symbols are clubs.,"[0, 0, 0]",0,"[1, 0]",undefined,,0,True,exh-subclausal,True,response,11.338616666666667,Some of the symbols are triangles.,"[1, 7, 4]",,0,,True,"[4, 8, 9]",1629,0,,"[1, 0]",,Some of the symbols are hearts.,1,0,"[0, 0, 0]","[9, 5, 6]",1
6560,15,There are four stars.,"[0, 0, 0]",1,"[1, 0]",undefined,,0,True,exh-subclausal,True,filler,11.338616666666667,There are four stars.,"[6, 2, 1]",,0,,True,"[8, 9, 2]",2646,0,,"[1, 0]",,There are four notes.,0,0,"[0, 0, 0]","[6, 3, 2]",1
2763,15,There are four clubs.,"[0, 0, 0]",1,"[0, 1]",undefined,,1,True,exh-subclausal,True,response,11.338616666666667,There are four diamonds.,"[1, 3, 0]",,1,,True,"[1, 3, 6]",1044,1,,"[0, 1]",,There are four clubs.,1,1,"[0, 0, 0]","[0, 6, 1]",1
4627,15,Some but not all of the symbols are diamonds.,"[0, 0, 0]",0,"[1, 0]",undefined,,0,True,exh-subclausal,True,response,11.338616666666667,Some but not all of the symbols are diamonds.,"[0, 3, 7]",,1,,True,"[5, 1, 0]",1296,1,,"[0, 1]",,Some of the symbols are squares.,2,0,"[0, 0, 0]","[0, 3, 7]",1
3184,15,There are four but no more than four circles.,"[0, 0, 0]",1,"[1, 0]",undefined,,0,True,exh-subclausal,True,filler,11.338616666666667,There are four but no more than four hearts.,"[7, 1, 2]",,1,,True,"[8, 2, 3]",1014,1,,"[0, 1]",,There are four notes.,2,0,"[0, 0, 0]","[4, 0, 9]",1
2877,15,2 + 0 = ?,"[0, 0, 0]",0,"[1, 0]",undefined,,0,False,exh-subclausal,True,response,11.338616666666667,1 + 4 = ?,"[2, 2, 0]",,1,,False,"[0, 2, 8]",1071,0,,"[1, 0]",,Some of the symbols are diamonds.,3,0,"[5, 0, 0]","[5, 1, 4]",1
4203,15,There is a club but nothing else.,"[0, 0, 0]",2,"[0, 1]",undefined,,1,True,exh-subclausal,True,filler,11.338616666666667,There is a spade but nothing else.,"[1, 6, 9]",,1,,True,"[8, 4, 5]",1409,1,,"[0, 1]",,There is a note.,2,1,"[0, 0, 0]","[3, 5, 9]",1
4322,15,There are four triangles.,"[0, 0, 0]",1,"[0, 1]",undefined,,1,True,exh-subclausal,True,filler,11.338616666666667,There are four hearts.,"[9, 3, 4]",,1,,True,"[5, 8, 1]",1359,1,,"[0, 1]",,There are four squares.,0,1,"[0, 0, 0]","[4, 5, 1]",1
3462,15,Some of the symbols are squares.,"[0, 0, 0]",0,"[1, 0]",undefined,,0,True,exh-subclausal,True,response,11.338616666666667,Some of the symbols are ticks.,"[5, 3, 0]",,1,,True,"[2, 0, 3]",854,1,,"[0, 1]",,Some of the symbols are ticks.,1,0,"[0, 0, 0]","[2, 8, 0]",1
2936,15,4 + 9 = ?,"[7, 0, 0]",2,"[0, 1]",undefined,,1,False,exh-subclausal,True,filler,11.338616666666667,9 + 9 = ?,"[13, 4, 9]",,0,,False,"[9, 8, 1]",977,1,,"[0, 1]",,There is a triangle.,3,1,"[6, 0, 0]","[18, 9, 9]",1
5337,15,Some of the symbols are circles.,"[0, 0, 0]",0,"[1, 0]",undefined,,0,True,exh-subclausal,True,response,11.338616666666667,Some of the symbols are hearts.,"[7, 3, 4]",,0,,True,"[3, 7, 9]",2563,0,,"[1, 0]",,Some of the symbols are spades.,1,0,"[0, 0, 0]","[4, 1, 6]",1
2577,15,8 + 9 = ?,"[6, 0, 0]",1,"[0, 1]",undefined,,1,True,exh-subclausal,True,filler,11.338616666666667,2 + 3 = ?,"[17, 8, 9]",,0,,True,"[4, 3, 9]",921,0,,"[1, 0]",,There are four hearts.,3,1,"[3, 0, 0]","[5, 2, 3]",1
4712,15,There is a square.,"[0, 0, 0]",2,"[0, 1]",undefined,,1,True,exh-subclausal,True,response,11.338616666666667,There is a heart.,"[5, 9, 2]",,0,,True,"[7, 9, 6]",2284,0,,"[1, 0]",,There is a circle.,1,1,"[0, 0, 0]","[4, 9, 0]",1
7992,15,There is a triangle but nothing else.,"[0, 0, 0]",2,"[0, 1]",undefined,,1,True,exh-subclausal,True,response,11.338616666666667,There is a tick but nothing else.,"[9, 0, 4]",,1,,True,"[6, 4, 7]",5876,1,,"[0, 1]",,There is a star.,2,1,"[0, 0, 0]","[2, 9, 1]",1
3726,15,There are four clubs.,"[0, 0, 0]",1,"[0, 1]",undefined,,1,True,exh-subclausal,True,response,11.338616666666667,There are four spades.,"[1, 4, 0]",,0,,True,"[0, 4, 8]",1532,0,,"[1, 0]",,There are four diamonds.,0,1,"[0, 0, 0]","[3, 6, 4]",1
2926,15,There are four diamonds.,"[0, 0, 0]",1,"[1, 0]",undefined,,0,True,exh-subclausal,True,filler,11.338616666666667,There are four spades.,"[0, 7, 6]",,1,,True,"[4, 6, 0]",803,1,,"[0, 1]",,There are four hearts.,1,0,"[0, 0, 0]","[3, 8, 7]",1
4468,15,There is a note.,"[0, 0, 0]",2,"[0, 1]",undefined,,1,True,exh-subclausal,True,filler,11.338616666666667,There is a spade.,"[8, 3, 1]",,1,,True,"[5, 9, 2]",1625,1,,"[0, 1]",,There is a square.,1,1,"[0, 0, 0]","[3, 4, 6]",1
4530,15,There is a spade but nothing else.,"[0, 0, 0]",2,"[1, 0]",undefined,,0,True,exh-subclausal,True,filler,11.338616666666667,There is a spade but nothing else.,"[3, 8, 2]",,0,,True,"[3, 7, 5]",1156,0,,"[1, 0]",,There is a spade.,2,0,"[0, 0, 0]","[3, 6, 5]",1
,16,,,,,undefined,bot_check,,,,,,9.2849,,,,,1,,,,,"[0, 'Susan']",,Susan,,,,,,
4566,16,There is a tick but nothing else.,"[0, 0, 0]",2,"[0, 1]",undefined,,1,True,exh-subclausal,True,filler,9.2849,There is a heart but nothing else.,"[2, 9, 4]",,1,,True,"[7, 5, 4]",1359,1,,"[0, 1]",,There is a circle.,2,1,"[0, 0, 0]","[4, 1, 3]",1
6329,16,There are four spades.,"[0, 0, 0]",1,"[1, 0]",undefined,,0,True,exh-subclausal,True,filler,9.2849,There are four hearts.,"[3, 1, 6]",,0,,True,"[2, 5, 9]",1679,0,,"[1, 0]",,There are four ticks.,1,0,"[0, 0, 0]","[4, 1, 5]",1
7521,16,Some of the symbols are spades.,"[0, 0, 0]",0,"[1, 0]",undefined,,0,True,exh-subclausal,True,filler,9.2849,Some of the symbols are circles.,"[3, 5, 4]",,0,,True,"[8, 5, 2]",1672,0,,"[1, 0]",,Some of the symbols are notes.,0,0,"[0, 0, 0]","[7, 2, 5]",1
3936,16,There are four diamonds.,"[0, 0, 0]",1,"[1, 0]",undefined,,0,True,exh-subclausal,True,filler,9.2849,There are four triangles.,"[0, 6, 7]",,1,,True,"[1, 6, 7]",1247,1,,"[0, 1]",,There are four clubs.,1,0,"[0, 0, 0]","[9, 6, 0]",1
7968,16,Some of the symbols are ticks.,"[0, 0, 0]",0,"[0, 1]",undefined,,1,True,exh-subclausal,True,filler,9.2849,Some of the symbols are hearts.,"[2, 8, 0]",,1,,True,"[3, 8, 5]",1983,1,,"[0, 1]",,Some of the symbols are spades.,1,1,"[0, 0, 0]","[4, 9, 7]",1
5704,16,4 + 9 = ?,"[0, 0, 0]",1,"[1, 0]",undefined,,1,True,exh-subclausal,False,response,9.2849,1 + 8 = ?,"[13, 4, 9]",,0,,False,"[8, 4, 3]",1566,0,,"[1, 0]",,There are four notes.,3,0,"[3, 0, 0]","[9, 1, 8]",1
4353,16,There is a diamond but nothing else.,"[0, 0, 0]",2,"[0, 1]",undefined,,1,True,exh-subclausal,True,filler,9.2849,There is a note but nothing else.,"[0, 4, 8]",,0,,True,"[8, 4, 5]",1256,0,,"[1, 0]",,There is a note.,2,1,"[0, 0, 0]","[8, 7, 0]",1
6041,16,There is a star.,"[0, 0, 0]",2,"[0, 1]",undefined,,1,True,exh-subclausal,True,filler,9.2849,There is a triangle.,"[6, 2, 7]",,1,,True,"[5, 9, 6]",1264,1,,"[0, 1]",,There is a square.,1,1,"[0, 0, 0]","[9, 3, 1]",1
4128,16,There is a circle but nothing else.,"[0, 0, 0]",2,"[1, 0]",undefined,,0,True,exh-subclausal,True,filler,9.2849,There is a circle but nothing else.,"[7, 8, 2]",,0,,True,"[6, 1, 9]",1312,0,,"[1, 0]",,There is a star.,2,0,"[0, 0, 0]","[7, 4, 6]",1
4848,16,2 + 6 = ?,"[4, 0, 0]",0,"[1, 0]",undefined,,1,True,exh-subclausal,False,filler,9.2849,4 + 3 = ?,"[8, 2, 6]",,0,,False,"[0, 5, 1]",2136,0,,"[1, 0]",,Some of the symbols are diamonds.,3,0,"[6, 0, 0]","[7, 4, 3]",1
