primeStrength,primeTShuffle,correctPTChoice,responseSentence,pTSentence,pOSymbols,goodPTChoice,Answer.time_in_minutes,correctPChoices,response_rt,pTwrongAnswer,pOChoice,audio,correctPOChoice,pOSentence,primeOShuffle,response,pTChoice,block_rt,slide_number,workerid,responseChoice,image,Answer.condition,pTSymbols,goodPOChoice,responseSymbols,pOwrongAnswer,primeType,trial_type,btwncondition,slide_type
3,"[0, 1]",True,There are four diamonds.,0 + 2 = ?,"[1, 1, 0]",1,15.256,True,971,"[4, 0, 0]",0,,True,1 + 0 = ?,"[1, 0]",,1,3095,,23,1,,undefined,"[2, 0, 2]",0,"[0, 8, 9]","[2, 0, 0]",1,filler,alternative,
3,"[1, 0]",False,Some of the symbols are clubs.,6 + 4 = ?,"[4, 2, 2]",0,15.256,False,1382,"[8, 0, 0]",0,,True,2 + 2 = ?,"[1, 0]",,1,4290,,23,1,,undefined,"[10, 6, 4]",0,"[1, 8, 4]","[9, 0, 0]",0,filler,alternative,
0,"[1, 0]",True,There is a circle.,There is a square.,"[1, 6, 8]",0,15.256,True,4819,"[0, 0, 0]",1,,True,There is a club.,"[0, 1]",,0,8248,,23,1,,undefined,"[5, 9, 1]",1,"[7, 0, 5]","[0, 0, 0]",2,filler,alternative,
3,"[0, 1]",True,Some of the symbols are triangles.,0 + 5 = ?,"[6, 2, 4]",1,15.256,True,2551,"[9, 0, 0]",0,,True,2 + 4 = ?,"[1, 0]",,1,5147,,23,1,,undefined,"[5, 0, 5]",0,"[9, 4, 3]","[1, 0, 0]",0,filler,alternative,
2,"[1, 0]",False,Some of the symbols are diamonds.,All of the symbols are clubs.,"[3, 9, 8]",0,15.256,False,1243,"[0, 0, 0]",0,,False,All of the symbols are spades.,"[0, 1]",,1,4830,,23,1,,undefined,"[1, 2, 3]",1,"[0, 3, 7]","[0, 0, 0]",0,filler,alternative,
3,"[1, 0]",False,There are four hearts.,4 + 9 = ?,"[13, 8, 5]",0,15.256,False,1022,"[7, 0, 0]",0,,False,8 + 5 = ?,"[0, 1]",,1,3411,,23,1,,undefined,"[13, 4, 9]",1,"[4, 8, 3]","[5, 0, 0]",1,filler,alternative,
3,"[1, 0]",True,Some of the symbols are stars.,8 + 3 = ?,"[9, 7, 2]",0,15.256,False,1047,"[8, 0, 0]",1,,False,7 + 2 = ?,"[1, 0]",,0,3013,,23,1,,undefined,"[11, 8, 3]",0,"[6, 7, 4]","[0, 0, 0]",0,response,alternative,
1,"[0, 1]",True,Some of the symbols are spades.,Some of the symbols are diamonds.,"[5, 6, 7]",1,15.256,True,1360,"[0, 0, 0]",1,,True,Some of the symbols are squares.,"[0, 1]",,1,4237,,23,1,,undefined,"[0, 6, 4]",1,"[3, 2, 9]","[0, 0, 0]",0,response,alternative,
1,"[0, 1]",True,There is a heart.,There is a note.,"[4, 7, 9]",1,15.256,True,1389,"[0, 0, 0]",1,,True,There is a heart.,"[0, 1]",,1,4450,,23,1,,undefined,"[8, 2, 6]",1,"[4, 6, 9]","[0, 0, 0]",2,filler,alternative,
3,"[0, 1]",False,There is a triangle.,7 + 6 = ?,"[13, 6, 7]",1,15.256,False,1465,"[3, 0, 0]",1,,True,6 + 7 = ?,"[0, 1]",,0,5154,,23,1,,undefined,"[13, 7, 6]",1,"[9, 5, 1]","[5, 0, 0]",2,filler,alternative,
0,"[0, 1]",True,There are four diamonds.,There are four ticks.,"[3, 7, 4]",1,15.256,True,1194,"[0, 0, 0]",1,,True,There are four spades.,"[0, 1]",,1,5994,,23,1,,undefined,"[2, 9, 6]",1,"[0, 6, 2]","[0, 0, 0]",1,response,alternative,
1,"[0, 1]",True,There are four stars.,There are four ticks.,"[9, 1, 5]",1,15.256,True,1208,"[0, 0, 0]",1,,True,There are four triangles.,"[0, 1]",,1,2997,,23,1,,undefined,"[2, 9, 6]",1,"[6, 8, 4]","[0, 0, 0]",1,response,alternative,
2,"[0, 1]",True,Some of the symbols are notes.,All of the symbols are spades.,"[7, 6, 8]",1,15.256,True,1875,"[0, 0, 0]",1,,True,All of the symbols are circles.,"[0, 1]",,1,4439,,23,1,,undefined,"[3, 2, 6]",1,"[8, 2, 7]","[0, 0, 0]",0,response,alternative,
3,"[0, 1]",False,There are four spades.,9 + 7 = ?,"[9, 7, 2]",1,15.256,False,1193,"[2, 0, 0]",1,,True,7 + 2 = ?,"[0, 1]",,0,5757,,23,1,,undefined,"[16, 9, 7]",1,"[3, 9, 4]","[0, 0, 0]",1,response,alternative,
3,"[0, 1]",True,Some of the symbols are notes.,6 + 9 = ?,"[5, 1, 4]",1,15.256,True,1623,"[6, 0, 0]",0,,True,1 + 4 = ?,"[1, 0]",,1,5117,,23,1,,undefined,"[15, 6, 9]",0,"[8, 4, 1]","[6, 0, 0]",0,filler,alternative,
3,"[0, 1]",True,There are four circles.,0 + 0 = ?,"[16, 7, 9]",1,15.256,True,1342,"[3, 0, 0]",0,,True,7 + 9 = ?,"[1, 0]",,1,3618,,23,1,,undefined,"[0, 0, 0]",0,"[7, 9, 6]","[0, 0, 0]",1,response,alternative,
0,"[1, 0]",True,There are four ticks.,There are four hearts.,"[3, 8, 1]",0,15.256,True,1466,"[0, 0, 0]",1,,True,There are four spades.,"[0, 1]",,0,10002,,23,1,,undefined,"[4, 0, 6]",1,"[2, 4, 8]","[0, 0, 0]",1,response,alternative,
1,"[1, 0]",True,There are four diamonds.,There are four notes.,"[2, 0, 6]",0,15.256,True,869,"[0, 0, 0]",1,,True,There are four ticks.,"[0, 1]",,0,2631,,23,1,,undefined,"[8, 2, 0]",1,"[0, 1, 6]","[0, 0, 0]",1,filler,alternative,
2,"[0, 1]",True,There are four stars.,There are six ticks.,"[7, 5, 6]",1,15.256,True,897,"[0, 0, 0]",1,,True,There are six circles.,"[0, 1]",,1,3354,,23,1,,undefined,"[2, 0, 7]",1,"[6, 2, 4]","[0, 0, 0]",1,filler,alternative,
0,"[0, 1]",True,Some of the symbols are circles.,Some of the symbols are triangles.,"[4, 3, 6]",1,15.256,True,1155,"[0, 0, 0]",0,,True,Some of the symbols are hearts.,"[1, 0]",,1,4006,,23,1,,undefined,"[9, 7, 5]",0,"[7, 9, 8]","[0, 0, 0]",0,filler,alternative,
2,"[0, 1]",True,There is a diamond.,There is a note and a club.,"[3, 7, 1]",1,15.256,True,2024,"[0, 0, 0]",1,,True,There is a spade and a circle.,"[0, 1]",,1,6753,,23,1,,undefined,"[8, 1, 3]",1,"[0, 3, 8]","[0, 0, 0]",2,response,alternative,
3,"[0, 1]",True,There are four diamonds.,6 + 6 = ?,"[8, 7, 1]",1,15.256,False,1078,"[4, 0, 0]",0,,False,7 + 1 = ?,"[0, 1]",,1,3923,,23,1,,undefined,"[12, 6, 6]",1,"[0, 8, 4]","[5, 0, 0]",1,filler,alternative,
0,"[1, 0]",False,There are four diamonds.,There are four triangles.,"[5, 2, 0]",0,15.256,False,951,"[0, 0, 0]",1,,True,There are four squares.,"[0, 1]",,1,3500,,23,1,,undefined,"[9, 5, 0]",1,"[0, 2, 8]","[0, 0, 0]",1,response,alternative,
3,"[1, 0]",False,There is a square.,6 + 4 = ?,"[14, 6, 8]",0,15.256,False,2121,"[1, 0, 0]",0,,True,6 + 8 = ?,"[1, 0]",,1,4643,,23,1,,undefined,"[10, 6, 4]",0,"[5, 7, 0]","[7, 0, 0]",2,response,alternative,
3,"[1, 0]",False,Some of the symbols are ticks.,7 + 9 = ?,"[4, 0, 4]",0,15.256,False,1617,"[9, 0, 0]",0,,False,0 + 4 = ?,"[0, 1]",,1,3706,,23,1,,undefined,"[16, 7, 9]",1,"[2, 3, 7]","[7, 0, 0]",0,filler,alternative,
3,"[0, 1]",True,There is a triangle.,5 + 8 = ?,"[7, 1, 6]",1,15.256,True,1735,"[7, 0, 0]",0,,True,1 + 6 = ?,"[1, 0]",,1,5437,,23,1,,undefined,"[13, 5, 8]",0,"[9, 3, 2]","[2, 0, 0]",2,response,alternative,
1,"[1, 0]",True,There are four clubs.,There are four ticks.,"[9, 7, 5]",0,15.256,True,1159,"[0, 0, 0]",1,,True,There are four triangles.,"[0, 1]",,0,2998,,23,1,,undefined,"[2, 3, 9]",1,"[1, 4, 8]","[0, 0, 0]",1,response,alternative,
2,"[0, 1]",True,There is a star.,There is a club and a star.,"[4, 5, 8]",1,15.256,True,1380,"[0, 0, 0]",0,,True,There is a heart and a square.,"[1, 0]",,1,4925,,23,1,,undefined,"[1, 6, 9]",0,"[6, 9, 1]","[0, 0, 0]",2,filler,alternative,
0,"[0, 1]",True,There are four spades.,There are four ticks.,"[9, 8, 7]",1,15.256,True,796,"[0, 0, 0]",0,,True,There are four triangles.,"[1, 0]",,1,3120,,23,0,,undefined,"[2, 5, 9]",0,"[3, 2, 4]","[0, 0, 0]",1,response,alternative,
2,"[1, 0]",True,There are four hearts.,There are six circles.,"[3, 5, 8]",0,15.256,True,1191,"[0, 0, 0]",1,,True,There are six spades.,"[0, 1]",,0,4367,,23,1,,undefined,"[7, 4, 5]",1,"[4, 2, 5]","[0, 0, 0]",1,response,alternative,
0,"[0, 1]",True,Some of the symbols are triangles.,Some of the symbols are hearts.,"[3, 2, 7]",1,15.256,True,5846,"[0, 0, 0]",1,,True,Some of the symbols are spades.,"[0, 1]",,1,9072,,23,1,,undefined,"[4, 8, 7]",1,"[9, 8, 3]","[0, 0, 0]",0,filler,alternative,
2,"[0, 1]",True,There is a star.,There is a club and a heart.,"[6, 1, 2]",1,15.256,True,1531,"[0, 0, 0]",1,,True,There is a star and a club.,"[0, 1]",,1,3921,,23,1,,undefined,"[1, 4, 0]",1,"[6, 0, 2]","[0, 0, 0]",2,filler,alternative,
0,"[0, 1]",True,There is a triangle.,There is a spade.,"[5, 0, 2]",1,15.256,True,1386,"[0, 0, 0]",0,,True,There is a square.,"[1, 0]",,1,4451,,23,1,,undefined,"[3, 6, 8]",0,"[9, 2, 0]","[0, 0, 0]",2,filler,alternative,
3,"[1, 0]",True,There are four circles.,5 + 5 = ?,"[9, 3, 6]",0,15.256,False,1319,"[0, 0, 0]",1,,False,3 + 6 = ?,"[1, 0]",,0,4086,,23,1,,undefined,"[10, 5, 5]",0,"[7, 5, 6]","[2, 0, 0]",1,response,alternative,
2,"[0, 1]",True,There is a triangle.,There is a note and a star.,"[7, 0, 5]",1,15.256,True,1413,"[0, 0, 0]",0,,True,There is a circle and a diamond.,"[1, 0]",,1,3960,,23,1,,undefined,"[8, 6, 5]",0,"[9, 1, 0]","[0, 0, 0]",2,filler,alternative,
1,"[0, 1]",True,There are four spades.,There are four clubs.,"[6, 3, 7]",1,15.256,True,1078,"[0, 0, 0]",1,,True,There are four stars.,"[0, 1]",,1,3114,,23,1,,undefined,"[1, 3, 7]",1,"[3, 2, 5]","[0, 0, 0]",1,filler,alternative,
1,"[1, 0]",True,Some of the symbols are triangles.,Some of the symbols are spades.,"[4, 8, 2]",0,15.256,True,919,"[0, 0, 0]",1,,True,Some of the symbols are hearts.,"[0, 1]",,0,4538,,23,1,,undefined,"[3, 8, 9]",1,"[9, 3, 0]","[0, 0, 0]",0,filler,alternative,
0,"[0, 1]",True,There are four diamonds.,There are four stars.,"[1, 2, 6]",1,15.256,True,907,"[0, 0, 0]",1,,True,There are four clubs.,"[0, 1]",,1,2925,,23,1,,undefined,"[6, 0, 9]",1,"[0, 8, 7]","[0, 0, 0]",1,filler,alternative,
2,"[1, 0]",True,There is a triangle.,There is a circle and a tick.,"[4, 2, 7]",0,15.256,True,1836,"[0, 0, 0]",0,,True,There is a heart and a tick.,"[1, 0]",,0,3882,,23,1,,undefined,"[7, 2, 9]",0,"[9, 4, 1]","[0, 0, 0]",2,response,alternative,
2,"[0, 1]",True,There are four squares.,There are six hearts.,"[9, 3, 2]",1,15.256,True,1037,"[0, 0, 0]",0,,True,There are six triangles.,"[1, 0]",,1,3091,,23,1,,undefined,"[4, 2, 5]",0,"[5, 4, 2]","[0, 0, 0]",1,filler,alternative,
1,"[1, 0]",True,There is a diamond.,There is a diamond.,"[5, 6, 8]",0,15.256,True,1370,"[0, 0, 0]",0,,True,There is a square.,"[1, 0]",,0,3337,,23,1,,undefined,"[0, 2, 5]",0,"[0, 5, 2]","[0, 0, 0]",2,filler,alternative,
1,"[0, 1]",True,There are four clubs.,There are four hearts.,"[5, 7, 2]",1,15.256,True,1036,"[0, 0, 0]",0,,True,There are four squares.,"[1, 0]",,1,3022,,23,1,,undefined,"[4, 2, 8]",0,"[1, 3, 4]","[0, 0, 0]",1,response,alternative,
1,"[0, 1]",True,There is a club.,There is a star.,"[9, 0, 8]",1,15.256,True,1256,"[0, 0, 0]",0,,True,There is a triangle.,"[1, 0]",,1,2894,,23,1,,undefined,"[6, 2, 7]",0,"[1, 0, 3]","[0, 0, 0]",2,response,alternative,
3,"[0, 1]",False,Some of the symbols are clubs.,4 + 2 = ?,"[17, 8, 9]",1,15.256,False,1754,"[5, 0, 0]",1,,True,8 + 9 = ?,"[0, 1]",,0,3834,,23,1,,undefined,"[6, 4, 2]",1,"[1, 9, 8]","[5, 0, 0]",0,response,alternative,
2,"[1, 0]",True,Some of the symbols are diamonds.,All of the symbols are squares.,"[3, 0, 4]",0,15.256,False,962,"[0, 0, 0]",1,,False,All of the symbols are spades.,"[1, 0]",,0,4609,,23,1,,undefined,"[5, 3, 7]",0,"[0, 8, 2]","[0, 0, 0]",0,filler,alternative,
3,"[1, 0]",False,There is a tick.,6 + 7 = ?,"[15, 6, 9]",0,15.256,False,1861,"[8, 0, 0]",0,,False,6 + 9 = ?,"[0, 1]",,1,4208,,23,1,,undefined,"[13, 6, 7]",1,"[2, 0, 3]","[3, 0, 0]",2,filler,alternative,
3,"[0, 1]",True,There are four circles.,6 + 2 = ?,"[9, 9, 0]",1,15.256,True,851,"[0, 0, 0]",0,,True,9 + 0 = ?,"[1, 0]",,1,2679,,23,1,,undefined,"[8, 6, 2]",0,"[7, 8, 2]","[8, 0, 0]",1,response,alternative,
2,"[0, 1]",True,There are four spades.,There are six hearts.,"[3, 7, 4]",1,15.256,True,1099,"[0, 0, 0]",0,,True,There are six spades.,"[1, 0]",,1,2893,,23,1,,undefined,"[4, 9, 3]",0,"[3, 7, 6]","[0, 0, 0]",1,response,alternative,
0,"[1, 0]",True,Some of the symbols are squares.,Some of the symbols are triangles.,"[5, 9, 3]",0,15.256,True,1176,"[0, 0, 0]",0,,True,Some of the symbols are squares.,"[1, 0]",,0,4562,,23,1,,undefined,"[9, 0, 1]",0,"[5, 6, 2]","[0, 0, 0]",0,filler,alternative,
2,"[1, 0]",True,Some of the symbols are triangles.,All of the symbols are triangles.,"[3, 1, 0]",0,15.256,True,1698,"[0, 0, 0]",1,,True,All of the symbols are spades.,"[0, 1]",,0,6344,,23,1,,undefined,"[9, 7, 8]",1,"[9, 7, 3]","[0, 0, 0]",0,response,alternative,
0,"[1, 0]",True,There is a circle.,There is a triangle.,"[8, 3, 7]",0,15.256,True,1420,"[0, 0, 0]",0,,True,There is a note.,"[1, 0]",,0,3962,,23,1,,undefined,"[9, 3, 4]",0,"[7, 5, 1]","[0, 0, 0]",2,filler,alternative,
2,"[0, 1]",True,There is a star.,There is a spade and a note.,"[4, 5, 6]",1,15.256,True,4328,"[0, 0, 0]",1,,True,There is a heart and a square.,"[0, 1]",,1,7874,,23,1,,undefined,"[3, 8, 7]",1,"[6, 1, 4]","[0, 0, 0]",2,response,alternative,
1,"[1, 0]",True,Some of the symbols are stars.,Some of the symbols are triangles.,"[6, 5, 3]",0,15.256,True,1005,"[0, 0, 0]",1,,True,Some of the symbols are stars.,"[0, 1]",,0,3922,,23,1,,undefined,"[9, 3, 8]",1,"[6, 5, 4]","[0, 0, 0]",0,filler,alternative,
0,"[0, 1]",True,There are four clubs.,There are four notes.,"[7, 9, 5]",1,15.256,True,1028,"[0, 0, 0]",0,,True,There are four circles.,"[1, 0]",,1,4108,,23,1,,undefined,"[8, 7, 5]",0,"[1, 5, 0]","[0, 0, 0]",1,filler,alternative,
0,"[1, 0]",True,There are four notes.,There are four notes.,"[7, 0, 5]",0,15.256,True,970,"[0, 0, 0]",0,,True,There are four circles.,"[1, 0]",,0,3353,,23,1,,undefined,"[8, 6, 5]",0,"[8, 0, 7]","[0, 0, 0]",1,filler,alternative,
1,"[0, 1]",True,There are four spades.,There are four circles.,"[6, 4, 3]",1,15.256,True,1247,"[0, 0, 0]",1,,True,There are four stars.,"[0, 1]",,1,2908,,23,1,,undefined,"[7, 1, 3]",1,"[3, 0, 1]","[0, 0, 0]",1,filler,alternative,
3,"[1, 0]",False,Some of the symbols are stars.,0 + 7 = ?,"[10, 4, 6]",0,15.256,False,1613,"[3, 0, 0]",0,,False,4 + 6 = ?,"[0, 1]",,1,3383,,23,1,,undefined,"[7, 0, 7]",1,"[6, 9, 2]","[9, 0, 0]",0,response,alternative,
2,"[0, 1]",True,Some of the symbols are circles.,All of the symbols are squares.,"[3, 7, 5]",1,15.256,True,1314,"[0, 0, 0]",0,,True,All of the symbols are spades.,"[1, 0]",,1,4524,,23,1,,undefined,"[5, 0, 4]",0,"[7, 9, 2]","[0, 0, 0]",0,response,alternative,
1,"[0, 1]",True,There are four clubs.,There are four ticks.,"[8, 7, 5]",1,15.256,True,1004,"[0, 0, 0]",1,,True,There are four notes.,"[0, 1]",,1,3063,,23,1,,undefined,"[2, 1, 5]",1,"[1, 5, 7]","[0, 0, 0]",1,response,alternative,
1,"[1, 0]",True,There is a star.,There is a triangle.,"[5, 1, 3]",0,15.256,True,836,"[0, 0, 0]",0,,True,There is a square.,"[1, 0]",,0,2729,,23,1,,undefined,"[9, 4, 8]",0,"[6, 2, 0]","[0, 0, 0]",2,filler,alternative,
0,"[0, 1]",True,There is a heart.,There is a spade.,"[9, 8, 7]",1,15.256,True,2034,"[0, 0, 0]",0,,True,There is a triangle.,"[1, 0]",,1,5557,,23,1,,undefined,"[3, 1, 4]",0,"[4, 9, 3]","[0, 0, 0]",2,response,alternative,
2,"[0, 1]",True,There are four circles.,There are six spades.,"[7, 8, 0]",1,15.256,True,1043,"[0, 0, 0]",1,,True,There are six circles.,"[0, 1]",,1,2806,,23,1,,undefined,"[3, 6, 9]",1,"[7, 1, 3]","[0, 0, 0]",1,response,alternative,
3,"[0, 1]",True,There is a club.,1 + 9 = ?,"[12, 6, 6]",1,15.256,True,3790,"[7, 0, 0]",0,,True,6 + 6 = ?,"[1, 0]",,1,5805,,23,1,,undefined,"[10, 1, 9]",0,"[1, 4, 2]","[4, 0, 0]",2,filler,alternative,
1,"[1, 0]",True,There is a tick.,There is a circle.,"[6, 0, 9]",0,15.256,True,954,"[0, 0, 0]",1,,True,There is a star.,"[0, 1]",,0,3180,,23,1,,undefined,"[7, 4, 0]",1,"[2, 6, 7]","[0, 0, 0]",2,response,alternative,
2,"[1, 0]",True,Some of the symbols are squares.,All of the symbols are ticks.,"[2, 4, 9]",0,15.256,True,929,"[0, 0, 0]",0,,True,All of the symbols are ticks.,"[1, 0]",,0,3125,,23,1,,undefined,"[2, 8, 5]",0,"[5, 3, 4]","[0, 0, 0]",0,filler,alternative,
1,"[1, 0]",True,There is a tick.,There is a tick.,"[6, 5, 0]",0,15.256,True,1530,"[0, 0, 0]",0,,True,There is a star.,"[1, 0]",,0,4351,,23,1,,undefined,"[2, 3, 7]",0,"[2, 3, 5]","[0, 0, 0]",2,response,alternative,
2,"[0, 1]",True,There are four diamonds.,There are six notes.,"[2, 1, 8]",1,15.256,True,1093,"[0, 0, 0]",0,,True,There are six ticks.,"[1, 0]",,1,2897,,23,1,,undefined,"[8, 9, 0]",0,"[0, 4, 8]","[0, 0, 0]",1,filler,alternative,
0,"[1, 0]",True,There is a spade.,There is a heart.,"[9, 2, 8]",0,15.256,True,1731,"[0, 0, 0]",0,,True,There is a triangle.,"[1, 0]",,0,5266,,23,1,,undefined,"[4, 3, 5]",0,"[3, 5, 1]","[0, 0, 0]",2,response,alternative,
0,"[1, 0]",True,Some of the symbols are clubs.,Some of the symbols are notes.,"[7, 5, 8]",0,15.256,True,1199,"[0, 0, 0]",0,,True,Some of the symbols are circles.,"[1, 0]",,0,3987,,23,1,,undefined,"[8, 5, 2]",0,"[1, 7, 3]","[0, 0, 0]",0,response,alternative,
0,"[1, 0]",True,Some of the symbols are diamonds.,Some of the symbols are notes.,"[9, 0, 7]",0,15.256,True,974,"[0, 0, 0]",0,,True,Some of the symbols are triangles.,"[1, 0]",,0,3133,,23,1,,undefined,"[8, 9, 0]",0,"[0, 6, 5]","[0, 0, 0]",0,response,alternative,
0,"[1, 0]",True,There is a club.,There is a star.,"[7, 3, 5]",0,15.256,True,1564,"[0, 0, 0]",0,,True,There is a circle.,"[1, 0]",,0,4183,,23,1,,undefined,"[6, 1, 7]",0,"[1, 2, 5]","[0, 0, 0]",2,response,alternative,
2,"[1, 0]",True,There are four hearts.,There are six diamonds.,"[8, 7, 5]",0,15.256,True,1011,"[0, 0, 0]",0,,True,There are six notes.,"[1, 0]",,0,2947,,23,1,,undefined,"[0, 8, 9]",0,"[4, 1, 2]","[0, 0, 0]",1,response,alternative,
1,"[1, 0]",False,Some of the symbols are circles.,Some of the symbols are ticks.,"[5, 0, 6]",0,15.256,False,2815,"[0, 0, 0]",1,,True,Some of the symbols are squares.,"[0, 1]",,1,5124,,23,1,,undefined,"[2, 4, 8]",1,"[7, 6, 9]","[0, 0, 0]",0,filler,alternative,
3,"[1, 0]",False,There is a club.,8 + 5 = ?,"[7, 7, 0]",0,15.256,False,1503,"[3, 0, 0]",0,,True,7 + 0 = ?,"[1, 0]",,1,3524,,23,1,,undefined,"[13, 8, 5]",0,"[1, 4, 6]","[2, 0, 0]",2,response,alternative,
2,"[0, 1]",True,There is a square.,There is a spade and a note.,"[0, 5, 6]",1,15.256,True,1025,"[0, 0, 0]",1,,True,There is a diamond and a square.,"[0, 1]",,1,3233,,23,1,,undefined,"[3, 8, 2]",1,"[5, 4, 2]","[0, 0, 0]",2,filler,alternative,
2,"[0, 1]",True,There is a circle.,There is a square and a star.,"[3, 8, 0]",1,15.256,True,1076,"[0, 0, 0]",1,,True,There is a spade and a note.,"[0, 1]",,1,3363,,23,1,,undefined,"[5, 6, 2]",1,"[7, 6, 5]","[0, 0, 0]",2,response,alternative,
3,"[1, 0]",True,There is a spade.,7 + 4 = ?,"[12, 3, 9]",0,15.256,False,1140,"[7, 0, 0]",1,,False,3 + 9 = ?,"[1, 0]",,0,3248,,23,1,,undefined,"[11, 7, 4]",0,"[3, 5, 7]","[1, 0, 0]",2,filler,alternative,
1,"[1, 0]",True,Some of the symbols are diamonds.,Some of the symbols are triangles.,"[9, 3, 2]",0,15.256,True,1151,"[0, 0, 0]",0,,True,Some of the symbols are triangles.,"[1, 0]",,0,3978,,23,1,,undefined,"[9, 5, 4]",0,"[0, 6, 9]","[0, 0, 0]",0,filler,alternative,
0,"[0, 1]",True,There are four clubs.,There are four clubs.,"[8, 1, 5]",1,15.256,True,921,"[0, 0, 0]",1,,True,There are four notes.,"[0, 1]",,1,3669,,23,1,,undefined,"[1, 8, 7]",1,"[1, 7, 8]","[0, 0, 0]",1,filler,alternative,
1,"[1, 0]",True,Some of the symbols are clubs.,Some of the symbols are notes.,"[8, 2, 1]",0,15.256,True,1407,"[0, 0, 0]",1,,True,Some of the symbols are notes.,"[0, 1]",,0,4029,,23,1,,undefined,"[8, 6, 4]",1,"[1, 6, 8]","[0, 0, 0]",0,response,alternative,
1,"[1, 0]",True,There is a star.,There is a triangle.,"[8, 4, 5]",0,15.256,True,1629,"[0, 0, 0]",1,,True,There is a note.,"[0, 1]",,0,4037,,23,1,,undefined,"[9, 2, 7]",1,"[6, 9, 4]","[0, 0, 0]",2,response,alternative,
0,"[1, 0]",True,Some of the symbols are diamonds.,Some of the symbols are stars.,"[9, 7, 8]",0,15.256,True,1107,"[0, 0, 0]",1,,True,Some of the symbols are triangles.,"[0, 1]",,0,3940,,23,1,,undefined,"[6, 9, 0]",1,"[0, 2, 8]","[0, 0, 0]",0,response,alternative,
,,,,,,,14.76965,,,,,,,,,"[0, 'Jennifer']",,,1,24,,Jennifer,undefined,,,,,,,,bot_check
2,"[1, 0]",True,There are four ticks.,There are six spades.,"[7, 6, 9]",0,14.76965,True,2097,"[0, 0, 0]",0,,True,There are six circles.,"[1, 0]",,0,8010,,24,1,,undefined,"[3, 5, 2]",0,"[2, 5, 3]","[0, 0, 0]",1,response,alternative,
0,"[1, 0]",True,Some of the symbols are circles.,Some of the symbols are notes.,"[6, 1, 3]",0,14.76965,True,2240,"[0, 0, 0]",0,,True,Some of the symbols are stars.,"[1, 0]",,0,6246,,24,1,,undefined,"[8, 0, 3]",0,"[7, 9, 3]","[0, 0, 0]",0,filler,alternative,
0,"[1, 0]",True,There is a square.,There is a star.,"[7, 2, 5]",0,14.76965,True,2409,"[0, 0, 0]",0,,True,There is a circle.,"[1, 0]",,0,5746,,24,1,,undefined,"[6, 9, 1]",0,"[5, 0, 6]","[0, 0, 0]",2,filler,alternative,
3,"[0, 1]",False,There are four triangles.,9 + 9 = ?,"[12, 9, 3]",1,14.76965,False,1761,"[0, 0, 0]",1,,True,9 + 3 = ?,"[0, 1]",,0,4465,,24,1,,undefined,"[18, 9, 9]",1,"[9, 3, 6]","[3, 0, 0]",1,response,alternative,
0,"[0, 1]",True,There are four ticks.,There are four notes.,"[2, 0, 7]",1,14.76965,True,1848,"[0, 0, 0]",0,,True,There are four ticks.,"[1, 0]",,1,9420,,24,1,,undefined,"[8, 0, 5]",0,"[2, 0, 8]","[0, 0, 0]",1,filler,alternative,
2,"[0, 1]",True,Some of the symbols are stars.,All of the symbols are diamonds.,"[2, 6, 1]",1,14.76965,True,6726,"[0, 0, 0]",0,,True,All of the symbols are ticks.,"[1, 0]",,1,60312,,24,1,,undefined,"[0, 7, 6]",0,"[6, 3, 8]","[0, 0, 0]",0,response,alternative,
3,"[0, 1]",False,Some of the symbols are squares.,0 + 4 = ?,"[12, 9, 3]",1,14.76965,False,1601,"[1, 0, 0]",1,,False,9 + 3 = ?,"[1, 0]",,0,5664,,24,1,,undefined,"[4, 0, 4]",0,"[5, 1, 8]","[2, 0, 0]",0,filler,alternative,
3,"[0, 1]",False,There are four squares.,4 + 8 = ?,"[9, 3, 6]",1,14.76965,False,1485,"[3, 0, 0]",1,,False,3 + 6 = ?,"[1, 0]",,0,4930,,24,1,,undefined,"[12, 4, 8]",0,"[5, 3, 2]","[7, 0, 0]",1,filler,alternative,
0,"[0, 1]",True,There is a star.,There is a club.,"[6, 8, 3]",1,14.76965,True,1394,"[0, 0, 0]",1,,True,There is a star.,"[0, 1]",,1,5279,,24,1,,undefined,"[1, 0, 2]",1,"[6, 3, 5]","[0, 0, 0]",2,filler,alternative,
1,"[0, 1]",False,There is a note.,There is a spade.,"[5, 9, 3]",1,14.76965,False,1328,"[0, 0, 0]",0,,False,There is a square.,"[0, 1]",,0,11444,,24,0,,undefined,"[3, 6, 0]",1,"[8, 9, 3]","[0, 0, 0]",2,response,alternative,
3,"[1, 0]",True,There are four ticks.,0 + 8 = ?,"[8, 1, 7]",0,14.76965,True,1279,"[8, 0, 0]",1,,True,1 + 7 = ?,"[0, 1]",,0,8310,,24,1,,undefined,"[8, 0, 8]",1,"[2, 8, 6]","[6, 0, 0]",1,filler,alternative,
1,"[1, 0]",True,There are four circles.,There are four squares.,"[9, 1, 8]",0,14.76965,True,1064,"[0, 0, 0]",1,,True,There are four triangles.,"[0, 1]",,0,4292,,24,1,,undefined,"[5, 4, 3]",1,"[7, 1, 5]","[0, 0, 0]",1,filler,alternative,
