slide_type,block_rt,workerid,response_rt,primeOShuffle,pTSentence,primeType,responseSymbols,btwncondition,trial_type,correctPOChoice,pTChoice,pOChoice,goodPTChoice,response,Answer.time_in_minutes,responseChoice,primeStrength,primeTShuffle,slide_number,pOSentence,pTwrongAnswer,pOwrongAnswer,audio,correctPChoices,responseSentence,pTSymbols,correctPTChoice,image,goodPOChoice,Answer.condition,pOSymbols
,3815,17,1390,"[1, 0]",There are six clubs.,1,"[7, 5, 6]",alternative,filler,True,1,0,1,,10.806266666666666,1,2,"[0, 1]",,There are six clubs.,"[0, 0, 0]","[0, 0, 0]",,True,There are four circles.,"[1, 2, 6]",True,,0,undefined,"[1, 0, 8]"
,4160,17,1775,"[1, 0]",0 + 8 = ?,2,"[1, 6, 5]",alternative,response,False,0,1,1,,10.806266666666666,1,3,"[0, 1]",,6 + 7 = ?,"[9, 0, 0]","[9, 0, 0]",,False,There is a club.,"[8, 0, 8]",False,,0,undefined,"[13, 6, 7]"
,5824,17,1429,"[1, 0]",There is a club.,2,"[6, 2, 8]",alternative,filler,True,0,0,0,,10.806266666666666,1,0,"[1, 0]",,There is a tick.,"[0, 0, 0]","[0, 0, 0]",,True,There is a star.,"[1, 4, 8]",True,,0,undefined,"[2, 3, 4]"
,3729,17,1103,"[1, 0]",7 + 8 = ?,1,"[0, 3, 9]",alternative,filler,True,1,0,0,,10.806266666666666,1,3,"[1, 0]",,1 + 9 = ?,"[1, 0, 0]","[6, 0, 0]",,False,There are four diamonds.,"[15, 7, 8]",False,,0,undefined,"[10, 1, 9]"
,4855,17,1855,"[0, 1]",There is a club.,2,"[1, 9, 3]",alternative,response,False,0,0,0,,10.806266666666666,1,0,"[1, 0]",,There is a diamond.,"[0, 0, 0]","[0, 0, 0]",,False,There is a club.,"[1, 2, 6]",True,,1,undefined,"[0, 8, 7]"
,5856,17,3055,"[1, 0]",8 + 9 = ?,2,"[8, 2, 4]",alternative,filler,True,0,0,0,,10.806266666666666,1,3,"[1, 0]",,6 + 2 = ?,"[5, 0, 0]","[7, 0, 0]",,True,There is a note.,"[17, 8, 9]",True,,0,undefined,"[8, 6, 2]"
,3440,17,1479,"[0, 1]",9 + 9 = ?,1,"[0, 9, 5]",alternative,response,True,0,1,0,,10.806266666666666,1,3,"[1, 0]",,8 + 1 = ?,"[4, 0, 0]","[6, 0, 0]",,True,There are four diamonds.,"[18, 9, 9]",True,,1,undefined,"[9, 8, 1]"
,3920,17,1215,"[1, 0]",There are four circles.,1,"[4, 5, 9]",alternative,filler,True,0,0,0,,10.806266666666666,1,1,"[1, 0]",,There are four notes.,"[0, 0, 0]","[0, 0, 0]",,True,There are four hearts.,"[7, 9, 0]",True,,0,undefined,"[8, 2, 1]"
,4208,17,1494,"[0, 1]",6 + 9 = ?,1,"[7, 3, 5]",alternative,response,True,0,1,1,,10.806266666666666,1,3,"[0, 1]",,6 + 0 = ?,"[2, 0, 0]","[7, 0, 0]",,False,There are four circles.,"[15, 6, 9]",False,,1,undefined,"[6, 6, 0]"
,4296,17,1767,"[1, 0]",There is a star.,2,"[5, 8, 6]",alternative,response,True,1,0,1,,10.806266666666666,1,0,"[0, 1]",,There is a star.,"[0, 0, 0]","[0, 0, 0]",,True,There is a square.,"[6, 0, 1]",True,,0,undefined,"[6, 7, 8]"
,5376,17,1831,"[0, 1]",Some of the symbols are circles.,0,"[0, 6, 5]",alternative,filler,True,1,1,1,,10.806266666666666,1,1,"[0, 1]",,Some of the symbols are diamonds.,"[0, 0, 0]","[0, 0, 0]",,True,Some of the symbols are diamonds.,"[7, 9, 4]",True,,1,undefined,"[0, 2, 5]"
,4784,17,1983,"[0, 1]",There are four diamonds.,1,"[3, 4, 1]",alternative,response,True,1,1,1,,10.806266666666666,0,0,"[0, 1]",,There are four notes.,"[0, 0, 0]","[0, 0, 0]",,True,There are four spades.,"[0, 4, 1]",True,,1,undefined,"[8, 4, 6]"
,5712,17,1302,"[1, 0]",All of the symbols are circles.,0,"[1, 6, 8]",alternative,response,True,1,0,1,,10.806266666666666,0,2,"[0, 1]",,All of the symbols are squares.,"[0, 0, 0]","[0, 0, 0]",,True,Some of the symbols are clubs.,"[7, 4, 6]",True,,0,undefined,"[5, 9, 6]"
,4426,17,1224,"[0, 1]",There is a star and a square.,2,"[5, 6, 3]",alternative,filler,True,0,1,0,,10.806266666666666,1,2,"[1, 0]",,There is a tick and a spade.,"[0, 0, 0]","[0, 0, 0]",,True,There is a square.,"[6, 5, 2]",True,,1,undefined,"[2, 3, 9]"
,3502,17,1062,"[0, 1]",0 + 9 = ?,2,"[2, 6, 1]",alternative,filler,True,0,1,0,,10.806266666666666,1,3,"[1, 0]",,4 + 1 = ?,"[7, 0, 0]","[3, 0, 0]",,True,There is a tick.,"[9, 0, 9]",True,,1,undefined,"[5, 4, 1]"
,4545,17,2224,"[0, 1]",5 + 9 = ?,0,"[1, 9, 4]",alternative,response,True,0,1,1,,10.806266666666666,1,3,"[0, 1]",,2 + 0 = ?,"[9, 0, 0]","[7, 0, 0]",,False,Some of the symbols are clubs.,"[14, 5, 9]",False,,1,undefined,"[2, 2, 0]"
,3798,17,1335,"[1, 0]",There is a square.,2,"[9, 3, 2]",alternative,response,True,0,0,0,,10.806266666666666,1,1,"[1, 0]",,There is a circle.,"[0, 0, 0]","[0, 0, 0]",,True,There is a triangle.,"[5, 0, 2]",True,,0,undefined,"[7, 3, 6]"
,4720,17,1463,"[0, 1]",There is a star and a square.,2,"[3, 8, 6]",alternative,filler,True,1,1,1,,10.806266666666666,1,2,"[0, 1]",,There is a circle and a square.,"[0, 0, 0]","[0, 0, 0]",,True,There is a spade.,"[6, 5, 3]",True,,1,undefined,"[7, 5, 3]"
bot_check,,18,,,,,,,,,,,,"[0, 'Jennifer']",14.139083333333334,,,,1,,,,,,,,,Jennifer,,undefined,
,13455,18,5191,"[0, 1]",Some of the symbols are ticks.,0,"[2, 0, 6]",alternative,response,True,1,1,1,,14.139083333333334,1,1,"[0, 1]",,Some of the symbols are clubs.,"[0, 0, 0]","[0, 0, 0]",,True,Some of the symbols are ticks.,"[2, 0, 1]",True,,1,undefined,"[1, 2, 4]"
,13352,18,3326,"[1, 0]",There is a club.,2,"[3, 1, 2]",alternative,filler,True,0,0,0,,14.139083333333334,1,1,"[1, 0]",,There is a tick.,"[0, 0, 0]","[0, 0, 0]",,True,There is a spade.,"[1, 6, 9]",True,,0,undefined,"[2, 6, 0]"
,16008,18,3503,"[0, 1]",Some of the symbols are ticks.,0,"[4, 5, 8]",alternative,filler,True,1,1,1,,14.139083333333334,1,1,"[0, 1]",,Some of the symbols are clubs.,"[0, 0, 0]","[0, 0, 0]",,True,Some of the symbols are hearts.,"[2, 7, 1]",True,,1,undefined,"[1, 2, 4]"
,10416,18,3376,"[0, 1]",There are six notes.,1,"[7, 1, 8]",alternative,filler,True,1,1,1,,14.139083333333334,1,2,"[0, 1]",,There are six ticks.,"[0, 0, 0]","[0, 0, 0]",,True,There are four circles.,"[8, 4, 5]",True,,1,undefined,"[2, 8, 0]"
,13401,18,3553,"[1, 0]",There is a note.,2,"[6, 9, 2]",alternative,response,True,1,0,1,,14.139083333333334,0,1,"[0, 1]",,There is a club.,"[0, 0, 0]","[0, 0, 0]",,True,There is a star.,"[8, 4, 0]",True,,0,undefined,"[1, 6, 9]"
,20959,18,4072,"[0, 1]",There is a diamond.,2,"[3, 0, 2]",alternative,filler,True,1,1,1,,14.139083333333334,1,1,"[0, 1]",,There is a club.,"[0, 0, 0]","[0, 0, 0]",,True,There is a spade.,"[0, 7, 3]",True,,1,undefined,"[1, 4, 8]"
,14224,18,7295,"[0, 1]",Some of the symbols are diamonds.,0,"[1, 8, 7]",alternative,response,True,0,1,0,,14.139083333333334,1,1,"[1, 0]",,Some of the symbols are ticks.,"[0, 0, 0]","[0, 0, 0]",,True,Some of the symbols are clubs.,"[0, 2, 8]",True,,1,undefined,"[2, 8, 5]"
,14448,18,7807,"[0, 1]",There are four triangles.,1,"[8, 6, 3]",alternative,response,True,1,1,1,,14.139083333333334,1,1,"[0, 1]",,There are four spades.,"[0, 0, 0]","[0, 0, 0]",,True,There are four notes.,"[9, 5, 0]",True,,1,undefined,"[3, 2, 8]"
,13970,18,3233,"[1, 0]",There are four squares.,1,"[0, 1, 5]",alternative,filler,True,0,0,0,,14.139083333333334,1,0,"[1, 0]",,There are four spades.,"[0, 0, 0]","[0, 0, 0]",,True,There are four diamonds.,"[5, 3, 8]",True,,0,undefined,"[3, 2, 8]"
,10214,18,3215,"[0, 1]",Some of the symbols are notes.,0,"[8, 9, 6]",alternative,filler,True,0,1,0,,14.139083333333334,1,1,"[1, 0]",,Some of the symbols are ticks.,"[0, 0, 0]","[0, 0, 0]",,True,Some of the symbols are notes.,"[8, 1, 9]",True,,1,undefined,"[2, 7, 9]"
,10696,18,3999,"[1, 0]",There is a star.,2,"[0, 5, 8]",alternative,filler,True,0,0,0,,14.139083333333334,1,1,"[1, 0]",,There is a club.,"[0, 0, 0]","[0, 0, 0]",,True,There is a diamond.,"[6, 4, 8]",True,,0,undefined,"[1, 4, 2]"
,11504,18,3896,"[1, 0]",There are four hearts.,1,"[0, 9, 1]",alternative,response,True,0,0,0,,14.139083333333334,1,1,"[1, 0]",,There are four ticks.,"[0, 0, 0]","[0, 0, 0]",,True,There are four diamonds.,"[4, 3, 8]",True,,0,undefined,"[2, 3, 5]"
,13944,18,4407,"[0, 1]",There are six ticks.,1,"[5, 7, 3]",alternative,filler,True,1,1,1,,14.139083333333334,1,2,"[0, 1]",,There are six diamonds.,"[0, 0, 0]","[0, 0, 0]",,True,There are four squares.,"[2, 3, 1]",True,,1,undefined,"[0, 9, 5]"
,9321,18,3400,"[1, 0]",There are four spades.,1,"[4, 1, 2]",alternative,response,True,1,0,1,,14.139083333333334,1,1,"[0, 1]",,There are four diamonds.,"[0, 0, 0]","[0, 0, 0]",,True,There are four hearts.,"[3, 7, 5]",True,,0,undefined,"[0, 5, 1]"
,21695,18,3535,"[1, 0]",8 + 2 = ?,0,"[0, 7, 3]",alternative,filler,True,1,0,0,,14.139083333333334,1,3,"[1, 0]",,1 + 8 = ?,"[7, 0, 0]","[6, 0, 0]",,False,Some of the symbols are diamonds.,"[10, 8, 2]",False,,0,undefined,"[9, 1, 8]"
,9968,18,2831,"[0, 1]",There is a club and a square.,2,"[9, 7, 6]",alternative,filler,True,1,1,1,,14.139083333333334,1,2,"[0, 1]",,There is a square and a circle.,"[0, 0, 0]","[0, 0, 0]",,True,There is a triangle.,"[1, 5, 3]",True,,1,undefined,"[5, 7, 2]"
,9024,18,2903,"[1, 0]",2 + 4 = ?,2,"[6, 1, 7]",alternative,filler,True,1,0,1,,14.139083333333334,1,3,"[0, 1]",,7 + 2 = ?,"[0, 0, 0]","[2, 0, 0]",,True,There is a star.,"[6, 2, 4]",True,,0,undefined,"[9, 7, 2]"
,12744,18,3103,"[1, 0]",Some of the symbols are clubs.,0,"[4, 3, 7]",alternative,response,True,1,0,1,,14.139083333333334,1,1,"[0, 1]",,Some of the symbols are ticks.,"[0, 0, 0]","[0, 0, 0]",,True,Some of the symbols are hearts.,"[1, 9, 8]",True,,0,undefined,"[2, 8, 9]"
,9000,18,3143,"[0, 1]",There are six circles.,1,"[7, 0, 9]",alternative,response,True,1,1,1,,14.139083333333334,1,2,"[0, 1]",,There are six squares.,"[0, 0, 0]","[0, 0, 0]",,True,There are four circles.,"[7, 9, 0]",True,,1,undefined,"[5, 9, 2]"
,10215,18,3127,"[1, 0]",Some of the symbols are circles.,0,"[1, 3, 0]",alternative,filler,True,0,0,0,,14.139083333333334,1,0,"[1, 0]",,Some of the symbols are triangles.,"[0, 0, 0]","[0, 0, 0]",,True,Some of the symbols are clubs.,"[7, 6, 1]",True,,0,undefined,"[9, 5, 6]"
,13640,18,6159,"[0, 1]",All of the symbols are hearts.,0,"[8, 1, 7]",alternative,filler,True,1,1,1,,14.139083333333334,1,2,"[0, 1]",,All of the symbols are spades.,"[0, 0, 0]","[0, 0, 0]",,True,Some of the symbols are notes.,"[4, 2, 0]",True,,1,undefined,"[3, 1, 6]"
,8505,18,2728,"[1, 0]",There is a triangle.,2,"[8, 7, 2]",alternative,response,True,0,0,0,,14.139083333333334,0,1,"[1, 0]",,There is a note.,"[0, 0, 0]","[0, 0, 0]",,True,There is a note.,"[9, 2, 7]",True,,0,undefined,"[8, 7, 0]"
,9383,18,2791,"[0, 1]",There are four circles.,1,"[1, 7, 6]",alternative,filler,True,0,1,0,,14.139083333333334,1,0,"[1, 0]",,There are four spades.,"[0, 0, 0]","[0, 0, 0]",,True,There are four clubs.,"[7, 3, 9]",True,,1,undefined,"[3, 2, 1]"
,9408,18,3063,"[0, 1]",There are six hearts.,1,"[2, 7, 9]",alternative,filler,True,0,1,0,,14.139083333333334,1,2,"[1, 0]",,There are six hearts.,"[0, 0, 0]","[0, 0, 0]",,True,There are four ticks.,"[4, 1, 9]",True,,1,undefined,"[4, 0, 6]"
,10048,18,3063,"[1, 0]",There are four ticks.,1,"[8, 3, 7]",alternative,filler,True,0,0,0,,14.139083333333334,1,1,"[1, 0]",,There are four stars.,"[0, 0, 0]","[0, 0, 0]",,True,There are four notes.,"[2, 4, 0]",True,,0,undefined,"[6, 3, 0]"
,10064,18,3207,"[1, 0]",There is a note and a square.,2,"[5, 4, 0]",alternative,filler,True,1,0,1,,14.139083333333334,1,2,"[0, 1]",,There is a spade and a heart.,"[0, 0, 0]","[0, 0, 0]",,True,There is a square.,"[8, 5, 6]",True,,0,undefined,"[3, 4, 6]"
,9679,18,2903,"[1, 0]",Some of the symbols are ticks.,0,"[1, 3, 0]",alternative,response,True,0,0,0,,14.139083333333334,1,1,"[1, 0]",,Some of the symbols are diamonds.,"[0, 0, 0]","[0, 0, 0]",,True,Some of the symbols are clubs.,"[2, 9, 6]",True,,0,undefined,"[0, 1, 3]"
,8688,18,3175,"[1, 0]",0 + 2 = ?,2,"[7, 9, 2]",alternative,response,True,1,0,1,,14.139083333333334,0,3,"[0, 1]",,2 + 9 = ?,"[8, 0, 0]","[8, 0, 0]",,True,There is a circle.,"[2, 0, 2]",True,,0,undefined,"[11, 2, 9]"
,12905,18,7552,"[0, 1]",There are four triangles.,1,"[5, 3, 7]",alternative,response,True,0,1,0,,14.139083333333334,0,0,"[1, 0]",,There are four spades.,"[0, 0, 0]","[0, 0, 0]",,True,There are four squares.,"[9, 7, 0]",True,,1,undefined,"[3, 2, 7]"
,9335,18,2783,"[1, 0]",4 + 2 = ?,1,"[1, 4, 5]",alternative,response,True,1,0,1,,14.139083333333334,0,3,"[0, 1]",,5 + 4 = ?,"[7, 0, 0]","[10, 0, 0]",,True,There are four clubs.,"[6, 4, 2]",True,,0,undefined,"[9, 5, 4]"
,8808,18,2807,"[0, 1]",There are four notes.,1,"[8, 4, 5]",alternative,response,True,1,1,1,,14.139083333333334,0,0,"[0, 1]",,There are four triangles.,"[0, 0, 0]","[0, 0, 0]",,True,There are four notes.,"[8, 9, 1]",True,,1,undefined,"[9, 0, 8]"
,9160,18,3135,"[0, 1]",7 + 2 = ?,1,"[7, 1, 9]",alternative,filler,True,0,1,1,,14.139083333333334,1,3,"[0, 1]",,2 + 7 = ?,"[6, 0, 0]","[2, 0, 0]",,False,There are four circles.,"[9, 7, 2]",False,,1,undefined,"[9, 2, 7]"
,10056,18,3816,"[1, 0]",1 + 5 = ?,0,"[0, 1, 9]",alternative,response,False,0,1,1,,14.139083333333334,1,3,"[0, 1]",,5 + 6 = ?,"[3, 0, 0]","[4, 0, 0]",,False,Some of the symbols are diamonds.,"[6, 1, 5]",False,,0,undefined,"[11, 5, 6]"
,9569,18,2456,"[1, 0]",7 + 2 = ?,0,"[4, 0, 7]",alternative,response,False,0,1,0,,14.139083333333334,1,3,"[1, 0]",,5 + 9 = ?,"[2, 0, 0]","[9, 0, 0]",,False,Some of the symbols are hearts.,"[9, 7, 2]",True,,0,undefined,"[14, 5, 9]"
,5815,18,1543,"[0, 1]",Some of the symbols are spades.,0,"[3, 6, 7]",alternative,filler,True,0,1,0,,14.139083333333334,1,0,"[1, 0]",,Some of the symbols are circles.,"[0, 0, 0]","[0, 0, 0]",,True,Some of the symbols are spades.,"[3, 6, 0]",True,,1,undefined,"[7, 6, 0]"
,5544,18,2095,"[1, 0]",Some of the symbols are notes.,0,"[2, 0, 3]",alternative,response,True,1,0,1,,14.139083333333334,0,0,"[0, 1]",,Some of the symbols are notes.,"[0, 0, 0]","[0, 0, 0]",,True,Some of the symbols are ticks.,"[8, 4, 3]",True,,0,undefined,"[8, 0, 7]"
,5784,18,1688,"[0, 1]",There is a spade.,2,"[2, 3, 1]",alternative,filler,False,0,0,0,,14.139083333333334,1,0,"[1, 0]",,There is a triangle.,"[0, 0, 0]","[0, 0, 0]",,False,There is a tick.,"[3, 5, 7]",True,,1,undefined,"[9, 8, 1]"
,16832,18,2199,"[0, 1]",There is a circle and a spade.,2,"[3, 0, 2]",alternative,filler,True,1,1,1,,14.139083333333334,1,2,"[0, 1]",,There is a note and a circle.,"[0, 0, 0]","[0, 0, 0]",,True,There is a spade.,"[7, 3, 6]",True,,1,undefined,"[8, 7, 0]"
,4736,18,1647,"[1, 0]",There are six clubs.,1,"[0, 7, 6]",alternative,response,True,0,0,0,,14.139083333333334,1,2,"[1, 0]",,There are six ticks.,"[0, 0, 0]","[0, 0, 0]",,True,There are four diamonds.,"[1, 7, 5]",True,,0,undefined,"[2, 0, 4]"
,4616,18,1679,"[1, 0]",3 + 7 = ?,0,"[4, 5, 3]",alternative,response,True,1,0,1,,14.139083333333334,1,3,"[0, 1]",,9 + 9 = ?,"[6, 0, 0]","[8, 0, 0]",,True,Some of the symbols are hearts.,"[10, 3, 7]",True,,0,undefined,"[18, 9, 9]"
,5873,18,3031,"[1, 0]",9 + 1 = ?,0,"[4, 5, 7]",alternative,filler,True,1,0,0,,14.139083333333334,1,3,"[1, 0]",,1 + 4 = ?,"[5, 0, 0]","[8, 0, 0]",,False,Some of the symbols are hearts.,"[10, 9, 1]",False,,0,undefined,"[5, 1, 4]"
,4719,18,1543,"[1, 0]",There are six triangles.,1,"[7, 4, 0]",alternative,response,True,0,0,0,,14.139083333333334,1,2,"[1, 0]",,There are six spades.,"[0, 0, 0]","[0, 0, 0]",,True,There are four circles.,"[9, 0, 8]",True,,0,undefined,"[3, 2, 6]"
,6377,18,2936,"[0, 1]",All of the symbols are clubs.,0,"[0, 6, 3]",alternative,response,True,1,1,1,,14.139083333333334,1,2,"[0, 1]",,All of the symbols are circles.,"[0, 0, 0]","[0, 0, 0]",,True,Some of the symbols are diamonds.,"[1, 7, 9]",True,,1,undefined,"[7, 5, 2]"
,4727,18,1487,"[1, 0]",There is a star.,2,"[0, 1, 2]",alternative,filler,True,0,0,0,,14.139083333333334,1,0,"[1, 0]",,There is a triangle.,"[0, 0, 0]","[0, 0, 0]",,True,There is a diamond.,"[6, 2, 8]",True,,0,undefined,"[9, 6, 7]"
,4081,18,1352,"[1, 0]",0 + 8 = ?,1,"[7, 2, 9]",alternative,response,True,1,0,0,,14.139083333333334,1,3,"[1, 0]",,2 + 5 = ?,"[6, 0, 0]","[2, 0, 0]",,False,There are four circles.,"[8, 0, 8]",False,,0,undefined,"[7, 2, 5]"
,4047,18,1671,"[1, 0]",7 + 4 = ?,0,"[6, 1, 9]",alternative,filler,True,1,0,0,,14.139083333333334,1,3,"[1, 0]",,2 + 7 = ?,"[6, 0, 0]","[2, 0, 0]",,False,Some of the symbols are stars.,"[11, 7, 4]",False,,0,undefined,"[9, 2, 7]"
,5264,18,2055,"[0, 1]",All of the symbols are notes.,0,"[4, 2, 7]",alternative,filler,True,1,1,1,,14.139083333333334,1,2,"[0, 1]",,All of the symbols are circles.,"[0, 0, 0]","[0, 0, 0]",,True,Some of the symbols are hearts.,"[8, 2, 5]",True,,1,undefined,"[7, 4, 2]"
,4952,18,2175,"[0, 1]",There is a star.,2,"[1, 7, 2]",alternative,response,True,1,1,1,,14.139083333333334,1,1,"[0, 1]",,There is a circle.,"[0, 0, 0]","[0, 0, 0]",,True,There is a club.,"[6, 2, 7]",True,,1,undefined,"[7, 2, 9]"
,5824,18,2007,"[1, 0]",There is a club and a square.,2,"[3, 0, 2]",alternative,response,True,0,0,0,,14.139083333333334,1,2,"[1, 0]",,There is a club and a triangle.,"[0, 0, 0]","[0, 0, 0]",,True,There is a spade.,"[1, 5, 3]",True,,0,undefined,"[1, 9, 0]"
,4000,18,1183,"[1, 0]",There are six ticks.,1,"[6, 3, 1]",alternative,filler,True,1,0,1,,14.139083333333334,1,2,"[0, 1]",,There are six hearts.,"[0, 0, 0]","[0, 0, 0]",,True,There are four stars.,"[2, 0, 4]",True,,0,undefined,"[4, 7, 9]"
,6112,18,1520,"[1, 0]",Some of the symbols are stars.,0,"[5, 4, 3]",alternative,filler,True,1,0,0,,14.139083333333334,1,0,"[1, 0]",,Some of the symbols are triangles.,"[0, 0, 0]","[0, 0, 0]",,False,Some of the symbols are squares.,"[6, 9, 7]",False,,0,undefined,"[9, 8, 3]"
,5736,18,2127,"[1, 0]",All of the symbols are circles.,0,"[2, 8, 5]",alternative,filler,True,1,0,1,,14.139083333333334,1,2,"[0, 1]",,All of the symbols are hearts.,"[0, 0, 0]","[0, 0, 0]",,True,Some of the symbols are ticks.,"[7, 3, 9]",True,,0,undefined,"[4, 5, 6]"
,4457,18,1368,"[1, 0]",There is a spade and a heart.,2,"[8, 3, 9]",alternative,response,True,1,0,1,,14.139083333333334,1,2,"[0, 1]",,There is a star and a spade.,"[0, 0, 0]","[0, 0, 0]",,True,There is a note.,"[3, 4, 9]",True,,0,undefined,"[6, 3, 4]"
,5255,18,2543,"[0, 1]",There is a tick.,2,"[2, 9, 3]",alternative,filler,True,0,1,0,,14.139083333333334,1,1,"[1, 0]",,There is a triangle.,"[0, 0, 0]","[0, 0, 0]",,True,There is a tick.,"[2, 6, 3]",True,,1,undefined,"[9, 2, 5]"
,6368,18,1855,"[0, 1]",Some of the symbols are stars.,0,"[7, 8, 2]",alternative,response,True,1,1,1,,14.139083333333334,0,0,"[0, 1]",,Some of the symbols are ticks.,"[0, 0, 0]","[0, 0, 0]",,True,Some of the symbols are circles.,"[6, 0, 5]",True,,1,undefined,"[2, 9, 8]"
,6136,18,1447,"[1, 0]",There are four squares.,1,"[4, 6, 3]",alternative,response,False,0,1,0,,14.139083333333334,0,0,"[1, 0]",,There are four spades.,"[0, 0, 0]","[0, 0, 0]",,False,There are four hearts.,"[5, 4, 2]",True,,0,undefined,"[3, 6, 4]"
,4416,18,1567,"[0, 1]",There are four triangles.,1,"[1, 9, 3]",alternative,filler,True,0,1,0,,14.139083333333334,1,1,"[1, 0]",,There are four circles.,"[0, 0, 0]","[0, 0, 0]",,True,There are four clubs.,"[9, 0, 5]",True,,1,undefined,"[7, 5, 0]"
,5272,18,1655,"[1, 0]",There are four clubs.,1,"[8, 7, 9]",alternative,filler,True,1,0,1,,14.139083333333334,1,0,"[0, 1]",,There are four diamonds.,"[0, 0, 0]","[0, 0, 0]",,True,There are four notes.,"[1, 7, 5]",True,,0,undefined,"[0, 3, 8]"
,4857,18,1695,"[0, 1]",There are four diamonds.,1,"[8, 1, 6]",alternative,response,True,0,1,0,,14.139083333333334,1,1,"[1, 0]",,There are four clubs.,"[0, 0, 0]","[0, 0, 0]",,True,There are four notes.,"[0, 4, 1]",True,,1,undefined,"[1, 4, 5]"
,4863,18,1271,"[0, 1]",There is a tick and a star.,2,"[8, 0, 3]",alternative,response,True,0,1,0,,14.139083333333334,1,2,"[1, 0]",,There is a note and a heart.,"[0, 0, 0]","[0, 0, 0]",,True,There is a note.,"[2, 6, 8]",True,,1,undefined,"[8, 4, 5]"
,4240,18,1223,"[1, 0]",There are six stars.,1,"[3, 6, 9]",alternative,response,True,0,0,0,,14.139083333333334,1,2,"[1, 0]",,There are six diamonds.,"[0, 0, 0]","[0, 0, 0]",,True,There are four spades.,"[6, 0, 8]",True,,0,undefined,"[0, 3, 5]"
,4737,18,1472,"[0, 1]",There are four triangles.,1,"[0, 2, 3]",alternative,response,True,0,1,0,,14.139083333333334,1,0,"[1, 0]",,There are four ticks.,"[0, 0, 0]","[0, 0, 0]",,True,There are four diamonds.,"[9, 7, 0]",True,,1,undefined,"[2, 1, 7]"
,4759,18,1383,"[1, 0]",There are four notes.,1,"[7, 1, 4]",alternative,filler,True,1,0,1,,14.139083333333334,1,1,"[0, 1]",,There are four stars.,"[0, 0, 0]","[0, 0, 0]",,True,There are four circles.,"[8, 7, 9]",True,,0,undefined,"[6, 9, 4]"
,4176,18,1255,"[0, 1]",6 + 9 = ?,2,"[2, 4, 1]",alternative,filler,False,1,0,1,,14.139083333333334,1,3,"[0, 1]",,1 + 0 = ?,"[7, 0, 0]","[3, 0, 0]",,False,There is a tick.,"[15, 6, 9]",True,,1,undefined,"[1, 1, 0]"
,4088,18,1262,"[0, 1]",There is a star.,2,"[7, 3, 9]",alternative,filler,True,0,1,0,,14.139083333333334,1,0,"[1, 0]",,There is a diamond.,"[0, 0, 0]","[0, 0, 0]",,True,There is a circle.,"[6, 8, 9]",True,,1,undefined,"[0, 7, 2]"
,5688,18,2311,"[0, 1]",Some of the symbols are hearts.,0,"[9, 2, 7]",alternative,response,True,1,1,1,,14.139083333333334,1,0,"[0, 1]",,Some of the symbols are ticks.,"[0, 0, 0]","[0, 0, 0]",,True,Some of the symbols are triangles.,"[4, 2, 0]",True,,1,undefined,"[2, 0, 3]"
,4761,18,1424,"[0, 1]",There is a spade.,2,"[2, 7, 9]",alternative,response,True,0,1,0,,14.139083333333334,1,1,"[1, 0]",,There is a star.,"[0, 0, 0]","[0, 0, 0]",,True,There is a tick.,"[3, 7, 8]",True,,1,undefined,"[6, 9, 0]"
,7120,18,1752,"[1, 0]",There is a diamond.,2,"[6, 2, 9]",alternative,filler,True,0,0,0,,14.139083333333334,1,0,"[1, 0]",,There is a triangle.,"[0, 0, 0]","[0, 0, 0]",,True,There is a star.,"[0, 3, 9]",True,,0,undefined,"[9, 3, 4]"
,6552,18,3600,"[0, 1]",There is a tick.,2,"[5, 1, 9]",alternative,response,True,0,1,0,,14.139083333333334,0,0,"[1, 0]",,There is a note.,"[0, 0, 0]","[0, 0, 0]",,True,There is a square.,"[2, 9, 8]",True,,1,undefined,"[8, 1, 7]"
,4784,18,1344,"[1, 0]",There is a circle and a tick.,2,"[8, 0, 7]",alternative,filler,True,1,0,1,,14.139083333333334,1,2,"[0, 1]",,There is a heart and a triangle.,"[0, 0, 0]","[0, 0, 0]",,True,There is a note.,"[7, 2, 9]",True,,0,undefined,"[4, 9, 8]"
,5247,18,2167,"[1, 0]",There is a circle.,2,"[3, 6, 4]",alternative,response,True,0,0,0,,14.139083333333334,0,0,"[1, 0]",,There is a club.,"[0, 0, 0]","[0, 0, 0]",,True,There is a spade.,"[7, 9, 6]",True,,0,undefined,"[1, 2, 6]"
,4225,18,1368,"[0, 1]",4 + 2 = ?,1,"[8, 7, 1]",alternative,filler,False,1,0,1,,14.139083333333334,1,3,"[0, 1]",,8 + 1 = ?,"[3, 0, 0]","[4, 0, 0]",,False,There are four notes.,"[6, 4, 2]",True,,1,undefined,"[9, 8, 1]"
,6016,18,1824,"[0, 1]",There is a tick.,2,"[5, 0, 7]",alternative,response,True,0,1,0,,14.139083333333334,0,0,"[1, 0]",,There is a square.,"[0, 0, 0]","[0, 0, 0]",,True,There is a square.,"[2, 8, 1]",True,,1,undefined,"[5, 0, 3]"
