Answer.time_in_minutes,image,workerid,primeType,pTChoice,response_rt,goodPTChoice,goodPOChoice,pTwrongAnswer,responseSymbols,audio,correctPTChoice,response,responseSentence,block_rt,pOSymbols,responseChoice,trial_type,primeOShuffle,correctPChoices,btwncondition,pOChoice,pTSentence,slide_number,pTSymbols,slide_type,correctPOChoice,pOSentence,primeStrength,pOwrongAnswer,primeTShuffle,Answer.condition
20.342433333333332,,15,2,0,2873,0,1,"[0, 0, 0]","[6, 1, 9]",,True,,There is a star.,9933,"[4, 2, 5]",1,filler,"[0, 1]",True,exh-clausal,1,There is a spade.,,"[3, 6, 8]",,True,There is a heart.,0,"[0, 0, 0]","[1, 0]",undefined
20.342433333333332,,15,1,1,2887,1,0,"[8, 0, 0]","[2, 5, 3]",,True,,There are four ticks.,7316,"[4, 3, 1]",1,filler,"[1, 0]",True,exh-clausal,0,3 + 3 = ?,,"[6, 3, 3]",,True,3 + 1 = ?,3,"[1, 0, 0]","[0, 1]",undefined
20.342433333333332,,15,1,0,4300,0,0,"[0, 0, 0]","[5, 0, 2]",,True,,There are four squares.,12749,"[9, 0, 4]",0,response,"[1, 0]",True,exh-clausal,0,There are four triangles.,,"[9, 4, 0]",,True,There are four triangles.,1,"[0, 0, 0]","[1, 0]",undefined
20.342433333333332,,15,0,1,3855,0,0,"[0, 0, 0]","[9, 8, 6]",,False,,Some of the symbols are triangles.,11105,"[9, 6, 3]",0,response,"[1, 0]",False,exh-clausal,1,Some of the symbols are diamonds.,,"[0, 7, 2]",,False,Some of the symbols are triangles.,1,"[0, 0, 0]","[1, 0]",undefined
20.342433333333332,,15,2,0,3863,0,1,"[0, 0, 0]","[7, 0, 8]",,True,,There is a circle.,8952,"[2, 8, 5]",0,response,"[0, 1]",True,exh-clausal,1,There is a spade.,,"[3, 1, 2]",,True,There is a tick.,1,"[0, 0, 0]","[1, 0]",undefined
20.342433333333332,,15,1,0,4084,1,0,"[6, 0, 0]","[9, 0, 8]",,False,,There are four triangles.,13341,"[8, 7, 1]",1,filler,"[1, 0]",False,exh-clausal,0,4 + 2 = ?,,"[6, 4, 2]",,True,7 + 1 = ?,3,"[6, 0, 0]","[0, 1]",undefined
20.342433333333332,,15,2,0,3234,0,0,"[0, 0, 0]","[8, 1, 9]",,True,,There is a note.,11118,"[2, 6, 7]",1,filler,"[1, 0]",True,exh-clausal,0,There is a note.,,"[8, 6, 3]",,True,There is a tick.,1,"[0, 0, 0]","[1, 0]",undefined
20.342433333333332,,15,0,0,4949,1,1,"[0, 0, 0]","[2, 3, 8]",,False,,Some of the symbols are ticks.,15766,"[3, 8, 1]",1,filler,"[0, 1]",False,exh-clausal,1,"Some of the symbols are ticks, but not all of them are ticks.",,"[2, 1, 7]",,True,"Some of the symbols are spades, but not all of them are spades.",2,"[0, 0, 0]","[0, 1]",undefined
20.342433333333332,,15,2,1,2492,1,0,"[3, 0, 0]","[4, 9, 0]",,True,,There is a heart.,6850,"[10, 3, 7]",1,filler,"[1, 0]",True,exh-clausal,0,0 + 7 = ?,,"[7, 0, 7]",,True,3 + 7 = ?,3,"[7, 0, 0]","[0, 1]",undefined
20.342433333333332,,15,2,0,2762,0,1,"[0, 0, 0]","[6, 7, 5]",,True,,There is a star.,11817,"[0, 2, 1]",1,filler,"[0, 1]",True,exh-clausal,1,"There is a note, but there is nothing besides a note.",,"[8, 5, 7]",,True,"There is a diamond, but there is nothing besides a diamond.",2,"[0, 0, 0]","[1, 0]",undefined
20.342433333333332,,15,0,1,3171,0,0,"[8, 0, 0]","[3, 2, 1]",,False,,Some of the symbols are spades.,8451,"[10, 7, 3]",1,filler,"[1, 0]",False,exh-clausal,0,1 + 5 = ?,,"[6, 1, 5]",,True,7 + 3 = ?,3,"[7, 0, 0]","[1, 0]",undefined
20.342433333333332,,15,2,1,3384,1,0,"[8, 0, 0]","[5, 8, 0]",,True,,There is a square.,7894,"[9, 2, 7]",0,response,"[1, 0]",True,exh-clausal,0,3 + 4 = ?,,"[7, 3, 4]",,True,2 + 7 = ?,3,"[7, 0, 0]","[0, 1]",undefined
20.342433333333332,,15,1,1,3557,1,1,"[2, 0, 0]","[7, 5, 6]",,True,,There are four circles.,9057,"[10, 2, 8]",0,response,"[0, 1]",False,exh-clausal,0,8 + 9 = ?,,"[17, 8, 9]",,False,2 + 8 = ?,3,"[8, 0, 0]","[0, 1]",undefined
20.342433333333332,,15,0,1,3766,1,0,"[0, 0, 0]","[7, 1, 5]",,True,,Some of the symbols are circles.,11184,"[6, 7, 4]",1,filler,"[1, 0]",True,exh-clausal,0,Some of the symbols are hearts.,,"[4, 2, 5]",,True,Some of the symbols are stars.,0,"[0, 0, 0]","[0, 1]",undefined
20.342433333333332,,15,0,0,2952,0,0,"[2, 0, 0]","[0, 7, 6]",,True,,Some of the symbols are diamonds.,9345,"[7, 2, 5]",0,response,"[1, 0]",False,exh-clausal,1,4 + 4 = ?,,"[8, 4, 4]",,False,2 + 5 = ?,3,"[8, 0, 0]","[1, 0]",undefined
20.342433333333332,,15,0,0,3201,0,1,"[0, 0, 0]","[0, 5, 3]",,True,,Some of the symbols are diamonds.,8810,"[7, 5, 8]",0,response,"[0, 1]",True,exh-clausal,1,Some of the symbols are stars.,,"[6, 5, 3]",,True,Some of the symbols are circles.,0,"[0, 0, 0]","[1, 0]",undefined
20.342433333333332,,15,2,0,3252,1,1,"[0, 0, 0]","[8, 7, 9]",,False,,There is a note.,13055,"[4, 5, 1]",1,filler,"[0, 1]",False,exh-clausal,1,"There is a heart, but there is nothing besides a heart.",,"[4, 9, 1]",,True,"There is a heart, but there is nothing besides a heart.",2,"[0, 0, 0]","[0, 1]",undefined
20.342433333333332,,15,0,0,3646,1,0,"[5, 0, 0]","[5, 4, 1]",,False,,Some of the symbols are squares.,8819,"[11, 5, 6]",0,response,"[1, 0]",False,exh-clausal,1,4 + 2 = ?,,"[6, 4, 2]",,False,5 + 6 = ?,3,"[5, 0, 0]","[0, 1]",undefined
20.342433333333332,,15,2,0,2671,0,1,"[0, 0, 0]","[8, 9, 3]",,True,,There is a note.,8602,"[5, 8, 3]",1,filler,"[0, 1]",True,exh-clausal,1,There is a square.,,"[5, 7, 1]",,True,There is a square.,1,"[0, 0, 0]","[1, 0]",undefined
20.342433333333332,,15,0,1,2385,0,1,"[10, 0, 0]","[0, 1, 2]",,False,,Some of the symbols are diamonds.,7644,"[5, 0, 5]",0,response,"[0, 1]",False,exh-clausal,0,3 + 6 = ?,,"[9, 3, 6]",,False,0 + 5 = ?,3,"[4, 0, 0]","[1, 0]",undefined
20.342433333333332,,15,2,0,3015,0,1,"[0, 0, 0]","[1, 6, 9]",,True,,There is a club.,16511,"[0, 9, 3]",1,filler,"[0, 1]",True,exh-clausal,1,There is a star.,,"[6, 9, 4]",,True,There is a diamond.,1,"[0, 0, 0]","[1, 0]",undefined
20.342433333333332,,15,2,1,2596,1,0,"[0, 0, 0]","[5, 7, 1]",,True,,There is a square.,9277,"[9, 6, 7]",1,filler,"[1, 0]",True,exh-clausal,0,There is a heart.,,"[4, 5, 8]",,True,There is a triangle.,0,"[0, 0, 0]","[0, 1]",undefined
20.342433333333332,,15,1,0,3213,0,1,"[0, 0, 0]","[0, 2, 8]",,True,,There are four diamonds.,9519,"[0, 6, 7]",0,response,"[0, 1]",True,exh-clausal,1,There are four squares.,,"[5, 4, 1]",,True,There are four diamonds.,0,"[0, 0, 0]","[1, 0]",undefined
20.342433333333332,,15,2,0,2707,0,1,"[0, 0, 0]","[4, 2, 1]",,True,,There is a heart.,7610,"[8, 6, 3]",1,filler,"[0, 1]",True,exh-clausal,1,There is a triangle.,,"[9, 0, 2]",,True,There is a note.,1,"[0, 0, 0]","[1, 0]",undefined
20.342433333333332,,15,0,1,3620,0,1,"[4, 0, 0]","[9, 3, 1]",,False,,Some of the symbols are triangles.,8723,"[2, 2, 0]",1,filler,"[0, 1]",False,exh-clausal,0,4 + 5 = ?,,"[9, 4, 5]",,False,2 + 0 = ?,3,"[1, 0, 0]","[1, 0]",undefined
20.342433333333332,,15,1,1,3044,1,0,"[0, 0, 0]","[8, 2, 9]",,True,,There are four notes.,9339,"[3, 9, 8]",1,filler,"[1, 0]",True,exh-clausal,0,There are four diamonds.,,"[0, 2, 1]",,True,There are four spades.,0,"[0, 0, 0]","[0, 1]",undefined
20.342433333333332,,15,1,0,2561,0,1,"[0, 0, 0]","[0, 5, 6]",,True,,There are four diamonds.,7678,"[6, 2, 4]",1,filler,"[0, 1]",True,exh-clausal,1,There are four notes.,,"[8, 3, 5]",,True,There are four stars.,1,"[0, 0, 0]","[1, 0]",undefined
20.342433333333332,,15,2,0,3405,1,1,"[6, 0, 0]","[3, 0, 8]",,False,,There is a spade.,12784,"[16, 8, 8]",1,filler,"[0, 1]",False,exh-clausal,1,0 + 7 = ?,,"[7, 0, 7]",,True,8 + 8 = ?,3,"[3, 0, 0]","[0, 1]",undefined
20.342433333333332,,15,1,1,3307,1,1,"[0, 0, 0]","[1, 6, 5]",,True,,There are four clubs.,8754,"[2, 4, 6]",1,filler,"[0, 1]",True,exh-clausal,1,There are four triangles.,,"[9, 2, 4]",,True,There are four ticks.,1,"[0, 0, 0]","[0, 1]",undefined
20.342433333333332,,15,1,1,2993,1,0,"[0, 0, 0]","[9, 5, 8]",,True,,There are four triangles.,7876,"[1, 7, 5]",1,filler,"[1, 0]",True,exh-clausal,0,There are four triangles.,,"[9, 4, 0]",,True,There are four clubs.,1,"[0, 0, 0]","[0, 1]",undefined
20.342433333333332,,15,0,0,3374,1,0,"[0, 0, 0]","[7, 4, 9]",,False,,Some of the symbols are circles.,11708,"[8, 4, 9]",0,response,"[1, 0]",False,exh-clausal,1,Some of the symbols are spades.,,"[3, 7, 5]",,False,Some of the symbols are notes.,1,"[0, 0, 0]","[0, 1]",undefined
20.342433333333332,,15,2,1,2595,1,0,"[0, 0, 0]","[4, 5, 8]",,True,,There is a heart.,8873,"[1, 0, 5]",0,response,"[1, 0]",True,exh-clausal,0,There is a note.,,"[8, 5, 2]",,True,There is a club.,0,"[0, 0, 0]","[0, 1]",undefined
20.342433333333332,,15,1,0,3202,0,1,"[0, 0, 0]","[9, 8, 6]",,True,,There are four triangles.,11191,"[6, 7, 2]",1,filler,"[0, 1]",True,exh-clausal,1,"There are four clubs, but there are no more than four clubs.",,"[1, 5, 9]",,True,"There are four stars, but there are no more than four stars.",2,"[0, 0, 0]","[1, 0]",undefined
20.342433333333332,,15,1,1,4167,1,1,"[0, 0, 0]","[3, 2, 1]",,True,,There are four spades.,11093,"[1, 7, 8]",1,response,"[0, 1]",True,exh-clausal,1,There are four triangles.,,"[9, 8, 2]",,True,There are four clubs.,1,"[0, 0, 0]","[0, 1]",undefined
20.342433333333332,,15,2,1,3632,1,1,"[0, 0, 0]","[8, 4, 6]",,True,,There is a note.,13453,"[6, 9, 8]",1,filler,"[0, 1]",True,exh-clausal,1,"There is a spade, but there is nothing besides a spade.",,"[3, 8, 4]",,True,"There is a star, but there is nothing besides a star.",2,"[0, 0, 0]","[0, 1]",undefined
20.342433333333332,,15,0,1,3214,1,0,"[0, 0, 0]","[4, 8, 2]",,True,,Some of the symbols are hearts.,12985,"[7, 9, 1]",0,response,"[1, 0]",False,exh-clausal,1,"Some of the symbols are notes, but not all of them are notes.",,"[8, 6, 3]",,False,"Some of the symbols are circles, but not all of them are circles.",2,"[0, 0, 0]","[0, 1]",undefined
20.342433333333332,,15,1,1,3133,1,1,"[0, 0, 0]","[9, 5, 6]",,True,,There are four triangles.,8414,"[3, 4, 2]",0,response,"[0, 1]",True,exh-clausal,1,There are four spades.,,"[3, 8, 7]",,True,There are four spades.,1,"[0, 0, 0]","[0, 1]",undefined
20.342433333333332,,15,1,1,3096,1,1,"[8, 0, 0]","[4, 7, 3]",,True,,There are four hearts.,10872,"[13, 4, 9]",1,filler,"[0, 1]",False,exh-clausal,0,4 + 4 = ?,,"[8, 4, 4]",,False,4 + 9 = ?,3,"[5, 0, 0]","[0, 1]",undefined
20.342433333333332,,15,2,0,1994,0,0,"[0, 0, 0]","[9, 5, 4]",,True,,There is a triangle.,8796,"[1, 3, 0]",0,response,"[1, 0]",True,exh-clausal,0,There is a triangle.,,"[9, 0, 7]",,True,There is a club.,1,"[0, 0, 0]","[1, 0]",undefined
20.342433333333332,,15,1,1,2413,0,0,"[2, 0, 0]","[5, 3, 9]",,False,,There are four squares.,7050,"[5, 1, 4]",0,response,"[1, 0]",False,exh-clausal,0,7 + 6 = ?,,"[13, 7, 6]",,True,1 + 4 = ?,3,"[9, 0, 0]","[1, 0]",undefined
20.342433333333332,,15,0,1,16532,1,1,"[6, 0, 0]","[0, 5, 9]",,True,,Some of the symbols are diamonds.,21023,"[7, 7, 0]",0,response,"[0, 1]",False,exh-clausal,0,0 + 0 = ?,,"[0, 0, 0]",,False,7 + 0 = ?,3,"[8, 0, 0]","[0, 1]",undefined
20.342433333333332,,15,1,0,3094,0,1,"[8, 0, 0]","[9, 7, 0]",,True,,There are four triangles.,8593,"[15, 7, 8]",0,response,"[0, 1]",True,exh-clausal,1,8 + 4 = ?,,"[12, 8, 4]",,True,7 + 8 = ?,3,"[4, 0, 0]","[1, 0]",undefined
20.342433333333332,,15,0,0,2380,0,0,"[0, 0, 0]","[6, 4, 0]",,True,,Some of the symbols are stars.,9367,"[7, 0, 6]",0,response,"[1, 0]",True,exh-clausal,0,Some of the symbols are clubs.,,"[1, 5, 6]",,True,Some of the symbols are circles.,0,"[0, 0, 0]","[1, 0]",undefined
20.342433333333332,,15,2,0,2842,0,0,"[0, 0, 0]","[5, 3, 9]",,True,,There is a square.,10275,"[1, 7, 6]",1,filler,"[1, 0]",True,exh-clausal,0,"There is a square, but there is nothing besides a square.",,"[5, 6, 1]",,True,"There is a club, but there is nothing besides a club.",2,"[0, 0, 0]","[1, 0]",undefined
20.342433333333332,,15,0,0,3382,0,1,"[5, 0, 0]","[2, 8, 6]",,True,,Some of the symbols are ticks.,8087,"[17, 8, 9]",1,filler,"[0, 1]",True,exh-clausal,1,9 + 5 = ?,,"[14, 9, 5]",,True,8 + 9 = ?,3,"[8, 0, 0]","[1, 0]",undefined
20.342433333333332,,15,0,1,2836,0,1,"[0, 0, 0]","[1, 7, 0]",,False,,Some of the symbols are clubs.,9504,"[3, 6, 9]",1,filler,"[0, 1]",False,exh-clausal,0,Some of the symbols are notes.,,"[8, 3, 4]",,False,Some of the symbols are spades.,1,"[0, 0, 0]","[1, 0]",undefined
20.342433333333332,,15,0,1,3599,1,1,"[0, 0, 0]","[2, 7, 5]",,True,,Some of the symbols are ticks.,13411,"[6, 3, 0]",1,filler,"[0, 1]",True,exh-clausal,1,Some of the symbols are triangles.,,"[9, 1, 8]",,True,Some of the symbols are stars.,0,"[0, 0, 0]","[0, 1]",undefined
7.252483333333333,Sarah,16,,,,,,,,,,"[0, 'sarah']",,,,,,,,,,,1,,bot_check,,,,,,undefined
7.252483333333333,,16,0,0,4192,0,0,"[0, 0, 0]","[4, 1, 9]",,True,,Some of the symbols are hearts.,9456,"[0, 5, 7]",0,response,"[1, 0]",True,exh-clausal,0,Some of the symbols are hearts.,,"[4, 7, 0]",,True,Some of the symbols are diamonds.,1,"[0, 0, 0]","[1, 0]",undefined
7.252483333333333,,16,2,1,2423,1,0,"[5, 0, 0]","[1, 0, 9]",,True,,There is a club.,8504,"[9, 4, 5]",0,filler,"[1, 0]",True,exh-clausal,0,6 + 9 = ?,,"[15, 6, 9]",,True,4 + 5 = ?,3,"[7, 0, 0]","[0, 1]",undefined
7.252483333333333,,16,1,1,2752,1,1,"[5, 0, 0]","[2, 9, 0]",,True,,There are four ticks.,6424,"[7, 7, 0]",1,filler,"[0, 1]",False,exh-clausal,0,1 + 6 = ?,,"[7, 1, 6]",,False,7 + 0 = ?,3,"[1, 0, 0]","[0, 1]",undefined
7.252483333333333,,16,2,1,1279,0,0,"[9, 0, 0]","[1, 7, 0]",,False,,There is a club.,3736,"[12, 3, 9]",0,response,"[1, 0]",False,exh-clausal,0,1 + 2 = ?,,"[3, 1, 2]",,True,3 + 9 = ?,3,"[0, 0, 0]","[1, 0]",undefined
7.252483333333333,,16,2,1,3352,1,1,"[0, 0, 0]","[3, 4, 2]",,True,,There is a spade.,7144,"[8, 9, 6]",1,filler,"[0, 1]",True,exh-clausal,1,There is a tick.,,"[2, 3, 1]",,True,There is a note.,1,"[0, 0, 0]","[0, 1]",undefined
7.252483333333333,,16,0,0,2175,0,1,"[0, 0, 0]","[9, 2, 1]",,True,,Some of the symbols are triangles.,8647,"[6, 4, 3]",1,filler,"[0, 1]",True,exh-clausal,1,"Some of the symbols are diamonds, but not all of them are diamonds.",,"[0, 4, 8]",,True,"Some of the symbols are stars, but not all of them are stars.",2,"[0, 0, 0]","[1, 0]",undefined
7.252483333333333,,16,1,1,2600,1,0,"[0, 0, 0]","[7, 0, 2]",,True,,There are four circles.,6993,"[4, 1, 2]",0,response,"[1, 0]",True,exh-clausal,0,There are four diamonds.,,"[0, 3, 6]",,True,There are four hearts.,0,"[0, 0, 0]","[0, 1]",undefined
7.252483333333333,,16,1,1,1864,1,1,"[0, 0, 0]","[3, 1, 5]",,True,,There are four spades.,7368,"[7, 0, 8]",0,response,"[0, 1]",True,exh-clausal,1,"There are four diamonds, but there are no more than four diamonds.",,"[0, 1, 3]",,True,"There are four circles, but there are no more than four circles.",2,"[0, 0, 0]","[0, 1]",undefined
7.252483333333333,,16,1,0,1416,0,1,"[0, 0, 0]","[1, 3, 4]",,True,,There are four clubs.,4048,"[8, 5, 6]",1,filler,"[0, 1]",True,exh-clausal,1,There are four triangles.,,"[9, 0, 1]",,True,There are four notes.,1,"[0, 0, 0]","[1, 0]",undefined
7.252483333333333,,16,1,0,1936,0,1,"[0, 0, 0]","[8, 0, 6]",,True,,There are four notes.,5056,"[7, 3, 6]",0,response,"[0, 1]",True,exh-clausal,1,There are four squares.,,"[5, 7, 2]",,True,There are four circles.,0,"[0, 0, 0]","[1, 0]",undefined
7.252483333333333,,16,2,1,1815,1,1,"[0, 0, 0]","[3, 6, 1]",,True,,There is a spade.,7607,"[8, 4, 2]",0,filler,"[0, 1]",True,exh-clausal,1,"There is a star, but there is nothing besides a star.",,"[6, 2, 1]",,True,"There is a note, but there is nothing besides a note.",2,"[0, 0, 0]","[0, 1]",undefined
7.252483333333333,,16,1,1,1728,1,1,"[0, 0, 0]","[6, 3, 8]",,True,,There are four stars.,4361,"[1, 6, 5]",1,filler,"[0, 1]",True,exh-clausal,1,There are four diamonds.,,"[0, 3, 4]",,True,There are four clubs.,0,"[0, 0, 0]","[0, 1]",undefined
7.252483333333333,,16,0,0,3152,0,1,"[4, 0, 0]","[0, 7, 3]",,True,,Some of the symbols are diamonds.,6080,"[11, 5, 6]",1,response,"[0, 1]",True,exh-clausal,1,5 + 9 = ?,,"[14, 5, 9]",,True,5 + 6 = ?,3,"[5, 0, 0]","[1, 0]",undefined
7.252483333333333,,16,1,1,1103,1,1,"[4, 0, 0]","[5, 9, 2]",,True,,There are four squares.,3168,"[13, 7, 6]",0,response,"[0, 1]",False,exh-clausal,0,7 + 4 = ?,,"[11, 7, 4]",,False,7 + 6 = ?,3,"[0, 0, 0]","[0, 1]",undefined
7.252483333333333,,16,0,1,895,1,0,"[0, 0, 0]","[8, 2, 3]",,True,,Some of the symbols are notes.,5855,"[5, 9, 8]",0,response,"[1, 0]",True,exh-clausal,0,Some of the symbols are clubs.,,"[1, 0, 6]",,True,Some of the symbols are squares.,0,"[0, 0, 0]","[0, 1]",undefined
7.252483333333333,,16,1,1,878,0,1,"[1, 0, 0]","[3, 1, 0]",,False,,There are four spades.,2743,"[7, 2, 5]",0,response,"[0, 1]",False,exh-clausal,0,1 + 8 = ?,,"[9, 1, 8]",,False,2 + 5 = ?,3,"[2, 0, 0]","[1, 0]",undefined
7.252483333333333,,16,2,1,1183,1,1,"[0, 0, 0]","[3, 2, 6]",,True,,There is a spade.,4345,"[4, 6, 8]",1,filler,"[0, 1]",True,exh-clausal,1,There is a triangle.,,"[9, 5, 6]",,True,There is a heart.,0,"[0, 0, 0]","[0, 1]",undefined
7.252483333333333,,16,2,1,959,1,0,"[0, 0, 0]","[4, 9, 6]",,True,,There is a heart.,5319,"[1, 6, 5]",0,response,"[1, 0]",True,exh-clausal,0,There is a heart.,,"[4, 1, 0]",,True,There is a club.,0,"[0, 0, 0]","[0, 1]",undefined
7.252483333333333,,16,0,1,1303,1,0,"[0, 0, 0]","[3, 8, 4]",,True,,Some of the symbols are spades.,3552,"[8, 9, 5]",0,response,"[1, 0]",True,exh-clausal,0,"Some of the symbols are diamonds, but not all of them are diamonds.",,"[0, 6, 7]",,True,"Some of the symbols are notes, but not all of them are notes.",2,"[0, 0, 0]","[0, 1]",undefined
7.252483333333333,,16,1,0,1191,0,1,"[0, 0, 0]","[9, 7, 8]",,True,,There are four triangles.,3609,"[2, 8, 5]",0,response,"[0, 1]",True,exh-clausal,1,"There are four notes, but there are no more than four notes.",,"[8, 1, 3]",,True,"There are four ticks, but there are no more than four ticks.",2,"[0, 0, 0]","[1, 0]",undefined
7.252483333333333,,16,0,1,1464,1,1,"[0, 0, 0]","[1, 2, 8]",,True,,Some of the symbols are clubs.,4280,"[4, 9, 3]",0,response,"[0, 1]",True,exh-clausal,1,"Some of the symbols are squares, but not all of them are squares.",,"[5, 4, 0]",,True,"Some of the symbols are hearts, but not all of them are hearts.",2,"[0, 0, 0]","[0, 1]",undefined
7.252483333333333,,16,2,0,1823,0,1,"[5, 0, 0]","[8, 4, 3]",,True,,There is a note.,4255,"[7, 1, 6]",1,filler,"[0, 1]",True,exh-clausal,1,4 + 3 = ?,,"[7, 4, 3]",,True,1 + 6 = ?,3,"[3, 0, 0]","[1, 0]",undefined
7.252483333333333,,16,1,0,1143,0,1,"[4, 0, 0]","[1, 0, 6]",,True,,There are four clubs.,3880,"[5, 4, 1]",1,filler,"[0, 1]",True,exh-clausal,1,4 + 1 = ?,,"[5, 4, 1]",,True,4 + 1 = ?,3,"[9, 0, 0]","[1, 0]",undefined
7.252483333333333,,16,2,1,1311,1,1,"[0, 0, 0]","[5, 6, 4]",,True,,There is a square.,3639,"[5, 7, 0]",1,filler,"[0, 1]",True,exh-clausal,1,There is a club.,,"[1, 7, 0]",,True,There is a square.,0,"[0, 0, 0]","[0, 1]",undefined
7.252483333333333,,16,1,1,3439,0,1,"[0, 0, 0]","[6, 2, 3]",,False,,There are four stars.,5009,"[8, 0, 8]",0,response,"[0, 1]",False,exh-clausal,0,0 + 2 = ?,,"[2, 0, 2]",,False,0 + 8 = ?,3,"[7, 0, 0]","[1, 0]",undefined
7.252483333333333,,16,2,1,2152,1,1,"[0, 0, 0]","[6, 5, 9]",,True,,There is a star.,4712,"[5, 4, 3]",1,filler,"[0, 1]",True,exh-clausal,1,"There is a club, but there is nothing besides a club.",,"[1, 2, 0]",,True,"There is a square, but there is nothing besides a square.",2,"[0, 0, 0]","[0, 1]",undefined
7.252483333333333,,16,0,1,1568,1,1,"[0, 0, 0]","[6, 1, 4]",,True,,Some of the symbols are stars.,3968,"[2, 0, 7]",0,response,"[0, 1]",True,exh-clausal,1,"Some of the symbols are notes, but not all of them are notes.",,"[8, 5, 0]",,True,"Some of the symbols are ticks, but not all of them are ticks.",2,"[0, 0, 0]","[0, 1]",undefined
7.252483333333333,,16,0,0,1639,0,0,"[0, 0, 0]","[9, 4, 1]",,True,,Some of the symbols are triangles.,4480,"[2, 9, 4]",1,filler,"[1, 0]",True,exh-clausal,0,"Some of the symbols are triangles, but not all of them are triangles.",,"[9, 1, 6]",,True,"Some of the symbols are ticks, but not all of them are ticks.",2,"[0, 0, 0]","[1, 0]",undefined
7.252483333333333,,16,2,1,1217,1,0,"[0, 0, 0]","[9, 4, 3]",,True,,There is a triangle.,5009,"[3, 2, 0]",0,response,"[1, 0]",True,exh-clausal,0,There is a diamond.,,"[0, 3, 4]",,True,There is a spade.,0,"[0, 0, 0]","[0, 1]",undefined
7.252483333333333,,16,1,0,1135,0,0,"[0, 0, 0]","[7, 1, 9]",,True,,There are four circles.,3046,"[4, 9, 0]",1,filler,"[1, 0]",True,exh-clausal,0,"There are four ticks, but there are no more than four ticks.",,"[2, 5, 3]",,True,"There are four hearts, but there are no more than four hearts.",2,"[0, 0, 0]","[1, 0]",undefined
7.252483333333333,,16,1,0,878,0,1,"[0, 0, 0]","[6, 5, 7]",,True,,There are four stars.,2720,"[9, 3, 8]",0,response,"[0, 1]",True,exh-clausal,1,There are four circles.,,"[7, 0, 4]",,True,There are four triangles.,0,"[0, 0, 0]","[1, 0]",undefined
7.252483333333333,,16,1,1,1351,1,1,"[0, 0, 0]","[0, 6, 2]",,True,,There are four diamonds.,4416,"[7, 8, 2]",1,filler,"[0, 1]",True,exh-clausal,1,There are four circles.,,"[7, 9, 0]",,True,There are four circles.,1,"[0, 0, 0]","[0, 1]",undefined
7.252483333333333,,16,0,0,1376,1,0,"[4, 0, 0]","[1, 5, 4]",,False,,Some of the symbols are clubs.,3889,"[11, 5, 6]",1,filler,"[1, 0]",False,exh-clausal,1,4 + 5 = ?,,"[9, 4, 5]",,False,5 + 6 = ?,3,"[3, 0, 0]","[0, 1]",undefined
7.252483333333333,,16,2,1,1471,1,0,"[0, 0, 0]","[4, 3, 0]",,True,,There is a heart.,5399,"[8, 5, 3]",1,filler,"[1, 0]",True,exh-clausal,0,"There is a triangle, but there is nothing besides a triangle.",,"[9, 0, 5]",,True,"There is a note, but there is nothing besides a note.",2,"[0, 0, 0]","[0, 1]",undefined
7.252483333333333,,16,0,0,1407,0,0,"[0, 0, 0]","[7, 2, 6]",,True,,Some of the symbols are circles.,5009,"[0, 6, 7]",1,filler,"[1, 0]",True,exh-clausal,0,Some of the symbols are clubs.,,"[1, 0, 6]",,True,Some of the symbols are diamonds.,0,"[0, 0, 0]","[1, 0]",undefined
7.252483333333333,,16,0,1,4128,1,0,"[0, 0, 0]","[8, 4, 1]",,True,,Some of the symbols are notes.,9113,"[8, 4, 9]",1,filler,"[1, 0]",True,exh-clausal,0,"Some of the symbols are clubs, but not all of them are clubs.",,"[1, 6, 5]",,True,"Some of the symbols are notes, but not all of them are notes.",2,"[0, 0, 0]","[0, 1]",undefined
7.252483333333333,,16,0,1,1247,1,0,"[6, 0, 0]","[8, 2, 1]",,True,,Some of the symbols are notes.,3079,"[16, 8, 8]",0,response,"[1, 0]",True,exh-clausal,0,0 + 1 = ?,,"[1, 0, 1]",,True,8 + 8 = ?,3,"[1, 0, 0]","[0, 1]",undefined
7.252483333333333,,16,1,0,1007,0,0,"[0, 0, 0]","[6, 3, 0]",,True,,There are four stars.,2928,"[5, 4, 1]",1,filler,"[1, 0]",True,exh-clausal,0,There are four hearts.,,"[4, 5, 7]",,True,There are four squares.,1,"[0, 0, 0]","[1, 0]",undefined
7.252483333333333,,16,2,1,1159,1,1,"[0, 0, 0]","[1, 7, 8]",,True,,There is a club.,4448,"[0, 8, 9]",0,response,"[0, 1]",True,exh-clausal,1,"There is a note, but there is nothing besides a note.",,"[8, 7, 6]",,True,"There is a diamond, but there is nothing besides a diamond.",2,"[0, 0, 0]","[0, 1]",undefined
7.252483333333333,,16,0,1,1288,1,0,"[0, 0, 0]","[0, 7, 1]",,True,,Some of the symbols are diamonds.,3816,"[7, 1, 9]",1,filler,"[1, 0]",True,exh-clausal,0,Some of the symbols are hearts.,,"[4, 8, 2]",,True,Some of the symbols are circles.,0,"[0, 0, 0]","[0, 1]",undefined
