correctPOChoice,pTChoice,primeStrength,pOSentence,responseSentence,response_rt,correctPChoices,primeType,Answer.time_in_minutes,pTSymbols,responseSymbols,trial_type,goodPTChoice,correctPTChoice,primeTShuffle,pTwrongAnswer,slide_number,pOSymbols,block_rt,goodPOChoice,audio,Answer.condition,slide_type,btwncondition,pOwrongAnswer,responseChoice,response,pTSentence,image,primeOShuffle,workerid,pOChoice
True,0,0,Some of the symbols are notes.,Some of the symbols are diamonds.,5633,True,0,17.866683333333334,"[7, 6, 5]","[0, 7, 3]",response,0,True,"[1, 0]","[0, 0, 0]",,"[8, 1, 3]",12787,1,,undefined,,exh-clausal,"[0, 0, 0]",0,,Some of the symbols are circles.,,"[0, 1]",22,1
False,0,3,4 + 9 = ?,There are four notes.,2035,False,1,17.866683333333334,"[2, 1, 1]","[8, 9, 4]",filler,0,True,"[1, 0]","[2, 0, 0]",,"[13, 4, 9]",7688,0,,undefined,,exh-clausal,"[6, 0, 0]",0,,1 + 1 = ?,,"[1, 0]",22,1
True,0,0,There is a triangle.,There is a square.,2435,True,2,17.866683333333334,"[8, 3, 1]","[5, 4, 7]",filler,0,True,"[1, 0]","[0, 0, 0]",,"[9, 6, 1]",6968,0,,undefined,,exh-clausal,"[0, 0, 0]",1,,There is a note.,,"[1, 0]",22,0
True,0,3,1 + 5 = ?,Some of the symbols are squares.,3522,False,0,17.866683333333334,"[16, 7, 9]","[5, 1, 7]",filler,1,False,"[0, 1]","[5, 0, 0]",,"[6, 1, 5]",8693,1,,undefined,,exh-clausal,"[8, 0, 0]",1,,7 + 9 = ?,,"[0, 1]",22,1
True,0,2,"There are four notes, but there are no more than four notes.",There are four hearts.,3149,False,1,17.866683333333334,"[5, 4, 2]","[4, 5, 8]",response,1,False,"[0, 1]","[0, 0, 0]",,"[8, 0, 2]",11445,1,,undefined,,exh-clausal,"[0, 0, 0]",1,,"There are four squares, but there are no more than four squares.",,"[0, 1]",22,1
False,0,0,There are four hearts.,There are four diamonds.,4000,False,1,17.866683333333334,"[3, 0, 2]","[0, 8, 9]",response,0,True,"[1, 0]","[0, 0, 0]",,"[4, 0, 5]",13304,1,,undefined,,exh-clausal,"[0, 0, 0]",0,,There are four spades.,,"[0, 1]",22,0
True,1,3,7 + 0 = ?,Some of the symbols are clubs.,4062,True,0,17.866683333333334,"[11, 7, 4]","[1, 4, 6]",filler,1,True,"[0, 1]","[5, 0, 0]",,"[7, 7, 0]",8358,0,,undefined,,exh-clausal,"[4, 0, 0]",0,,7 + 4 = ?,,"[1, 0]",22,0
False,1,3,9 + 7 = ?,There is a circle.,3291,False,2,17.866683333333334,"[5, 1, 4]","[7, 8, 1]",filler,0,False,"[1, 0]","[2, 0, 0]",,"[16, 9, 7]",8618,1,,undefined,,exh-clausal,"[1, 0, 0]",1,,1 + 4 = ?,,"[0, 1]",22,0
True,1,3,8 + 6 = ?,There is a spade.,2949,True,2,17.866683333333334,"[13, 9, 4]","[3, 5, 2]",response,1,True,"[0, 1]","[4, 0, 0]",,"[14, 8, 6]",7506,0,,undefined,,exh-clausal,"[0, 0, 0]",1,,9 + 4 = ?,,"[1, 0]",22,0
True,1,3,7 + 1 = ?,There is a heart.,5009,True,2,17.866683333333334,"[9, 9, 0]","[4, 9, 6]",filler,1,True,"[0, 1]","[9, 0, 0]",,"[8, 7, 1]",10206,0,,undefined,,exh-clausal,"[6, 0, 0]",1,,9 + 0 = ?,,"[1, 0]",22,0
False,1,3,9 + 0 = ?,Some of the symbols are squares.,3338,False,0,17.866683333333334,"[10, 7, 3]","[5, 1, 4]",response,0,False,"[1, 0]","[3, 0, 0]",,"[9, 9, 0]",7009,1,,undefined,,exh-clausal,"[5, 0, 0]",0,,7 + 3 = ?,,"[0, 1]",22,0
False,1,2,"Some of the symbols are hearts, but not all of them are hearts.",Some of the symbols are triangles.,4371,False,0,17.866683333333334,"[4, 6, 2]","[9, 0, 1]",response,0,False,"[1, 0]","[0, 0, 0]",,"[4, 0, 9]",11675,0,,undefined,,exh-clausal,"[0, 0, 0]",0,,"Some of the symbols are hearts, but not all of them are hearts.",,"[1, 0]",22,1
True,1,1,There is a diamond.,There is a star.,2672,True,2,17.866683333333334,"[9, 5, 6]","[6, 1, 4]",filler,1,True,"[0, 1]","[0, 0, 0]",,"[0, 8, 3]",7202,1,,undefined,,exh-clausal,"[0, 0, 0]",1,,There is a triangle.,,"[0, 1]",22,1
True,0,3,3 + 5 = ?,There is a note.,4888,True,2,17.866683333333334,"[9, 1, 8]","[8, 1, 7]",filler,0,True,"[1, 0]","[3, 0, 0]",,"[8, 3, 5]",9092,1,,undefined,,exh-clausal,"[9, 0, 0]",1,,1 + 8 = ?,,"[0, 1]",22,1
True,0,0,There is a circle.,There is a spade.,4057,True,2,17.866683333333334,"[6, 2, 4]","[3, 0, 8]",filler,0,True,"[1, 0]","[0, 0, 0]",,"[7, 8, 9]",14339,0,,undefined,,exh-clausal,"[0, 0, 0]",1,,There is a star.,,"[1, 0]",22,0
True,1,0,Some of the symbols are hearts.,Some of the symbols are clubs.,2717,True,0,17.866683333333334,"[0, 9, 6]","[1, 0, 2]",response,1,True,"[0, 1]","[0, 0, 0]",,"[4, 9, 2]",9591,0,,undefined,,exh-clausal,"[0, 0, 0]",0,,Some of the symbols are diamonds.,,"[1, 0]",22,0
False,1,3,8 + 0 = ?,There is a square.,4677,False,2,17.866683333333334,"[4, 2, 2]","[5, 7, 2]",response,1,True,"[0, 1]","[3, 0, 0]",,"[8, 8, 0]",8968,1,,undefined,,exh-clausal,"[2, 0, 0]",0,,2 + 2 = ?,,"[0, 1]",22,0
True,1,2,"There is a diamond, but there is nothing besides a diamond.",There is a circle.,2967,True,2,17.866683333333334,"[0, 6, 2]","[7, 4, 6]",filler,1,True,"[0, 1]","[0, 0, 0]",,"[0, 1, 8]",10647,1,,undefined,,exh-clausal,"[0, 0, 0]",1,,"There is a diamond, but there is nothing besides a diamond.",,"[0, 1]",22,1
True,0,1,There are four diamonds.,There are four circles.,5006,True,1,17.866683333333334,"[3, 8, 6]","[7, 4, 0]",response,0,True,"[1, 0]","[0, 0, 0]",,"[0, 6, 5]",13195,1,,undefined,,exh-clausal,"[0, 0, 0]",1,,There are four spades.,,"[0, 1]",22,1
True,0,2,"There is a circle, but there is nothing besides a circle.",There is a note.,3049,True,2,17.866683333333334,"[5, 0, 9]","[8, 9, 7]",response,0,True,"[1, 0]","[0, 0, 0]",,"[7, 5, 4]",11352,0,,undefined,,exh-clausal,"[0, 0, 0]",0,,"There is a square, but there is nothing besides a square.",,"[1, 0]",22,0
True,0,0,There is a diamond.,There is a triangle.,4058,True,2,17.866683333333334,"[0, 9, 3]","[9, 4, 0]",filler,0,True,"[1, 0]","[0, 0, 0]",,"[0, 9, 2]",10594,1,,undefined,,exh-clausal,"[0, 0, 0]",1,,There is a diamond.,,"[0, 1]",22,1
True,1,3,7 + 3 = ?,There is a tick.,5114,False,2,17.866683333333334,"[15, 6, 9]","[2, 1, 7]",filler,0,False,"[1, 0]","[7, 0, 0]",,"[10, 7, 3]",9482,0,,undefined,,exh-clausal,"[0, 0, 0]",0,,6 + 9 = ?,,"[1, 0]",22,0
True,0,2,"There is a club, but there is nothing besides a club.",There is a triangle.,2004,True,2,17.866683333333334,"[0, 3, 6]","[9, 5, 2]",response,0,True,"[1, 0]","[0, 0, 0]",,"[1, 4, 7]",8362,0,,undefined,,exh-clausal,"[0, 0, 0]",0,,"There is a diamond, but there is nothing besides a diamond.",,"[1, 0]",22,0
True,1,0,There are four spades.,There are four circles.,3172,True,1,17.866683333333334,"[1, 0, 8]","[7, 0, 1]",response,1,True,"[0, 1]","[0, 0, 0]",,"[3, 2, 5]",15119,0,,undefined,,exh-clausal,"[0, 0, 0]",0,,There are four clubs.,,"[1, 0]",22,0
False,0,3,5 + 6 = ?,Some of the symbols are spades.,4932,False,0,17.866683333333334,"[5, 5, 0]","[3, 5, 7]",response,0,True,"[1, 0]","[6, 0, 0]",,"[11, 5, 6]",9454,0,,undefined,,exh-clausal,"[9, 0, 0]",0,,5 + 0 = ?,,"[1, 0]",22,1
True,0,0,There are four spades.,There are four clubs.,2836,True,1,17.866683333333334,"[0, 1, 6]","[1, 5, 4]",response,0,True,"[1, 0]","[0, 0, 0]",,"[3, 8, 1]",53447,0,,undefined,,exh-clausal,"[0, 0, 0]",0,,There are four diamonds.,,"[1, 0]",22,0
True,0,0,There are four spades.,There are four diamonds.,2631,True,1,17.866683333333334,"[3, 2, 6]","[0, 6, 2]",filler,0,True,"[1, 0]","[0, 0, 0]",,"[3, 6, 1]",6729,1,,undefined,,exh-clausal,"[0, 0, 0]",1,,There are four spades.,,"[0, 1]",22,1
True,1,3,7 + 5 = ?,There is a triangle.,2812,False,2,17.866683333333334,"[9, 5, 4]","[9, 8, 6]",response,0,False,"[1, 0]","[10, 0, 0]",,"[12, 7, 5]",6584,0,,undefined,,exh-clausal,"[8, 0, 0]",0,,5 + 4 = ?,,"[1, 0]",22,0
False,0,3,1 + 4 = ?,Some of the symbols are triangles.,4209,False,0,17.866683333333334,"[12, 9, 3]","[9, 5, 1]",filler,1,False,"[0, 1]","[1, 0, 0]",,"[5, 1, 4]",7910,0,,undefined,,exh-clausal,"[3, 0, 0]",1,,9 + 3 = ?,,"[1, 0]",22,1
True,1,1,There is a triangle.,There is a tick.,2781,True,2,17.866683333333334,"[4, 5, 6]","[2, 5, 4]",response,1,True,"[0, 1]","[0, 0, 0]",,"[9, 5, 0]",8512,1,,undefined,,exh-clausal,"[0, 0, 0]",0,,There is a heart.,,"[0, 1]",22,1
True,1,2,"There are four ticks, but there are no more than four ticks.",There are four spades.,6312,True,1,17.866683333333334,"[8, 6, 4]","[3, 6, 5]",filler,1,True,"[0, 1]","[0, 0, 0]",,"[2, 0, 6]",13599,0,,undefined,,exh-clausal,"[0, 0, 0]",1,,"There are four notes, but there are no more than four notes.",,"[1, 0]",22,0
False,1,2,"There are four hearts, but there are no more than four hearts.",There are four notes.,3157,False,1,17.866683333333334,"[3, 4, 6]","[8, 3, 4]",filler,0,False,"[1, 0]","[0, 0, 0]",,"[4, 8, 7]",9337,0,,undefined,,exh-clausal,"[0, 0, 0]",1,,"There are four spades, but there are no more than four spades.",,"[1, 0]",22,1
True,0,3,1 + 8 = ?,Some of the symbols are notes.,4513,False,0,17.866683333333334,"[17, 8, 9]","[8, 3, 0]",response,1,False,"[0, 1]","[8, 0, 0]",,"[9, 1, 8]",8903,1,,undefined,,exh-clausal,"[3, 0, 0]",0,,8 + 9 = ?,,"[0, 1]",22,1
True,1,0,There are four diamonds.,There are four hearts.,2595,True,1,17.866683333333334,"[7, 2, 4]","[4, 7, 9]",filler,1,True,"[0, 1]","[0, 0, 0]",,"[0, 1, 7]",9549,1,,undefined,,exh-clausal,"[0, 0, 0]",1,,There are four circles.,,"[0, 1]",22,1
False,1,3,2 + 0 = ?,Some of the symbols are circles.,2403,False,0,17.866683333333334,"[5, 3, 2]","[7, 1, 8]",filler,0,False,"[1, 0]","[4, 0, 0]",,"[2, 2, 0]",6319,1,,undefined,,exh-clausal,"[3, 0, 0]",0,,3 + 2 = ?,,"[0, 1]",22,0
True,1,0,Some of the symbols are notes.,Some of the symbols are stars.,3736,True,0,17.866683333333334,"[4, 5, 1]","[6, 8, 0]",filler,1,True,"[0, 1]","[0, 0, 0]",,"[8, 0, 2]",11153,1,,undefined,,exh-clausal,"[0, 0, 0]",1,,Some of the symbols are hearts.,,"[0, 1]",22,1
True,1,0,There is a square.,There is a spade.,3008,True,2,17.866683333333334,"[0, 6, 9]","[3, 7, 0]",filler,1,True,"[0, 1]","[0, 0, 0]",,"[5, 6, 1]",9283,0,,undefined,,exh-clausal,"[0, 0, 0]",1,,There is a diamond.,,"[1, 0]",22,0
True,1,3,8 + 4 = ?,There are four hearts.,3185,True,1,17.866683333333334,"[14, 9, 5]","[4, 6, 9]",filler,1,True,"[0, 1]","[6, 0, 0]",,"[12, 8, 4]",7352,0,,undefined,,exh-clausal,"[4, 0, 0]",1,,9 + 5 = ?,,"[1, 0]",22,0
True,0,1,There are four stars.,There are four diamonds.,4767,True,1,17.866683333333334,"[8, 7, 0]","[0, 5, 2]",response,0,True,"[1, 0]","[0, 0, 0]",,"[6, 5, 2]",11155,1,,undefined,,exh-clausal,"[0, 0, 0]",1,,There are four notes.,,"[0, 1]",22,1
False,0,2,"Some of the symbols are ticks, but not all of them are ticks.",Some of the symbols are hearts.,4269,False,0,17.866683333333334,"[3, 0, 2]","[4, 7, 3]",filler,1,False,"[0, 1]","[0, 0, 0]",,"[2, 5, 4]",10526,1,,undefined,,exh-clausal,"[0, 0, 0]",1,,"Some of the symbols are spades, but not all of them are spades.",,"[0, 1]",22,0
True,0,0,Some of the symbols are clubs.,Some of the symbols are clubs.,2583,True,0,17.866683333333334,"[9, 1, 2]","[1, 3, 5]",response,0,True,"[1, 0]","[0, 0, 0]",,"[1, 7, 8]",8019,0,,undefined,,exh-clausal,"[0, 0, 0]",0,,Some of the symbols are triangles.,,"[1, 0]",22,0
True,1,0,There is a heart.,There is a note.,1827,True,2,17.866683333333334,"[6, 7, 4]","[8, 6, 1]",response,1,True,"[0, 1]","[0, 0, 0]",,"[4, 6, 3]",9452,0,,undefined,,exh-clausal,"[0, 0, 0]",0,,There is a star.,,"[1, 0]",22,0
True,0,1,There is a note.,There is a tick.,2534,True,2,17.866683333333334,"[2, 4, 7]","[2, 4, 7]",response,0,True,"[1, 0]","[0, 0, 0]",,"[8, 5, 0]",10293,0,,undefined,,exh-clausal,"[0, 0, 0]",0,,There is a tick.,,"[1, 0]",22,0
True,0,1,There are four diamonds.,There are four ticks.,2976,True,1,17.866683333333334,"[3, 7, 6]","[2, 9, 1]",filler,0,True,"[1, 0]","[0, 0, 0]",,"[0, 2, 3]",9835,0,,undefined,,exh-clausal,"[0, 0, 0]",1,,There are four spades.,,"[1, 0]",22,0
False,1,2,"There are four hearts, but there are no more than four hearts.",There are four hearts.,2326,False,1,17.866683333333334,"[5, 3, 9]","[4, 0, 7]",filler,0,False,"[1, 0]","[0, 0, 0]",,"[4, 5, 1]",9398,1,,undefined,,exh-clausal,"[0, 0, 0]",1,,"There are four squares, but there are no more than four squares.",,"[0, 1]",22,0
True,0,3,3 + 0 = ?,There is a spade.,5241,False,2,17.866683333333334,"[12, 4, 8]","[3, 4, 2]",response,1,False,"[0, 1]","[4, 0, 0]",,"[3, 3, 0]",9544,1,,undefined,,exh-clausal,"[4, 0, 0]",1,,4 + 8 = ?,,"[0, 1]",22,1
False,1,2,"There is a heart, but there is nothing besides a heart.",There is a club.,3285,False,2,17.866683333333334,"[2, 7, 3]","[1, 8, 2]",response,0,False,"[1, 0]","[0, 0, 0]",,"[4, 3, 6]",10838,0,,undefined,,exh-clausal,"[0, 0, 0]",0,,"There is a tick, but there is nothing besides a tick.",,"[1, 0]",22,1
True,1,0,There are four circles.,There are four ticks.,2291,True,1,17.866683333333334,"[2, 0, 7]","[2, 6, 4]",filler,1,True,"[0, 1]","[0, 0, 0]",,"[7, 8, 9]",9325,0,,undefined,,exh-clausal,"[0, 0, 0]",1,,There are four ticks.,,"[1, 0]",22,0
True,0,0,Some of the symbols are squares.,Some of the symbols are notes.,2626,True,0,17.866683333333334,"[3, 7, 6]","[8, 1, 5]",filler,0,True,"[1, 0]","[0, 0, 0]",,"[5, 1, 3]",8236,1,,undefined,,exh-clausal,"[0, 0, 0]",1,,Some of the symbols are spades.,,"[0, 1]",22,1
False,1,2,"There is a circle, but there is nothing besides a circle.",There is a diamond.,3219,False,2,17.866683333333334,"[5, 9, 3]","[0, 6, 4]",filler,0,False,"[1, 0]","[0, 0, 0]",,"[7, 5, 0]",9953,1,,undefined,,exh-clausal,"[0, 0, 0]",1,,"There is a square, but there is nothing besides a square.",,"[0, 1]",22,0
False,0,1,Some of the symbols are diamonds.,Some of the symbols are clubs.,4518,False,0,17.866683333333334,"[3, 0, 1]","[1, 3, 8]",response,1,False,"[0, 1]","[0, 0, 0]",,"[0, 1, 2]",15500,0,,undefined,,exh-clausal,"[0, 0, 0]",0,,Some of the symbols are spades.,,"[1, 0]",22,1
True,1,1,There is a square.,There is a club.,2472,True,2,17.866683333333334,"[0, 9, 2]","[1, 4, 6]",filler,1,True,"[0, 1]","[0, 0, 0]",,"[5, 7, 6]",7529,1,,undefined,,exh-clausal,"[0, 0, 0]",1,,There is a diamond.,,"[0, 1]",22,1
True,0,1,There is a heart.,There is a diamond.,3227,True,2,17.866683333333334,"[1, 3, 8]","[0, 9, 7]",filler,0,True,"[1, 0]","[0, 0, 0]",,"[4, 0, 3]",8795,1,,undefined,,exh-clausal,"[0, 0, 0]",1,,There is a club.,,"[0, 1]",22,1
True,1,1,There is a triangle.,There is a note.,3098,True,2,17.866683333333334,"[5, 4, 1]","[8, 7, 1]",filler,1,True,"[0, 1]","[0, 0, 0]",,"[9, 0, 7]",7695,1,,undefined,,exh-clausal,"[0, 0, 0]",1,,There is a square.,,"[0, 1]",22,1
True,0,0,Some of the symbols are squares.,Some of the symbols are stars.,2889,True,0,17.866683333333334,"[0, 8, 9]","[6, 8, 4]",filler,0,True,"[1, 0]","[0, 0, 0]",,"[5, 8, 0]",10198,0,,undefined,,exh-clausal,"[0, 0, 0]",1,,Some of the symbols are diamonds.,,"[1, 0]",22,0
False,1,1,Some of the symbols are ticks.,Some of the symbols are triangles.,3063,False,0,17.866683333333334,"[0, 7, 6]","[9, 5, 6]",filler,0,False,"[1, 0]","[0, 0, 0]",,"[2, 3, 8]",8424,1,,undefined,,exh-clausal,"[0, 0, 0]",1,,Some of the symbols are diamonds.,,"[0, 1]",22,0
False,1,1,Some of the symbols are clubs.,Some of the symbols are circles.,2839,False,0,17.866683333333334,"[6, 5, 8]","[7, 0, 3]",filler,0,False,"[1, 0]","[0, 0, 0]",,"[1, 6, 9]",8873,0,,undefined,,exh-clausal,"[0, 0, 0]",1,,Some of the symbols are stars.,,"[1, 0]",22,1
True,1,3,5 + 5 = ?,There are four diamonds.,3058,True,1,17.866683333333334,"[7, 1, 6]","[0, 6, 4]",filler,1,True,"[0, 1]","[0, 0, 0]",,"[10, 5, 5]",6683,0,,undefined,,exh-clausal,"[4, 0, 0]",1,,1 + 6 = ?,,"[1, 0]",22,0
True,0,2,"Some of the symbols are triangles, but not all of them are triangles.",Some of the symbols are clubs.,2698,True,0,17.866683333333334,"[6, 2, 5]","[1, 9, 3]",filler,0,True,"[1, 0]","[0, 0, 0]",,"[9, 2, 6]",8171,0,,undefined,,exh-clausal,"[0, 0, 0]",1,,"Some of the symbols are stars, but not all of them are stars.",,"[1, 0]",22,0
True,1,1,There are four hearts.,There are four triangles.,2579,True,1,17.866683333333334,"[1, 7, 4]","[9, 0, 3]",filler,1,True,"[0, 1]","[0, 0, 0]",,"[4, 5, 1]",8113,0,,undefined,,exh-clausal,"[0, 0, 0]",1,,There are four clubs.,,"[1, 0]",22,0
False,0,2,"There is a square, but there is nothing besides a square.",There is a square.,2595,False,2,17.866683333333334,"[3, 8, 7]","[5, 8, 0]",filler,1,False,"[0, 1]","[0, 0, 0]",,"[5, 3, 9]",7266,1,,undefined,,exh-clausal,"[0, 0, 0]",1,,"There is a spade, but there is nothing besides a spade.",,"[0, 1]",22,0
True,0,1,There are four squares.,There are four circles.,4230,True,1,17.866683333333334,"[2, 4, 5]","[7, 3, 8]",response,0,True,"[1, 0]","[0, 0, 0]",,"[5, 4, 9]",9839,1,,undefined,,exh-clausal,"[0, 0, 0]",1,,There are four ticks.,,"[0, 1]",22,1
True,0,0,Some of the symbols are hearts.,Some of the symbols are clubs.,2990,True,0,17.866683333333334,"[4, 1, 9]","[1, 7, 5]",response,0,True,"[1, 0]","[0, 0, 0]",,"[4, 7, 2]",10489,0,,undefined,,exh-clausal,"[0, 0, 0]",0,,Some of the symbols are hearts.,,"[1, 0]",22,0
True,0,1,There is a star.,There is a tick.,4594,True,2,17.866683333333334,"[9, 6, 4]","[2, 4, 6]",response,0,True,"[1, 0]","[0, 0, 0]",,"[6, 4, 7]",8868,1,,undefined,,exh-clausal,"[0, 0, 0]",0,,There is a triangle.,,"[0, 1]",22,1
True,1,0,Some of the symbols are spades.,Some of the symbols are diamonds.,2121,True,0,17.866683333333334,"[1, 3, 5]","[0, 2, 5]",filler,1,True,"[0, 1]","[0, 0, 0]",,"[3, 4, 8]",7428,1,,undefined,,exh-clausal,"[0, 0, 0]",0,,Some of the symbols are clubs.,,"[0, 1]",22,1
False,0,2,"There is a note, but there is nothing besides a note.",There is a triangle.,2027,False,2,17.866683333333334,"[3, 1, 7]","[9, 0, 2]",response,1,False,"[0, 1]","[0, 0, 0]",,"[8, 0, 2]",7118,0,,undefined,,exh-clausal,"[0, 0, 0]",0,,"There is a spade, but there is nothing besides a spade.",,"[1, 0]",22,1
True,1,2,"Some of the symbols are circles, but not all of them are circles.",Some of the symbols are triangles.,2284,True,0,17.866683333333334,"[7, 6, 5]","[9, 3, 6]",response,1,True,"[0, 1]","[0, 0, 0]",,"[7, 4, 1]",8004,1,,undefined,,exh-clausal,"[0, 0, 0]",0,,"Some of the symbols are circles, but not all of them are circles.",,"[0, 1]",22,1
False,0,1,Some of the symbols are ticks.,Some of the symbols are notes.,2107,False,0,17.866683333333334,"[8, 1, 9]","[8, 5, 0]",response,1,False,"[0, 1]","[0, 0, 0]",,"[2, 8, 1]",7979,0,,undefined,,exh-clausal,"[0, 0, 0]",0,,Some of the symbols are notes.,,"[1, 0]",22,1
False,1,1,Some of the symbols are triangles.,Some of the symbols are squares.,1852,False,0,17.866683333333334,"[2, 9, 4]","[5, 2, 7]",response,0,False,"[1, 0]","[0, 0, 0]",,"[9, 5, 7]",7148,1,,undefined,,exh-clausal,"[0, 0, 0]",0,,Some of the symbols are ticks.,,"[0, 1]",22,0
False,1,3,3 + 5 = ?,There are four hearts.,3124,False,1,17.866683333333334,"[9, 6, 3]","[4, 8, 2]",response,1,True,"[0, 1]","[5, 0, 0]",,"[8, 3, 5]",7304,1,,undefined,,exh-clausal,"[6, 0, 0]",1,,6 + 3 = ?,,"[0, 1]",22,0
False,1,2,"There are four clubs, but there are no more than four clubs.",There are four circles.,2532,False,1,17.866683333333334,"[6, 5, 4]","[7, 5, 3]",response,0,False,"[1, 0]","[0, 0, 0]",,"[1, 0, 4]",9249,1,,undefined,,exh-clausal,"[0, 0, 0]",1,,"There are four stars, but there are no more than four stars.",,"[0, 1]",22,0
True,0,3,9 + 9 = ?,Some of the symbols are diamonds.,2896,True,0,17.866683333333334,"[10, 4, 6]","[0, 2, 6]",response,0,True,"[1, 0]","[4, 0, 0]",,"[18, 9, 9]",6715,1,,undefined,,exh-clausal,"[6, 0, 0]",0,,4 + 6 = ?,,"[0, 1]",22,1
False,0,2,"There are four hearts, but there are no more than four hearts.",There are four clubs.,3227,False,1,17.866683333333334,"[2, 7, 6]","[1, 2, 6]",response,1,False,"[0, 1]","[0, 0, 0]",,"[4, 0, 5]",8021,0,,undefined,,exh-clausal,"[0, 0, 0]",1,,"There are four ticks, but there are no more than four ticks.",,"[1, 0]",22,1
True,1,2,"Some of the symbols are triangles, but not all of them are triangles.",Some of the symbols are notes.,4050,True,0,17.866683333333334,"[9, 1, 5]","[8, 4, 2]",filler,1,True,"[0, 1]","[0, 0, 0]",,"[9, 6, 2]",13250,0,,undefined,,exh-clausal,"[0, 0, 0]",1,,"Some of the symbols are triangles, but not all of them are triangles.",,"[1, 0]",22,0
True,0,2,"Some of the symbols are clubs, but not all of them are clubs.",Some of the symbols are stars.,2397,True,0,17.866683333333334,"[8, 2, 1]","[6, 7, 9]",filler,0,True,"[1, 0]","[0, 0, 0]",,"[1, 5, 0]",8779,0,,undefined,,exh-clausal,"[0, 0, 0]",1,,"Some of the symbols are notes, but not all of them are notes.",,"[1, 0]",22,0
False,1,1,There are four clubs.,There are four squares.,2831,False,1,17.866683333333334,"[4, 5, 6]","[5, 1, 8]",response,1,True,"[0, 1]","[0, 0, 0]",,"[1, 6, 9]",7996,1,,undefined,,exh-clausal,"[0, 0, 0]",1,,There are four hearts.,,"[0, 1]",22,0
False,0,1,Some of the symbols are diamonds.,Some of the symbols are spades.,2933,False,0,17.866683333333334,"[4, 6, 1]","[3, 8, 4]",filler,1,False,"[0, 1]","[0, 0, 0]",,"[0, 7, 1]",14277,1,,undefined,,exh-clausal,"[0, 0, 0]",1,,Some of the symbols are hearts.,,"[0, 1]",22,0
True,1,0,There are four ticks.,There are four circles.,2393,True,1,17.866683333333334,"[3, 8, 6]","[7, 0, 3]",response,1,True,"[0, 1]","[0, 0, 0]",,"[2, 1, 6]",11142,1,,undefined,,exh-clausal,"[0, 0, 0]",0,,There are four spades.,,"[0, 1]",22,1
True,0,0,There is a club.,There is a club.,2222,True,2,17.866683333333334,"[0, 6, 9]","[1, 4, 3]",response,0,True,"[1, 0]","[0, 0, 0]",,"[1, 7, 6]",10398,1,,undefined,,exh-clausal,"[0, 0, 0]",0,,There is a diamond.,,"[0, 1]",22,1
False,1,2,"There are four squares, but there are no more than four squares.",There are four hearts.,3245,False,1,17.866683333333334,"[9, 6, 8]","[4, 3, 8]",response,0,False,"[1, 0]","[0, 0, 0]",,"[5, 6, 9]",9607,0,,undefined,,exh-clausal,"[0, 0, 0]",1,,"There are four triangles, but there are no more than four triangles.",,"[1, 0]",22,1
False,1,3,9 + 0 = ?,There are four notes.,2496,False,1,17.866683333333334,"[15, 7, 8]","[8, 5, 6]",response,0,False,"[1, 0]","[0, 0, 0]",,"[9, 9, 0]",8016,1,,undefined,,exh-clausal,"[1, 0, 0]",1,,7 + 8 = ?,,"[0, 1]",22,0
True,1,1,There is a tick.,There is a club.,3412,True,2,17.866683333333334,"[2, 8, 6]","[1, 5, 8]",response,1,True,"[0, 1]","[0, 0, 0]",,"[2, 6, 9]",8442,0,,undefined,,exh-clausal,"[0, 0, 0]",0,,There is a tick.,,"[1, 0]",22,0
,,,,,,,,15.996266666666667,,,,,,,,1,,,,,undefined,bot_check,,,,"[0, 'Margaret']",,Margaret,,23,
True,0,0,There is a heart.,There is a diamond.,2072,True,2,15.996266666666667,"[5, 1, 9]","[0, 7, 5]",response,0,True,"[1, 0]","[0, 0, 0]",,"[4, 9, 3]",8350,1,,undefined,,exh-clausal,"[0, 0, 0]",0,,There is a square.,,"[0, 1]",23,1
True,0,1,Some of the symbols are diamonds.,Some of the symbols are circles.,3294,True,0,15.996266666666667,"[9, 4, 3]","[7, 6, 9]",filler,0,True,"[1, 0]","[0, 0, 0]",,"[0, 8, 6]",9847,1,,undefined,,exh-clausal,"[0, 0, 0]",1,,Some of the symbols are triangles.,,"[0, 1]",23,1
True,0,0,There are four stars.,There are four spades.,1783,True,1,15.996266666666667,"[7, 9, 4]","[3, 2, 4]",response,0,True,"[1, 0]","[0, 0, 0]",,"[6, 7, 2]",7248,1,,undefined,,exh-clausal,"[0, 0, 0]",0,,There are four circles.,,"[0, 1]",23,1
True,1,1,There are four stars.,There are four ticks.,4777,True,1,15.996266666666667,"[3, 1, 6]","[2, 9, 6]",response,1,True,"[0, 1]","[0, 0, 0]",,"[6, 2, 3]",9968,0,,undefined,,exh-clausal,"[0, 0, 0]",0,,There are four spades.,,"[1, 0]",23,0
True,0,1,Some of the symbols are triangles.,Some of the symbols are triangles.,1711,False,0,15.996266666666667,"[2, 8, 9]","[9, 3, 7]",response,1,False,"[0, 1]","[0, 0, 0]",,"[9, 5, 0]",8880,0,,undefined,,exh-clausal,"[0, 0, 0]",0,,Some of the symbols are ticks.,,"[1, 0]",23,0
