pTSymbols,primeType,responseSentence,primeOShuffle,trial_type,pTChoice,slide_type,goodPTChoice,primeStrength,pOSymbols,workerid,pTwrongAnswer,correctPTChoice,correctPOChoice,correctPChoices,pOSentence,pOChoice,slide_number,response,responseChoice,image,pTSentence,audio,block_rt,Answer.condition,btwncondition,goodPOChoice,responseSymbols,Answer.time_in_minutes,response_rt,pOwrongAnswer,primeTShuffle
"[6, 5, 1]",2,There is a star.,"[0, 1]",filler,0,,1,3,"[2, 1, 1]",24,"[0, 0, 0]",False,True,False,1 + 1 = ?,1,,,1,,5 + 1 = ?,,4967,undefined,exh-subclausal,1,"[6, 7, 9]",12.920533333333333,1793,"[0, 0, 0]","[0, 1]"
"[7, 5, 2]",0,Some of the symbols are stars.,"[0, 1]",filler,1,,0,3,"[7, 7, 0]",24,"[0, 0, 0]",False,True,False,7 + 0 = ?,1,,,1,,5 + 2 = ?,,7763,undefined,exh-subclausal,1,"[6, 9, 4]",12.920533333333333,1859,"[7, 0, 0]","[1, 0]"
"[4, 9, 3]",2,There is a tick.,"[0, 1]",response,1,,1,0,"[6, 7, 5]",24,"[0, 0, 0]",True,True,True,There is a star.,1,,,0,,There is a heart.,,4421,undefined,exh-subclausal,1,"[2, 5, 9]",12.920533333333333,1528,"[0, 0, 0]","[0, 1]"
"[1, 9, 8]",0,Some of the symbols are hearts.,"[1, 0]",response,1,,1,2,"[3, 8, 5]",24,"[0, 0, 0]",True,True,True,Some but not all of the symbols are spades.,0,,,1,,Some but not all of the symbols are clubs.,,11673,undefined,exh-subclausal,0,"[4, 5, 1]",12.920533333333333,2717,"[0, 0, 0]","[0, 1]"
"[4, 5, 0]",1,There are four hearts.,"[1, 0]",response,1,,1,2,"[8, 9, 2]",24,"[0, 0, 0]",True,True,True,There are four but no more than four notes.,0,,,0,,There are four but no more than four hearts.,,5637,undefined,exh-subclausal,0,"[4, 3, 8]",12.920533333333333,1563,"[0, 0, 0]","[0, 1]"
"[1, 5, 6]",2,There is a star.,"[0, 1]",filler,0,,0,0,"[1, 9, 8]",24,"[0, 0, 0]",True,True,True,There is a club.,1,,,1,,There is a club.,,10005,undefined,exh-subclausal,1,"[6, 3, 9]",12.920533333333333,2341,"[0, 0, 0]","[1, 0]"
"[7, 5, 3]",0,Some of the symbols are spades.,"[0, 1]",response,0,,0,0,"[6, 5, 8]",24,"[0, 0, 0]",True,True,True,Some of the symbols are stars.,1,,,1,,Some of the symbols are circles.,,8504,undefined,exh-subclausal,1,"[3, 7, 1]",12.920533333333333,3006,"[0, 0, 0]","[1, 0]"
"[7, 9, 8]",2,There is a triangle.,"[1, 0]",filler,0,,0,2,"[5, 2, 1]",24,"[0, 0, 0]",True,True,True,There is a square but nothing else.,0,,,1,,There is a circle but nothing else.,,5344,undefined,exh-subclausal,0,"[9, 7, 2]",12.920533333333333,2040,"[0, 0, 0]","[1, 0]"
"[8, 1, 0]",1,There are four squares.,"[0, 1]",filler,0,,0,2,"[1, 5, 4]",24,"[0, 0, 0]",True,True,True,There are four but no more than four clubs.,1,,,1,,There are four but no more than four notes.,,6985,undefined,exh-subclausal,1,"[5, 8, 0]",12.920533333333333,2700,"[0, 0, 0]","[1, 0]"
"[0, 5, 1]",0,Some of the symbols are squares.,"[1, 0]",filler,1,,1,2,"[1, 6, 5]",24,"[0, 0, 0]",True,True,True,Some but not all of the symbols are clubs.,0,,,1,,Some but not all of the symbols are diamonds.,,5960,undefined,exh-subclausal,0,"[5, 8, 6]",12.920533333333333,1945,"[0, 0, 0]","[0, 1]"
"[11, 5, 6]",0,Some of the symbols are diamonds.,"[1, 0]",response,0,,0,3,"[13, 6, 7]",24,"[0, 0, 0]",True,False,False,6 + 7 = ?,1,,,0,,5 + 6 = ?,,6619,undefined,exh-subclausal,0,"[0, 3, 4]",12.920533333333333,3492,"[7, 0, 0]","[1, 0]"
"[12, 9, 3]",2,There is a star.,"[0, 1]",filler,1,,0,3,"[15, 6, 9]",24,"[6, 0, 0]",False,False,False,6 + 9 = ?,0,,,1,,9 + 3 = ?,,4527,undefined,exh-subclausal,1,"[6, 3, 2]",12.920533333333333,1789,"[2, 0, 0]","[1, 0]"
"[7, 0, 8]",1,There are four stars.,"[1, 0]",response,1,,1,0,"[9, 8, 4]",24,"[0, 0, 0]",True,True,True,There are four triangles.,0,,,0,,There are four circles.,,4781,undefined,exh-subclausal,0,"[6, 9, 0]",12.920533333333333,1909,"[0, 0, 0]","[0, 1]"
"[6, 2, 5]",2,There is a square.,"[1, 0]",filler,1,,1,0,"[9, 1, 0]",24,"[0, 0, 0]",True,True,True,There is a triangle.,0,,,1,,There is a star.,,6882,undefined,exh-subclausal,0,"[5, 4, 6]",12.920533333333333,1860,"[0, 0, 0]","[0, 1]"
"[1, 8, 7]",0,Some of the symbols are triangles.,"[1, 0]",filler,0,,0,2,"[1, 9, 7]",24,"[0, 0, 0]",True,True,True,Some but not all of the symbols are clubs.,0,,,1,,Some but not all of the symbols are clubs.,,7647,undefined,exh-subclausal,0,"[9, 0, 3]",12.920533333333333,3693,"[0, 0, 0]","[1, 0]"
"[6, 1, 4]",0,Some of the symbols are ticks.,"[0, 1]",response,1,,1,1,"[8, 3, 0]",24,"[0, 0, 0]",True,True,True,Some of the symbols are notes.,1,,,1,,Some of the symbols are stars.,,9117,undefined,exh-subclausal,1,"[2, 1, 5]",12.920533333333333,2555,"[0, 0, 0]","[0, 1]"
"[5, 7, 1]",2,There is a tick.,"[0, 1]",response,1,,1,2,"[7, 0, 4]",24,"[0, 0, 0]",True,True,True,There is a circle but nothing else.,1,,,0,,There is a square but nothing else.,,3914,undefined,exh-subclausal,1,"[2, 3, 6]",12.920533333333333,1062,"[0, 0, 0]","[0, 1]"
"[10, 6, 4]",0,Some of the symbols are diamonds.,"[1, 0]",filler,1,,1,3,"[6, 0, 6]",24,"[0, 0, 0]",True,True,True,0 + 6 = ?,0,,,1,,6 + 4 = ?,,4436,undefined,exh-subclausal,0,"[0, 1, 9]",12.920533333333333,2290,"[4, 0, 0]","[0, 1]"
"[6, 7, 0]",2,There is a square.,"[0, 1]",filler,1,,1,1,"[6, 5, 2]",24,"[0, 0, 0]",True,True,True,There is a star.,1,,,1,,There is a star.,,4761,undefined,exh-subclausal,1,"[5, 3, 6]",12.920533333333333,1859,"[0, 0, 0]","[0, 1]"
"[7, 3, 4]",0,Some of the symbols are hearts.,"[1, 0]",response,0,,0,3,"[6, 2, 4]",24,"[8, 0, 0]",True,False,False,2 + 4 = ?,1,,,1,,3 + 4 = ?,,5498,undefined,exh-subclausal,0,"[4, 0, 2]",12.920533333333333,2837,"[4, 0, 0]","[1, 0]"
"[1, 9, 3]",0,Some of the symbols are triangles.,"[0, 1]",response,1,,1,0,"[9, 0, 6]",24,"[0, 0, 0]",True,True,True,Some of the symbols are triangles.,1,,,0,,Some of the symbols are clubs.,,10744,undefined,exh-subclausal,1,"[9, 6, 1]",12.920533333333333,2184,"[0, 0, 0]","[0, 1]"
"[2, 9, 8]",1,There are four triangles.,"[1, 0]",response,1,,1,2,"[2, 5, 9]",24,"[0, 0, 0]",True,True,True,There are four but no more than four ticks.,0,,,0,,There are four but no more than four ticks.,,3781,undefined,exh-subclausal,0,"[9, 1, 7]",12.920533333333333,1425,"[0, 0, 0]","[0, 1]"
"[4, 1, 3]",0,Some of the symbols are diamonds.,"[0, 1]",response,0,,0,0,"[3, 4, 0]",24,"[0, 0, 0]",True,True,True,Some of the symbols are spades.,1,,,0,,Some of the symbols are hearts.,,7732,undefined,exh-subclausal,1,"[0, 1, 5]",12.920533333333333,1743,"[0, 0, 0]","[1, 0]"
"[3, 4, 6]",2,There is a square.,"[1, 0]",response,1,,1,0,"[5, 7, 1]",24,"[0, 0, 0]",True,True,True,There is a square.,0,,,0,,There is a spade.,,7081,undefined,exh-subclausal,0,"[5, 1, 3]",12.920533333333333,1683,"[0, 0, 0]","[0, 1]"
"[12, 3, 9]",2,There is a triangle.,"[1, 0]",filler,0,,0,3,"[13, 6, 7]",24,"[8, 0, 0]",True,False,False,6 + 7 = ?,1,,,1,,3 + 9 = ?,,5288,undefined,exh-subclausal,0,"[9, 7, 3]",12.920533333333333,2080,"[4, 0, 0]","[1, 0]"
"[8, 5, 4]",2,There is a spade.,"[0, 1]",filler,1,,1,2,"[9, 8, 6]",24,"[0, 0, 0]",True,True,True,There is a triangle but nothing else.,1,,,0,,There is a note but nothing else.,,5719,undefined,exh-subclausal,1,"[3, 1, 2]",12.920533333333333,2406,"[0, 0, 0]","[0, 1]"
"[9, 1, 7]",1,There are four squares.,"[1, 0]",filler,0,,0,2,"[1, 8, 4]",24,"[0, 0, 0]",True,True,True,There are four but no more than four clubs.,0,,,1,,There are four but no more than four triangles.,,10784,undefined,exh-subclausal,0,"[5, 8, 6]",12.920533333333333,5396,"[0, 0, 0]","[1, 0]"
"[2, 6, 7]",1,There are four clubs.,"[0, 1]",filler,0,,0,1,"[2, 8, 1]",24,"[0, 0, 0]",True,True,True,There are four ticks.,1,,,1,,There are four ticks.,,4761,undefined,exh-subclausal,1,"[1, 0, 3]",12.920533333333333,2595,"[0, 0, 0]","[1, 0]"
"[4, 7, 1]",0,Some of the symbols are notes.,"[0, 1]",response,0,,0,2,"[1, 9, 6]",24,"[0, 0, 0]",True,True,True,Some but not all of the symbols are clubs.,1,,,0,,Some but not all of the symbols are hearts.,,7453,undefined,exh-subclausal,1,"[8, 3, 6]",12.920533333333333,2150,"[0, 0, 0]","[1, 0]"
"[7, 8, 0]",1,There are four stars.,"[0, 1]",response,0,,0,1,"[1, 6, 0]",24,"[0, 0, 0]",True,True,True,There are four clubs.,1,,,0,,There are four circles.,,4827,undefined,exh-subclausal,1,"[6, 3, 8]",12.920533333333333,2110,"[0, 0, 0]","[1, 0]"
"[4, 7, 2]",1,There are four clubs.,"[1, 0]",filler,0,,0,0,"[6, 1, 5]",24,"[0, 0, 0]",True,True,True,There are four stars.,0,,,1,,There are four hearts.,,5186,undefined,exh-subclausal,0,"[1, 4, 5]",12.920533333333333,1828,"[0, 0, 0]","[1, 0]"
"[2, 4, 0]",0,Some of the symbols are circles.,"[1, 0]",filler,1,,1,1,"[4, 0, 8]",24,"[0, 0, 0]",True,True,True,Some of the symbols are hearts.,0,,,1,,Some of the symbols are ticks.,,7283,undefined,exh-subclausal,0,"[7, 2, 0]",12.920533333333333,2295,"[0, 0, 0]","[0, 1]"
"[1, 2, 7]",2,There is a club.,"[1, 0]",response,0,,0,0,"[4, 3, 2]",24,"[0, 0, 0]",True,True,True,There is a heart.,0,,,0,,There is a club.,,6797,undefined,exh-subclausal,0,"[1, 8, 3]",12.920533333333333,2000,"[0, 0, 0]","[1, 0]"
"[9, 0, 4]",0,Some of the symbols are triangles.,"[0, 1]",response,0,,0,2,"[3, 9, 8]",24,"[0, 0, 0]",True,True,True,Some but not all of the symbols are spades.,1,,,0,,Some but not all of the symbols are triangles.,,8935,undefined,exh-subclausal,1,"[9, 5, 3]",12.920533333333333,2466,"[0, 0, 0]","[1, 0]"
"[7, 3, 5]",1,There are four notes.,"[0, 1]",filler,0,,0,2,"[6, 8, 4]",24,"[0, 0, 0]",True,True,True,There are four but no more than four stars.,1,,,1,,There are four but no more than four circles.,,5111,undefined,exh-subclausal,1,"[8, 9, 4]",12.920533333333333,1523,"[0, 0, 0]","[1, 0]"
"[5, 4, 9]",2,There is a circle.,"[1, 0]",response,1,,1,1,"[3, 4, 7]",24,"[0, 0, 0]",True,True,True,There is a spade.,0,,,0,,There is a square.,,5614,undefined,exh-subclausal,0,"[7, 4, 9]",12.920533333333333,1674,"[0, 0, 0]","[0, 1]"
"[1, 3, 2]",2,There is a heart.,"[1, 0]",response,0,,0,0,"[8, 7, 1]",24,"[0, 0, 0]",True,True,True,There is a note.,0,,,0,,There is a club.,,6856,undefined,exh-subclausal,0,"[4, 3, 0]",12.920533333333333,1865,"[0, 0, 0]","[1, 0]"
"[0, 5, 2]",0,Some of the symbols are stars.,"[1, 0]",filler,1,,1,2,"[9, 4, 8]",24,"[0, 0, 0]",True,True,True,Some but not all of the symbols are triangles.,0,,,0,,Some but not all of the symbols are diamonds.,,8736,undefined,exh-subclausal,0,"[6, 4, 2]",12.920533333333333,3242,"[0, 0, 0]","[0, 1]"
"[2, 1, 5]",1,There are four squares.,"[1, 0]",filler,1,,1,0,"[5, 2, 6]",24,"[0, 0, 0]",True,True,True,There are four squares.,0,,,1,,There are four ticks.,,5797,undefined,exh-subclausal,0,"[5, 1, 2]",12.920533333333333,1427,"[0, 0, 0]","[0, 1]"
"[3, 2, 7]",0,Some of the symbols are clubs.,"[0, 1]",filler,1,,1,0,"[8, 6, 0]",24,"[0, 0, 0]",True,True,True,Some of the symbols are notes.,1,,,1,,Some of the symbols are spades.,,5980,undefined,exh-subclausal,1,"[1, 5, 3]",12.920533333333333,2667,"[0, 0, 0]","[0, 1]"
"[1, 0, 5]",0,Some of the symbols are spades.,"[0, 1]",response,0,,0,0,"[5, 1, 2]",24,"[0, 0, 0]",True,True,True,Some of the symbols are squares.,1,,,0,,Some of the symbols are clubs.,,5227,undefined,exh-subclausal,1,"[3, 8, 0]",12.920533333333333,1519,"[0, 0, 0]","[1, 0]"
"[2, 0, 9]",0,Some of the symbols are ticks.,"[1, 0]",filler,0,,0,2,"[3, 0, 5]",24,"[0, 0, 0]",True,True,True,Some but not all of the symbols are spades.,0,,,1,,Some but not all of the symbols are ticks.,,7393,undefined,exh-subclausal,0,"[2, 0, 4]",12.920533333333333,2009,"[0, 0, 0]","[1, 0]"
"[2, 9, 4]",1,There are four squares.,"[0, 1]",filler,1,,1,1,"[8, 4, 1]",24,"[0, 0, 0]",True,True,True,There are four notes.,1,,,1,,There are four ticks.,,3903,undefined,exh-subclausal,1,"[5, 8, 0]",12.920533333333333,1889,"[0, 0, 0]","[0, 1]"
"[8, 3, 1]",0,Some of the symbols are triangles.,"[0, 1]",filler,0,,0,0,"[4, 0, 3]",24,"[0, 0, 0]",True,True,True,Some of the symbols are hearts.,1,,,1,,Some of the symbols are notes.,,10024,undefined,exh-subclausal,1,"[9, 6, 7]",12.920533333333333,2110,"[0, 0, 0]","[1, 0]"
"[8, 0, 7]",1,There are four clubs.,"[1, 0]",response,0,,0,0,"[7, 5, 8]",24,"[0, 0, 0]",True,True,True,There are four circles.,0,,,0,,There are four notes.,,4395,undefined,exh-subclausal,0,"[1, 5, 7]",12.920533333333333,1659,"[0, 0, 0]","[1, 0]"
"[6, 8, 9]",1,There are four triangles.,"[0, 1]",response,0,,0,1,"[1, 9, 4]",24,"[0, 0, 0]",True,True,True,There are four clubs.,1,,,0,,There are four stars.,,4205,undefined,exh-subclausal,1,"[9, 8, 3]",12.920533333333333,1859,"[0, 0, 0]","[1, 0]"
"[6, 5, 8]",2,There is a spade.,"[0, 1]",filler,0,,0,1,"[5, 0, 8]",24,"[0, 0, 0]",True,True,True,There is a square.,1,,,1,,There is a star.,,6681,undefined,exh-subclausal,1,"[3, 6, 1]",12.920533333333333,3183,"[0, 0, 0]","[1, 0]"
,,,,,,bot_check,,,,25,,,,,,,1,"[0, 'Linda']",,Linda,,,,undefined,,,,16.4405,,,
"[1, 7, 3]",2,There is a triangle.,"[0, 1]",filler,0,,0,1,"[4, 9, 3]",25,"[0, 0, 0]",True,True,True,There is a heart.,1,,,1,,There is a club.,,8998,undefined,exh-subclausal,1,"[9, 6, 0]",16.4405,3191,"[0, 0, 0]","[1, 0]"
"[10, 6, 4]",0,Some of the symbols are squares.,"[1, 0]",response,1,,1,3,"[8, 3, 5]",25,"[7, 0, 0]",True,True,True,3 + 5 = ?,0,,,0,,6 + 4 = ?,,11743,undefined,exh-subclausal,0,"[5, 2, 9]",16.4405,3559,"[6, 0, 0]","[0, 1]"
"[1, 9, 3]",1,There are four clubs.,"[1, 0]",response,0,,0,0,"[3, 2, 8]",25,"[0, 0, 0]",True,True,True,There are four spades.,0,,,0,,There are four clubs.,,12816,undefined,exh-subclausal,0,"[1, 9, 6]",16.4405,2920,"[0, 0, 0]","[1, 0]"
"[0, 6, 3]",2,There is a triangle.,"[1, 0]",response,0,,0,1,"[2, 6, 9]",25,"[0, 0, 0]",True,True,True,There is a tick.,0,,,1,,There is a diamond.,,9879,undefined,exh-subclausal,0,"[9, 0, 8]",16.4405,4655,"[0, 0, 0]","[1, 0]"
"[4, 2, 2]",0,Some of the symbols are triangles.,"[0, 1]",filler,1,,1,3,"[12, 3, 9]",25,"[7, 0, 0]",True,False,False,3 + 9 = ?,0,,,1,,2 + 2 = ?,,7487,undefined,exh-subclausal,1,"[9, 5, 6]",16.4405,2607,"[8, 0, 0]","[0, 1]"
"[6, 4, 8]",0,Some of the symbols are diamonds.,"[1, 0]",filler,1,,1,2,"[4, 1, 6]",25,"[0, 0, 0]",True,False,False,Some but not all of the symbols are hearts.,1,,,1,,Some but not all of the symbols are stars.,,14009,undefined,exh-subclausal,0,"[0, 7, 1]",16.4405,4535,"[0, 0, 0]","[0, 1]"
"[2, 7, 3]",0,Some of the symbols are hearts.,"[1, 0]",filler,1,,1,1,"[0, 8, 9]",25,"[0, 0, 0]",True,False,False,Some of the symbols are diamonds.,1,,,1,,Some of the symbols are ticks.,,14279,undefined,exh-subclausal,0,"[4, 2, 5]",16.4405,3950,"[0, 0, 0]","[0, 1]"
"[4, 5, 1]",1,There are four triangles.,"[0, 1]",filler,1,,1,1,"[1, 6, 7]",25,"[0, 0, 0]",True,True,True,There are four clubs.,1,,,1,,There are four hearts.,,8320,undefined,exh-subclausal,1,"[9, 8, 6]",16.4405,3320,"[0, 0, 0]","[0, 1]"
"[0, 0, 0]",2,There is a square.,"[0, 1]",filler,1,,0,3,"[11, 8, 3]",25,"[6, 0, 0]",False,False,False,8 + 3 = ?,0,,,1,,0 + 0 = ?,,7471,undefined,exh-subclausal,1,"[5, 0, 4]",16.4405,2262,"[7, 0, 0]","[1, 0]"
"[5, 4, 1]",1,There are four ticks.,"[0, 1]",response,0,,0,3,"[16, 7, 9]",25,"[2, 0, 0]",True,True,True,7 + 9 = ?,1,,,0,,4 + 1 = ?,,9489,undefined,exh-subclausal,1,"[2, 6, 0]",16.4405,3656,"[0, 0, 0]","[1, 0]"
"[7, 3, 4]",0,Some of the symbols are diamonds.,"[0, 1]",response,1,,0,3,"[7, 5, 2]",25,"[2, 0, 0]",False,False,False,5 + 2 = ?,0,,,1,,3 + 4 = ?,,10247,undefined,exh-subclausal,1,"[0, 4, 6]",16.4405,5919,"[4, 0, 0]","[1, 0]"
"[3, 2, 4]",2,There is a note.,"[1, 0]",filler,1,,1,0,"[4, 9, 1]",25,"[0, 0, 0]",True,True,True,There is a heart.,0,,,1,,There is a spade.,,13207,undefined,exh-subclausal,0,"[8, 1, 4]",16.4405,3135,"[0, 0, 0]","[0, 1]"
"[7, 5, 0]",1,There are four hearts.,"[0, 1]",response,1,,1,1,"[4, 8, 6]",25,"[0, 0, 0]",True,True,True,There are four hearts.,1,,,0,,There are four circles.,,8672,undefined,exh-subclausal,1,"[4, 3, 0]",16.4405,3240,"[0, 0, 0]","[0, 1]"
"[1, 3, 0]",2,There is a square.,"[0, 1]",filler,0,,0,1,"[3, 0, 7]",25,"[0, 0, 0]",True,True,True,There is a spade.,1,,,1,,There is a club.,,9399,undefined,exh-subclausal,1,"[5, 1, 6]",16.4405,2782,"[0, 0, 0]","[1, 0]"
"[10, 3, 7]",0,Some of the symbols are clubs.,"[0, 1]",filler,0,,0,3,"[14, 8, 6]",25,"[8, 0, 0]",True,True,True,8 + 6 = ?,1,,,1,,3 + 7 = ?,,10399,undefined,exh-subclausal,1,"[1, 7, 6]",16.4405,3134,"[1, 0, 0]","[1, 0]"
"[9, 2, 8]",0,Some of the symbols are spades.,"[0, 1]",response,0,,0,2,"[1, 2, 5]",25,"[0, 0, 0]",True,True,True,Some but not all of the symbols are clubs.,1,,,1,,Some but not all of the symbols are triangles.,,17704,undefined,exh-subclausal,1,"[3, 9, 2]",16.4405,7495,"[0, 0, 0]","[1, 0]"
"[8, 7, 1]",1,There are four clubs.,"[0, 1]",response,1,,1,3,"[10, 2, 8]",25,"[7, 0, 0]",True,False,False,2 + 8 = ?,0,,,1,,7 + 1 = ?,,7999,undefined,exh-subclausal,1,"[1, 8, 2]",16.4405,3183,"[3, 0, 0]","[0, 1]"
"[6, 5, 1]",1,There are four notes.,"[1, 0]",filler,1,,1,3,"[12, 7, 5]",25,"[7, 0, 0]",True,True,True,7 + 5 = ?,0,,,1,,5 + 1 = ?,,9024,undefined,exh-subclausal,0,"[8, 9, 5]",16.4405,2655,"[6, 0, 0]","[0, 1]"
"[13, 7, 6]",0,Some of the symbols are circles.,"[1, 0]",filler,0,,0,3,"[3, 3, 0]",25,"[4, 0, 0]",True,False,False,3 + 0 = ?,1,,,1,,7 + 6 = ?,,10424,undefined,exh-subclausal,0,"[7, 4, 0]",16.4405,4623,"[0, 0, 0]","[1, 0]"
"[1, 7, 6]",0,Some of the symbols are ticks.,"[0, 1]",response,1,,1,2,"[1, 9, 4]",25,"[0, 0, 0]",True,True,True,Some but not all of the symbols are clubs.,1,,,0,,Some but not all of the symbols are clubs.,,13983,undefined,exh-subclausal,1,"[2, 3, 5]",16.4405,5583,"[0, 0, 0]","[0, 1]"
"[7, 3, 8]",1,There are four circles.,"[1, 0]",filler,0,,0,2,"[2, 4, 6]",25,"[0, 0, 0]",True,True,True,There are four but no more than four ticks.,0,,,1,,There are four but no more than four circles.,,10264,undefined,exh-subclausal,0,"[7, 5, 3]",16.4405,2431,"[0, 0, 0]","[1, 0]"
"[7, 7, 0]",2,There is a note.,"[1, 0]",response,0,,1,3,"[6, 4, 2]",25,"[1, 0, 0]",False,False,False,4 + 2 = ?,1,,,0,,7 + 0 = ?,,6296,undefined,exh-subclausal,0,"[8, 7, 5]",16.4405,2583,"[8, 0, 0]","[0, 1]"
"[6, 4, 5]",1,There are four ticks.,"[1, 0]",response,1,,1,1,"[7, 6, 8]",25,"[0, 0, 0]",True,True,True,There are four circles.,0,,,0,,There are four stars.,,7088,undefined,exh-subclausal,0,"[2, 0, 3]",16.4405,2591,"[0, 0, 0]","[0, 1]"
"[4, 3, 6]",0,Some of the symbols are triangles.,"[0, 1]",filler,1,,1,0,"[4, 3, 1]",25,"[0, 0, 0]",True,True,True,Some of the symbols are hearts.,1,,,1,,Some of the symbols are hearts.,,15599,undefined,exh-subclausal,1,"[9, 2, 5]",16.4405,4518,"[0, 0, 0]","[0, 1]"
"[3, 8, 7]",2,There is a spade.,"[0, 1]",filler,1,,1,2,"[7, 6, 0]",25,"[0, 0, 0]",True,True,True,There is a circle but nothing else.,1,,,1,,There is a spade but nothing else.,,10361,undefined,exh-subclausal,1,"[3, 0, 4]",16.4405,3192,"[0, 0, 0]","[0, 1]"
"[5, 4, 1]",2,There is a star.,"[0, 1]",response,0,,0,1,"[9, 4, 5]",25,"[0, 0, 0]",True,True,True,There is a triangle.,1,,,1,,There is a square.,,5870,undefined,exh-subclausal,1,"[6, 7, 4]",16.4405,1879,"[0, 0, 0]","[1, 0]"
"[13, 7, 6]",1,There are four hearts.,"[1, 0]",response,0,,0,3,"[8, 3, 5]",25,"[5, 0, 0]",True,False,False,3 + 5 = ?,1,,,1,,7 + 6 = ?,,6464,undefined,exh-subclausal,0,"[4, 5, 6]",16.4405,2087,"[3, 0, 0]","[1, 0]"
"[8, 5, 0]",1,There are four circles.,"[1, 0]",response,1,,1,1,"[6, 1, 7]",25,"[0, 0, 0]",True,True,True,There are four stars.,0,,,1,,There are four notes.,,6375,undefined,exh-subclausal,0,"[7, 8, 9]",16.4405,1759,"[0, 0, 0]","[0, 1]"
"[7, 2, 8]",0,Some of the symbols are clubs.,"[1, 0]",response,0,,0,0,"[4, 9, 2]",25,"[0, 0, 0]",True,True,True,Some of the symbols are hearts.,0,,,0,,Some of the symbols are circles.,,9400,undefined,exh-subclausal,0,"[1, 4, 6]",16.4405,3230,"[0, 0, 0]","[1, 0]"
"[9, 7, 8]",1,There are four hearts.,"[0, 1]",response,0,,0,2,"[6, 9, 4]",25,"[0, 0, 0]",True,True,True,There are four but no more than four stars.,1,,,1,,There are four but no more than four triangles.,,10096,undefined,exh-subclausal,1,"[4, 7, 6]",16.4405,2799,"[0, 0, 0]","[1, 0]"
"[6, 4, 3]",2,There is a spade.,"[1, 0]",filler,0,,0,2,"[4, 8, 3]",25,"[0, 0, 0]",True,True,True,There is a heart but nothing else.,0,,,1,,There is a star but nothing else.,,8735,undefined,exh-subclausal,0,"[3, 8, 4]",16.4405,3055,"[0, 0, 0]","[1, 0]"
"[6, 2, 4]",1,There are four clubs.,"[0, 1]",filler,0,,0,1,"[5, 4, 6]",25,"[0, 0, 0]",True,True,True,There are four squares.,1,,,1,,There are four stars.,,6080,undefined,exh-subclausal,1,"[1, 5, 8]",16.4405,1814,"[0, 0, 0]","[1, 0]"
"[1, 6, 7]",0,Some of the symbols are triangles.,"[1, 0]",response,0,,1,1,"[7, 8, 5]",25,"[0, 0, 0]",False,False,False,Some of the symbols are circles.,1,,,0,,Some of the symbols are clubs.,,9248,undefined,exh-subclausal,0,"[9, 3, 5]",16.4405,2415,"[0, 0, 0]","[0, 1]"
"[0, 1, 4]",1,There are four hearts.,"[0, 1]",filler,1,,1,0,"[4, 0, 1]",25,"[0, 0, 0]",True,True,True,There are four hearts.,1,,,1,,There are four diamonds.,,7592,undefined,exh-subclausal,1,"[4, 1, 6]",16.4405,2783,"[0, 0, 0]","[0, 1]"
"[3, 1, 6]",2,There is a square.,"[0, 1]",response,0,,0,0,"[1, 4, 2]",25,"[0, 0, 0]",True,True,True,There is a club.,1,,,1,,There is a spade.,,15527,undefined,exh-subclausal,1,"[5, 7, 3]",16.4405,2646,"[0, 0, 0]","[1, 0]"
"[5, 8, 6]",2,There is a spade.,"[1, 0]",response,0,,0,1,"[0, 8, 4]",25,"[0, 0, 0]",True,True,True,There is a diamond.,0,,,1,,There is a square.,,7175,undefined,exh-subclausal,0,"[3, 4, 9]",16.4405,2263,"[0, 0, 0]","[1, 0]"
"[3, 9, 0]",1,There are four hearts.,"[0, 1]",filler,1,,1,2,"[4, 5, 3]",25,"[0, 0, 0]",True,True,True,There are four but no more than four hearts.,1,,,1,,There are four but no more than four spades.,,8983,undefined,exh-subclausal,1,"[4, 5, 8]",16.4405,2359,"[0, 0, 0]","[0, 1]"
"[3, 1, 2]",1,There are four spades.,"[1, 0]",filler,1,,0,3,"[2, 1, 1]",25,"[1, 0, 0]",False,True,False,1 + 1 = ?,0,,,1,,1 + 2 = ?,,5727,undefined,exh-subclausal,0,"[3, 5, 1]",16.4405,2551,"[6, 0, 0]","[1, 0]"
"[7, 2, 5]",2,There is a diamond.,"[1, 0]",response,0,,0,3,"[18, 9, 9]",25,"[8, 0, 0]",True,False,False,9 + 9 = ?,1,,,1,,2 + 5 = ?,,6863,undefined,exh-subclausal,0,"[0, 9, 2]",16.4405,2143,"[9, 0, 0]","[1, 0]"
"[6, 0, 2]",2,There is a square.,"[0, 1]",filler,0,,0,0,"[2, 3, 5]",25,"[0, 0, 0]",True,True,True,There is a tick.,1,,,1,,There is a star.,,7136,undefined,exh-subclausal,1,"[5, 3, 1]",16.4405,1919,"[0, 0, 0]","[1, 0]"
"[6, 3, 4]",0,Some of the symbols are circles.,"[1, 0]",filler,1,,0,1,"[0, 2, 9]",25,"[0, 0, 0]",False,False,False,Some of the symbols are diamonds.,1,,,1,,Some of the symbols are stars.,,7376,undefined,exh-subclausal,0,"[7, 3, 6]",16.4405,1911,"[0, 0, 0]","[1, 0]"
