responseSymbols,slide_type,response,image,Answer.condition,block_rt,pOSymbols,correctPTChoice,primeStrength,goodPTChoice,responseChoice,primeTShuffle,pOwrongAnswer,pTSentence,trial_type,goodPOChoice,pTSymbols,workerid,pOSentence,primeOShuffle,responseSentence,pOChoice,pTChoice,btwncondition,primeType,Answer.time_in_minutes,correctPChoices,audio,slide_number,pTwrongAnswer,response_rt,correctPOChoice
"[8, 5, 0]",,,,undefined,1947,"[8, 6, 3]",False,2,1,0,"[0, 1]","[0, 0, 0]",Some but not all of the symbols are ticks.,response,0,"[2, 8, 0]",21,Some but not all of the symbols are notes.,"[1, 0]",Some of the symbols are notes.,0,0,exh-subclausal,0,10.1235,False,,,"[0, 0, 0]",572,True
"[2, 7, 5]",,,,undefined,2138,"[5, 8, 2]",True,0,0,0,"[1, 0]","[0, 0, 0]",Some of the symbols are circles.,response,1,"[7, 3, 6]",21,Some of the symbols are squares.,"[0, 1]",Some of the symbols are ticks.,0,0,exh-subclausal,0,10.1235,False,,,"[0, 0, 0]",782,False
"[6, 1, 3]",,,,undefined,2386,"[4, 1, 2]",False,1,1,0,"[0, 1]","[0, 0, 0]",There are four triangles.,filler,1,"[9, 4, 8]",21,There are four hearts.,"[0, 1]",There are four stars.,0,0,exh-subclausal,1,10.1235,False,,,"[0, 0, 0]",796,False
"[5, 2, 7]",,,,undefined,2264,"[5, 4, 8]",False,0,1,1,"[0, 1]","[0, 0, 0]",There is a triangle.,filler,0,"[9, 1, 7]",21,There is a square.,"[1, 0]",There is a square.,0,0,exh-subclausal,2,10.1235,False,,,"[0, 0, 0]",772,True
"[0, 5, 3]",,,,undefined,2207,"[8, 2, 6]",True,0,1,0,"[0, 1]","[0, 0, 0]",There are four ticks.,filler,1,"[2, 3, 9]",21,There are four notes.,"[0, 1]",There are four diamonds.,1,1,exh-subclausal,1,10.1235,True,,,"[0, 0, 0]",728,True
"[4, 2, 7]",,,,undefined,2271,"[6, 8, 1]",False,2,0,0,"[1, 0]","[0, 0, 0]",There is a club but nothing else.,response,1,"[1, 0, 8]",21,There is a star but nothing else.,"[0, 1]",There is a heart.,0,1,exh-subclausal,2,10.1235,False,,,"[0, 0, 0]",757,False
"[4, 0, 7]",,,,undefined,2322,"[3, 4, 0]",True,0,1,1,"[0, 1]","[0, 0, 0]",Some of the symbols are squares.,filler,1,"[5, 9, 7]",21,Some of the symbols are spades.,"[0, 1]",Some of the symbols are hearts.,1,1,exh-subclausal,0,10.1235,True,,,"[0, 0, 0]",762,True
"[9, 1, 3]",,,,undefined,1869,"[1, 3, 8]",True,2,1,0,"[0, 1]","[0, 0, 0]",Some but not all of the symbols are clubs.,response,1,"[1, 0, 7]",21,Some but not all of the symbols are clubs.,"[0, 1]",Some of the symbols are triangles.,1,1,exh-subclausal,0,10.1235,True,,,"[0, 0, 0]",480,True
"[7, 9, 8]",,,,undefined,1804,"[7, 0, 5]",True,0,0,0,"[1, 0]","[0, 0, 0]",There is a star.,filler,0,"[6, 9, 0]",21,There is a circle.,"[1, 0]",There is a circle.,0,0,exh-subclausal,2,10.1235,True,,,"[0, 0, 0]",840,True
"[8, 2, 6]",,,,undefined,2208,"[7, 9, 4]",False,2,1,0,"[0, 1]","[0, 0, 0]",There are four but no more than four stars.,filler,1,"[6, 4, 7]",21,There are four but no more than four circles.,"[0, 1]",There are four notes.,0,0,exh-subclausal,1,10.1235,False,,,"[0, 0, 0]",670,False
"[1, 0, 8]",,,,undefined,5121,"[14, 7, 7]",True,3,0,1,"[1, 0]","[5, 0, 0]",5 + 3 = ?,filler,0,"[8, 5, 3]",21,7 + 7 = ?,"[1, 0]",Some of the symbols are clubs.,0,0,exh-subclausal,0,10.1235,True,,,"[8, 0, 0]",850,True
"[9, 5, 8]",,,,undefined,4791,"[8, 3, 5]",False,3,1,0,"[0, 1]","[9, 0, 0]",7 + 0 = ?,response,0,"[7, 7, 0]",21,3 + 5 = ?,"[1, 0]",There are four triangles.,1,0,exh-subclausal,1,10.1235,False,,,"[9, 0, 0]",1069,False
"[6, 3, 8]",,,,undefined,2064,"[6, 2, 1]",False,1,0,1,"[1, 0]","[0, 0, 0]",Some of the symbols are diamonds.,filler,0,"[0, 3, 1]",21,Some of the symbols are stars.,"[1, 0]",Some of the symbols are stars.,1,1,exh-subclausal,0,10.1235,False,,,"[0, 0, 0]",637,False
"[2, 0, 9]",,,,undefined,5726,"[11, 9, 2]",True,3,0,1,"[1, 0]","[8, 0, 0]",7 + 2 = ?,filler,0,"[9, 7, 2]",21,9 + 2 = ?,"[1, 0]",There is a tick.,1,0,exh-subclausal,2,10.1235,False,,,"[5, 0, 0]",745,False
"[9, 3, 5]",,,,undefined,1691,"[2, 1, 6]",True,1,1,1,"[0, 1]","[0, 0, 0]",Some of the symbols are diamonds.,response,0,"[0, 1, 3]",21,Some of the symbols are ticks.,"[1, 0]",Some of the symbols are triangles.,0,1,exh-subclausal,0,10.1235,True,,,"[0, 0, 0]",597,True
"[6, 9, 3]",,,,undefined,3428,"[4, 0, 1]",False,2,0,1,"[1, 0]","[0, 0, 0]",There are four but no more than four diamonds.,filler,1,"[0, 5, 2]",21,There are four but no more than four hearts.,"[0, 1]",There are four stars.,1,1,exh-subclausal,1,10.1235,False,,,"[0, 0, 0]",2028,True
"[8, 0, 4]",,,,undefined,1818,"[3, 2, 1]",False,2,0,0,"[1, 0]","[0, 0, 0]",There is a triangle but nothing else.,filler,1,"[9, 8, 6]",21,There is a spade but nothing else.,"[0, 1]",There is a note.,0,1,exh-subclausal,2,10.1235,False,,,"[0, 0, 0]",625,False
"[9, 7, 2]",,,,undefined,3686,"[16, 9, 7]",False,3,1,0,"[0, 1]","[5, 0, 0]",7 + 6 = ?,filler,0,"[13, 7, 6]",21,9 + 7 = ?,"[1, 0]",Some of the symbols are triangles.,1,0,exh-subclausal,0,10.1235,False,,,"[6, 0, 0]",981,False
"[1, 7, 5]",,,,undefined,1731,"[1, 4, 3]",False,0,1,0,"[0, 1]","[0, 0, 0]",There is a heart.,filler,1,"[4, 3, 5]",21,There is a club.,"[0, 1]",There is a club.,0,0,exh-subclausal,2,10.1235,False,,,"[0, 0, 0]",562,False
"[7, 1, 8]",,,,undefined,1671,"[8, 0, 1]",False,0,1,1,"[0, 1]","[0, 0, 0]",There is a tick.,response,0,"[2, 6, 0]",21,There is a note.,"[1, 0]",There is a circle.,0,0,exh-subclausal,2,10.1235,False,,,"[0, 0, 0]",558,True
"[5, 1, 9]",,,,undefined,1837,"[3, 9, 0]",False,2,1,0,"[0, 1]","[0, 0, 0]",There are four but no more than four spades.,filler,0,"[3, 1, 5]",21,There are four but no more than four spades.,"[1, 0]",There are four squares.,1,0,exh-subclausal,1,10.1235,False,,,"[0, 0, 0]",561,False
"[7, 1, 4]",,,,undefined,8895,"[5, 8, 0]",True,1,0,1,"[1, 0]","[0, 0, 0]",There are four circles.,response,0,"[7, 6, 0]",21,There are four squares.,"[1, 0]",There are four circles.,0,0,exh-subclausal,1,10.1235,True,,,"[0, 0, 0]",874,True
"[8, 4, 0]",,,,undefined,1345,"[7, 2, 5]",True,1,0,1,"[1, 0]","[0, 0, 0]",There is a diamond.,response,0,"[0, 9, 3]",21,There is a circle.,"[1, 0]",There is a note.,0,0,exh-subclausal,2,10.1235,True,,,"[0, 0, 0]",275,True
"[5, 2, 8]",,,,undefined,2101,"[9, 8, 7]",False,1,0,0,"[1, 0]","[0, 0, 0]",There is a note.,filler,1,"[8, 4, 0]",21,There is a triangle.,"[0, 1]",There is a square.,1,1,exh-subclausal,2,10.1235,False,,,"[0, 0, 0]",759,True
"[4, 2, 3]",,,,undefined,2126,"[3, 9, 6]",True,1,0,1,"[1, 0]","[0, 0, 0]",Some of the symbols are triangles.,filler,0,"[9, 7, 8]",21,Some of the symbols are spades.,"[1, 0]",Some of the symbols are hearts.,0,0,exh-subclausal,0,10.1235,True,,,"[0, 0, 0]",781,True
"[5, 6, 4]",,,,undefined,2086,"[7, 0, 4]",False,1,1,0,"[0, 1]","[0, 0, 0]",Some of the symbols are notes.,filler,0,"[8, 2, 0]",21,Some of the symbols are circles.,"[1, 0]",Some of the symbols are squares.,0,0,exh-subclausal,0,10.1235,False,,,"[0, 0, 0]",678,True
"[8, 5, 7]",,,,undefined,4831,"[14, 8, 6]",True,3,1,1,"[0, 1]","[8, 0, 0]",3 + 8 = ?,response,1,"[11, 3, 8]",21,8 + 6 = ?,"[0, 1]",There is a note.,0,1,exh-subclausal,2,10.1235,False,,,"[9, 0, 0]",1032,False
"[0, 8, 2]",,,,undefined,4069,"[6, 3, 3]",False,3,1,1,"[0, 1]","[6, 0, 0]",8 + 9 = ?,filler,1,"[17, 8, 9]",21,3 + 3 = ?,"[0, 1]",Some of the symbols are diamonds.,1,0,exh-subclausal,0,10.1235,False,,,"[9, 0, 0]",714,True
"[9, 8, 7]",,,,undefined,1843,"[8, 6, 0]",False,0,0,1,"[1, 0]","[0, 0, 0]",There are four squares.,response,1,"[5, 9, 4]",21,There are four notes.,"[0, 1]",There are four triangles.,0,1,exh-subclausal,1,10.1235,False,,,"[0, 0, 0]",607,False
"[4, 6, 2]",,,,undefined,1876,"[8, 5, 6]",True,1,1,1,"[0, 1]","[0, 0, 0]",There is a heart.,filler,1,"[4, 6, 7]",21,There is a note.,"[0, 1]",There is a heart.,1,1,exh-subclausal,2,10.1235,True,,,"[0, 0, 0]",642,True
"[2, 4, 1]",,,,undefined,6196,"[13, 8, 5]",False,3,0,0,"[1, 0]","[1, 0, 0]",4 + 5 = ?,response,1,"[9, 4, 5]",21,8 + 5 = ?,"[0, 1]",There are four ticks.,0,1,exh-subclausal,1,10.1235,False,,,"[8, 0, 0]",812,False
"[3, 7, 1]",,,,undefined,1391,"[5, 3, 7]",True,2,0,0,"[1, 0]","[0, 0, 0]",Some but not all of the symbols are stars.,filler,1,"[6, 1, 9]",21,Some but not all of the symbols are squares.,"[0, 1]",Some of the symbols are spades.,0,0,exh-subclausal,0,10.1235,False,,,"[0, 0, 0]",423,False
"[1, 9, 8]",,,,undefined,1244,"[3, 2, 7]",True,0,0,0,"[1, 0]","[0, 0, 0]",There is a star.,filler,1,"[6, 8, 1]",21,There is a spade.,"[0, 1]",There is a club.,0,0,exh-subclausal,2,10.1235,False,,,"[0, 0, 0]",455,False
"[6, 0, 4]",,,,undefined,1425,"[0, 6, 7]",False,2,0,1,"[1, 0]","[0, 0, 0]",There is a diamond but nothing else.,filler,1,"[0, 6, 3]",21,There is a diamond but nothing else.,"[0, 1]",There is a star.,0,1,exh-subclausal,2,10.1235,False,,,"[0, 0, 0]",466,False
"[8, 9, 5]",,,,undefined,1436,"[1, 0, 6]",True,1,1,0,"[0, 1]","[0, 0, 0]",There is a note.,response,1,"[8, 3, 0]",21,There is a club.,"[0, 1]",There is a note.,0,1,exh-subclausal,2,10.1235,False,,,"[0, 0, 0]",516,False
"[7, 3, 2]",,,,undefined,3403,"[9, 7, 2]",False,3,0,0,"[1, 0]","[6, 0, 0]",0 + 6 = ?,filler,1,"[6, 0, 6]",21,7 + 2 = ?,"[0, 1]",There are four circles.,0,1,exh-subclausal,1,10.1235,False,,,"[8, 0, 0]",773,False
"[8, 1, 4]",,,,undefined,3431,"[1, 1, 0]",False,3,1,0,"[0, 1]","[2, 0, 0]",3 + 4 = ?,response,0,"[7, 3, 4]",21,1 + 0 = ?,"[1, 0]",There is a note.,0,0,exh-subclausal,2,10.1235,False,,,"[8, 0, 0]",1039,True
"[8, 3, 6]",,,,undefined,4302,"[10, 9, 1]",True,3,0,1,"[1, 0]","[2, 0, 0]",6 + 8 = ?,response,0,"[14, 6, 8]",21,9 + 1 = ?,"[1, 0]",There are four notes.,1,0,exh-subclausal,1,10.1235,False,,,"[8, 0, 0]",845,False
"[0, 7, 1]",,,,undefined,1494,"[4, 2, 8]",False,0,1,0,"[0, 1]","[0, 0, 0]",There are four notes.,response,1,"[8, 7, 3]",21,There are four hearts.,"[0, 1]",There are four diamonds.,0,0,exh-subclausal,1,10.1235,False,,,"[0, 0, 0]",365,False
"[5, 7, 3]",,,,undefined,4458,"[11, 8, 3]",True,3,0,1,"[1, 0]","[8, 0, 0]",0 + 0 = ?,filler,0,"[0, 0, 0]",21,8 + 3 = ?,"[1, 0]",There are four squares.,0,0,exh-subclausal,1,10.1235,True,,,"[0, 0, 0]",722,True
"[1, 0, 2]",,,,undefined,1359,"[3, 0, 1]",True,2,1,0,"[0, 1]","[0, 0, 0]",There is a square but nothing else.,filler,0,"[5, 8, 6]",21,There is a spade but nothing else.,"[1, 0]",There is a club.,1,1,exh-subclausal,2,10.1235,False,,,"[0, 0, 0]",420,False
"[2, 1, 9]",,,,undefined,2962,"[2, 1, 1]",False,3,0,1,"[1, 0]","[2, 0, 0]",2 + 1 = ?,filler,0,"[3, 2, 1]",21,1 + 1 = ?,"[1, 0]",There are four ticks.,1,1,exh-subclausal,1,10.1235,False,,,"[7, 0, 0]",782,False
"[5, 8, 4]",,,,undefined,1071,"[5, 7, 0]",True,0,1,1,"[0, 1]","[0, 0, 0]",There are four ticks.,filler,1,"[2, 8, 1]",21,There are four squares.,"[0, 1]",There are four squares.,1,1,exh-subclausal,1,10.1235,True,,,"[0, 0, 0]",329,True
"[3, 9, 4]",,,,undefined,3981,"[2, 7, 4]",True,1,0,0,"[1, 0]","[0, 0, 0]",There are four diamonds.,filler,1,"[0, 1, 9]",21,There are four ticks.,"[0, 1]",There are four spades.,0,0,exh-subclausal,1,10.1235,False,,,"[0, 0, 0]",785,False
"[1, 0, 4]",,,,undefined,8698,"[5, 1, 4]",False,3,0,1,"[1, 0]","[3, 0, 0]",6 + 7 = ?,response,1,"[13, 6, 7]",21,1 + 4 = ?,"[0, 1]",There are four clubs.,0,1,exh-subclausal,1,10.1235,False,,,"[2, 0, 0]",768,False
"[7, 6, 8]",,,,undefined,1541,"[6, 0, 4]",False,0,1,0,"[0, 1]","[0, 0, 0]",There is a note.,response,1,"[8, 6, 1]",21,There is a star.,"[0, 1]",There is a circle.,0,0,exh-subclausal,2,10.1235,False,,,"[0, 0, 0]",533,False
"[1, 9, 3]",,,,undefined,1786,"[9, 3, 6]",True,2,0,1,"[1, 0]","[0, 0, 0]",There is a diamond but nothing else.,filler,0,"[0, 1, 4]",21,There is a triangle but nothing else.,"[1, 0]",There is a club.,1,0,exh-subclausal,2,10.1235,False,,,"[0, 0, 0]",531,False
"[8, 9, 6]",,,,undefined,1747,"[3, 1, 8]",True,2,0,0,"[1, 0]","[0, 0, 0]",There are four but no more than four diamonds.,response,0,"[0, 4, 2]",21,There are four but no more than four spades.,"[1, 0]",There are four notes.,0,0,exh-subclausal,1,10.1235,True,,,"[0, 0, 0]",583,True
"[4, 1, 9]",,,,undefined,5099,"[9, 0, 9]",True,3,1,0,"[0, 1]","[5, 0, 0]",9 + 7 = ?,filler,0,"[16, 9, 7]",21,0 + 9 = ?,"[1, 0]",Some of the symbols are hearts.,0,1,exh-subclausal,0,10.1235,True,,,"[9, 0, 0]",940,True
"[5, 8, 1]",,,,undefined,5061,"[8, 8, 0]",False,3,0,0,"[1, 0]","[5, 0, 0]",4 + 5 = ?,filler,0,"[9, 4, 5]",21,8 + 0 = ?,"[1, 0]",There is a square.,0,1,exh-subclausal,2,10.1235,False,,,"[8, 0, 0]",932,True
"[1, 3, 8]",,,,undefined,3117,"[8, 0, 4]",False,2,1,0,"[0, 1]","[0, 0, 0]",There are four but no more than four triangles.,response,1,"[9, 5, 4]",21,There are four but no more than four notes.,"[0, 1]",There are four clubs.,0,0,exh-subclausal,1,10.1235,False,,,"[0, 0, 0]",750,False
"[0, 5, 9]",,,,undefined,2376,"[8, 0, 8]",True,3,0,0,"[1, 0]","[3, 0, 0]",4 + 0 = ?,filler,0,"[4, 4, 0]",21,0 + 8 = ?,"[1, 0]",There is a diamond.,1,0,exh-subclausal,2,10.1235,False,,,"[0, 0, 0]",1080,False
"[8, 5, 0]",,,,undefined,2078,"[9, 8, 4]",True,0,1,1,"[0, 1]","[0, 0, 0]",Some of the symbols are clubs.,filler,1,"[1, 9, 7]",21,Some of the symbols are triangles.,"[0, 1]",Some of the symbols are notes.,1,1,exh-subclausal,0,10.1235,True,,,"[0, 0, 0]",660,True
"[9, 0, 7]",,,,undefined,2040,"[1, 2, 8]",False,1,1,1,"[0, 1]","[0, 0, 0]",There are four notes.,response,0,"[8, 2, 0]",21,There are four clubs.,"[1, 0]",There are four triangles.,1,0,exh-subclausal,1,10.1235,False,,,"[0, 0, 0]",698,False
"[6, 9, 1]",,,,undefined,142986,"[5, 3, 7]",True,2,0,0,"[1, 0]","[0, 0, 0]",There is a tick but nothing else.,response,0,"[2, 4, 8]",21,There is a square but nothing else.,"[1, 0]",There is a star.,0,0,exh-subclausal,2,10.1235,True,,,"[0, 0, 0]",141620,True
"[1, 0, 9]",,,,undefined,2449,"[4, 3, 2]",True,1,0,0,"[1, 0]","[0, 0, 0]",There are four circles.,filler,1,"[7, 6, 5]",21,There are four hearts.,"[0, 1]",There are four clubs.,0,0,exh-subclausal,1,10.1235,False,,,"[0, 0, 0]",831,False
"[8, 9, 2]",,,,undefined,4767,"[16, 7, 9]",False,3,1,1,"[0, 1]","[6, 0, 0]",3 + 0 = ?,response,0,"[3, 3, 0]",21,7 + 9 = ?,"[1, 0]",Some of the symbols are notes.,1,0,exh-subclausal,0,10.1235,False,,,"[8, 0, 0]",881,False
"[7, 3, 2]",,,,undefined,1758,"[8, 9, 5]",False,0,1,0,"[0, 1]","[0, 0, 0]",Some of the symbols are diamonds.,response,0,"[0, 4, 8]",21,Some of the symbols are notes.,"[1, 0]",Some of the symbols are circles.,1,0,exh-subclausal,0,10.1235,False,,,"[0, 0, 0]",561,False
"[2, 3, 1]",,,,undefined,1700,"[7, 9, 1]",False,2,1,1,"[0, 1]","[0, 0, 0]",There is a circle but nothing else.,response,0,"[7, 2, 3]",21,There is a circle but nothing else.,"[1, 0]",There is a tick.,1,0,exh-subclausal,2,10.1235,False,,,"[0, 0, 0]",548,False
"[0, 6, 4]",,,,undefined,1694,"[1, 8, 2]",True,2,0,0,"[1, 0]","[0, 0, 0]",Some but not all of the symbols are notes.,response,0,"[8, 2, 7]",21,Some but not all of the symbols are clubs.,"[1, 0]",Some of the symbols are diamonds.,0,0,exh-subclausal,0,10.1235,True,,,"[0, 0, 0]",538,True
"[6, 5, 0]",,,,undefined,1843,"[8, 1, 3]",True,1,1,0,"[0, 1]","[0, 0, 0]",There is a note.,filler,0,"[8, 7, 9]",21,There is a note.,"[1, 0]",There is a star.,0,1,exh-subclausal,2,10.1235,True,,,"[0, 0, 0]",844,True
"[5, 1, 6]",,,,undefined,3724,"[10, 1, 9]",True,3,1,0,"[0, 1]","[6, 0, 0]",0 + 6 = ?,response,1,"[6, 0, 6]",21,1 + 9 = ?,"[0, 1]",Some of the symbols are squares.,0,1,exh-subclausal,0,10.1235,False,,,"[2, 0, 0]",780,False
"[4, 9, 5]",,,,undefined,1842,"[2, 7, 1]",True,1,0,0,"[1, 0]","[0, 0, 0]",Some of the symbols are squares.,response,1,"[5, 9, 8]",21,Some of the symbols are ticks.,"[0, 1]",Some of the symbols are hearts.,0,0,exh-subclausal,0,10.1235,False,,,"[0, 0, 0]",656,False
"[6, 5, 7]",,,,undefined,1784,"[8, 3, 1]",False,0,0,1,"[1, 0]","[0, 0, 0]",There are four clubs.,filler,1,"[1, 9, 2]",21,There are four notes.,"[0, 1]",There are four stars.,0,1,exh-subclausal,1,10.1235,False,,,"[0, 0, 0]",597,False
"[3, 0, 7]",,,,undefined,1821,"[5, 9, 3]",False,1,1,1,"[0, 1]","[0, 0, 0]",Some of the symbols are hearts.,filler,1,"[4, 5, 8]",21,Some of the symbols are squares.,"[0, 1]",Some of the symbols are spades.,1,0,exh-subclausal,0,10.1235,False,,,"[0, 0, 0]",599,True
"[1, 6, 3]",,,,undefined,4285,"[2, 0, 2]",False,3,0,1,"[1, 0]","[3, 0, 0]",1 + 1 = ?,response,0,"[2, 1, 1]",21,0 + 2 = ?,"[1, 0]",Some of the symbols are clubs.,0,1,exh-subclausal,0,10.1235,False,,,"[9, 0, 0]",742,True
"[1, 6, 9]",,,,undefined,1718,"[6, 2, 9]",False,2,1,0,"[0, 1]","[0, 0, 0]",There are four but no more than four ticks.,response,1,"[2, 8, 3]",21,There are four but no more than four stars.,"[0, 1]",There are four clubs.,0,0,exh-subclausal,1,10.1235,False,,,"[0, 0, 0]",586,False
"[7, 8, 5]",,,,undefined,1783,"[4, 7, 0]",True,1,0,0,"[1, 0]","[0, 0, 0]",There are four circles.,filler,0,"[7, 6, 8]",21,There are four hearts.,"[1, 0]",There are four circles.,1,0,exh-subclausal,1,10.1235,False,,,"[0, 0, 0]",572,False
"[3, 2, 6]",,,,undefined,1728,"[2, 8, 3]",False,2,1,0,"[0, 1]","[0, 0, 0]",Some but not all of the symbols are spades.,filler,1,"[3, 1, 8]",21,Some but not all of the symbols are ticks.,"[0, 1]",Some of the symbols are spades.,0,0,exh-subclausal,0,10.1235,False,,,"[0, 0, 0]",608,False
"[6, 5, 3]",,,,undefined,1806,"[5, 8, 0]",True,1,0,0,"[1, 0]","[0, 0, 0]",Some of the symbols are squares.,response,1,"[5, 2, 8]",21,Some of the symbols are squares.,"[0, 1]",Some of the symbols are stars.,0,0,exh-subclausal,0,10.1235,False,,,"[0, 0, 0]",616,False
"[6, 7, 2]",,,,undefined,1761,"[1, 3, 6]",True,2,0,0,"[1, 0]","[0, 0, 0]",There is a spade but nothing else.,response,1,"[3, 7, 6]",21,There is a club but nothing else.,"[0, 1]",There is a star.,0,0,exh-subclausal,2,10.1235,False,,,"[0, 0, 0]",593,False
"[3, 1, 6]",,,,undefined,5450,"[15, 7, 8]",True,3,1,0,"[0, 1]","[1, 0, 0]",1 + 6 = ?,response,1,"[7, 1, 6]",21,7 + 8 = ?,"[0, 1]",There is a spade.,0,1,exh-subclausal,2,10.1235,False,,,"[2, 0, 0]",1577,False
"[5, 9, 8]",,,,undefined,1602,"[7, 0, 6]",True,2,0,0,"[1, 0]","[0, 0, 0]",Some but not all of the symbols are clubs.,response,1,"[1, 8, 6]",21,Some but not all of the symbols are circles.,"[0, 1]",Some of the symbols are squares.,0,0,exh-subclausal,0,10.1235,False,,,"[0, 0, 0]",534,False
"[9, 0, 6]",,,,undefined,3531,"[5, 0, 5]",True,3,0,1,"[1, 0]","[9, 0, 0]",7 + 0 = ?,filler,1,"[7, 7, 0]",21,0 + 5 = ?,"[0, 1]",There are four triangles.,1,0,exh-subclausal,1,10.1235,True,,,"[6, 0, 0]",822,True
"[1, 0, 2]",,,,undefined,2952,"[6, 1, 7]",True,2,0,1,"[1, 0]","[0, 0, 0]",There are four but no more than four stars.,filler,0,"[6, 7, 8]",21,There are four but no more than four stars.,"[1, 0]",There are four clubs.,0,0,exh-subclausal,1,10.1235,True,,,"[0, 0, 0]",1722,True
"[3, 1, 8]",,,,undefined,5311,"[1, 0, 3]",False,0,0,1,"[1, 0]","[0, 0, 0]",Some of the symbols are ticks.,response,1,"[2, 1, 5]",21,Some of the symbols are clubs.,"[0, 1]",Some of the symbols are spades.,1,1,exh-subclausal,0,10.1235,False,,,"[0, 0, 0]",1586,True
"[1, 9, 7]",,,,undefined,1893,"[7, 6, 0]",False,2,1,0,"[0, 1]","[0, 0, 0]",Some but not all of the symbols are spades.,filler,0,"[3, 6, 0]",21,Some but not all of the symbols are circles.,"[1, 0]",Some of the symbols are clubs.,1,0,exh-subclausal,0,10.1235,False,,,"[0, 0, 0]",564,False
"[6, 7, 2]",,,,undefined,5525,"[3, 6, 2]",True,0,0,1,"[1, 0]","[0, 0, 0]",There are four clubs.,response,0,"[1, 2, 5]",21,There are four spades.,"[1, 0]",There are four stars.,0,0,exh-subclausal,1,10.1235,True,,,"[0, 0, 0]",959,True
,bot_check,"[0, 'Mary']",Mary,undefined,,,,,,,,,,,,,22,,,,,,,,15.1128,,,1,,,
"[5, 0, 1]",,,,undefined,15639,"[9, 2, 1]",True,2,0,0,"[1, 0]","[0, 0, 0]",There is a note but nothing else.,response,1,"[8, 1, 7]",22,There is a triangle but nothing else.,"[0, 1]",There is a square.,1,0,exh-subclausal,2,15.1128,True,,,"[0, 0, 0]",5911,True
"[0, 8, 4]",,,,undefined,8927,"[13, 6, 7]",False,3,0,1,"[1, 0]","[2, 0, 0]",5 + 9 = ?,response,1,"[14, 5, 9]",22,6 + 7 = ?,"[0, 1]",There are four diamonds.,0,1,exh-subclausal,1,15.1128,False,,,"[3, 0, 0]",3013,False
"[0, 1, 6]",,,,undefined,14329,"[1, 6, 9]",True,0,1,1,"[0, 1]","[0, 0, 0]",Some of the symbols are ticks.,filler,0,"[2, 5, 1]",22,Some of the symbols are clubs.,"[1, 0]",Some of the symbols are diamonds.,0,1,exh-subclausal,0,15.1128,True,,,"[0, 0, 0]",3789,True
"[6, 5, 9]",,,,undefined,8922,"[2, 5, 0]",True,1,0,1,"[1, 0]","[0, 0, 0]",There are four notes.,filler,0,"[8, 1, 5]",22,There are four ticks.,"[1, 0]",There are four stars.,0,0,exh-subclausal,1,15.1128,True,,,"[0, 0, 0]",3352,True
"[7, 1, 6]",,,,undefined,9497,"[6, 0, 8]",True,1,0,0,"[1, 0]","[0, 0, 0]",There is a tick.,response,1,"[2, 5, 0]",22,There is a star.,"[0, 1]",There is a circle.,1,0,exh-subclausal,2,15.1128,True,,,"[0, 0, 0]",4018,True
"[3, 8, 7]",,,,undefined,7948,"[9, 6, 2]",True,0,0,1,"[1, 0]","[0, 0, 0]",There are four spades.,filler,1,"[3, 9, 8]",22,There are four triangles.,"[0, 1]",There are four spades.,1,0,exh-subclausal,1,15.1128,True,,,"[0, 0, 0]",2871,True
"[2, 5, 0]",,,,undefined,8108,"[6, 7, 9]",True,1,1,1,"[0, 1]","[0, 0, 0]",There are four notes.,filler,0,"[8, 9, 5]",22,There are four stars.,"[1, 0]",There are four ticks.,0,1,exh-subclausal,1,15.1128,True,,,"[0, 0, 0]",3209,True
"[2, 6, 7]",,,,undefined,8329,"[7, 0, 3]",True,2,0,1,"[1, 0]","[0, 0, 0]",There is a triangle but nothing else.,filler,0,"[9, 6, 3]",22,There is a circle but nothing else.,"[1, 0]",There is a tick.,0,0,exh-subclausal,2,15.1128,True,,,"[0, 0, 0]",2842,True
"[8, 1, 4]",,,,undefined,11291,"[3, 4, 6]",True,2,1,1,"[0, 1]","[0, 0, 0]",Some but not all of the symbols are circles.,filler,1,"[7, 2, 1]",22,Some but not all of the symbols are spades.,"[0, 1]",Some of the symbols are notes.,1,1,exh-subclausal,0,15.1128,True,,,"[0, 0, 0]",2795,True
"[5, 1, 8]",,,,undefined,7493,"[7, 9, 5]",True,2,1,1,"[0, 1]","[0, 0, 0]",Some but not all of the symbols are squares.,filler,0,"[5, 6, 4]",22,Some but not all of the symbols are circles.,"[1, 0]",Some of the symbols are squares.,0,1,exh-subclausal,0,15.1128,True,,,"[0, 0, 0]",2542,True
"[2, 1, 0]",,,,undefined,10394,"[3, 1, 8]",True,2,0,0,"[1, 0]","[0, 0, 0]",Some but not all of the symbols are notes.,response,1,"[8, 2, 0]",22,Some but not all of the symbols are spades.,"[0, 1]",Some of the symbols are ticks.,1,0,exh-subclausal,0,15.1128,True,,,"[0, 0, 0]",3254,True
"[9, 5, 1]",,,,undefined,7911,"[4, 5, 7]",True,1,0,1,"[1, 0]","[0, 0, 0]",There are four diamonds.,response,0,"[0, 9, 3]",22,There are four hearts.,"[1, 0]",There are four triangles.,0,0,exh-subclausal,1,15.1128,True,,,"[0, 0, 0]",3218,True
