goodPTChoice,response,goodPOChoice,pTChoice,response_rt,Answer.condition,primeStrength,trial_type,pOSymbols,slide_type,responseChoice,image,primeType,workerid,pTSymbols,audio,responseSymbols,responseSentence,pOChoice,slide_number,primeOShuffle,correctPChoices,correctPOChoice,btwncondition,Answer.time_in_minutes,correctPTChoice,pTSentence,pTwrongAnswer,pOwrongAnswer,block_rt,pOSentence,primeTShuffle
0,,1,0,1065,undefined,2,filler,"[9, 4, 7]",,1,,1,18,"[0, 6, 8]",,"[3, 7, 9]",There are four spades.,1,,"[0, 1]",True,True,alternative,11.41855,True,There are six diamonds.,"[0, 0, 0]","[0, 0, 0]",5322,There are six triangles.,"[1, 0]"
1,,1,1,1232,undefined,1,response,"[9, 4, 3]",,1,,1,18,"[4, 6, 0]",,"[1, 2, 5]",There are four clubs.,1,,"[0, 1]",True,True,alternative,11.41855,True,There are four hearts.,"[0, 0, 0]","[0, 0, 0]",3772,There are four triangles.,"[0, 1]"
1,,0,1,1050,undefined,0,filler,"[5, 0, 7]",,1,,0,18,"[0, 6, 5]",,"[4, 3, 1]",Some of the symbols are hearts.,0,,"[1, 0]",True,True,alternative,11.41855,True,Some of the symbols are diamonds.,"[0, 0, 0]","[0, 0, 0]",5052,Some of the symbols are squares.,"[0, 1]"
0,,0,0,1196,undefined,1,response,"[1, 2, 9]",,1,,0,18,"[6, 4, 0]",,"[3, 0, 7]",Some of the symbols are spades.,0,,"[1, 0]",True,True,alternative,11.41855,True,Some of the symbols are stars.,"[0, 0, 0]","[0, 0, 0]",7720,Some of the symbols are clubs.,"[1, 0]"
0,,0,0,1150,undefined,2,filler,"[6, 3, 7]",,1,,0,18,"[6, 1, 9]",,"[4, 3, 5]",Some of the symbols are hearts.,0,,"[1, 0]",True,True,alternative,11.41855,True,All of the symbols are stars.,"[0, 0, 0]","[0, 0, 0]",5706,All of the symbols are stars.,"[1, 0]"
1,,0,1,1020,undefined,3,response,"[11, 3, 8]",,1,,0,18,"[8, 5, 3]",,"[6, 3, 9]",Some of the symbols are stars.,0,,"[1, 0]",True,True,alternative,11.41855,True,5 + 3 = ?,"[1, 0, 0]","[2, 0, 0]",3470,3 + 8 = ?,"[0, 1]"
0,,0,0,1137,undefined,1,filler,"[2, 4, 8]",,1,,2,18,"[3, 6, 7]",,"[5, 9, 4]",There is a square.,0,,"[1, 0]",True,True,alternative,11.41855,True,There is a spade.,"[0, 0, 0]","[0, 0, 0]",3545,There is a tick.,"[1, 0]"
1,,0,1,1148,undefined,1,filler,"[5, 9, 7]",,1,,0,18,"[4, 0, 1]",,"[0, 8, 1]",Some of the symbols are diamonds.,0,,"[1, 0]",True,True,alternative,11.41855,True,Some of the symbols are hearts.,"[0, 0, 0]","[0, 0, 0]",6744,Some of the symbols are squares.,"[0, 1]"
1,,0,1,1336,undefined,0,response,"[5, 0, 3]",,1,,2,18,"[0, 6, 5]",,"[3, 8, 6]",There is a spade.,0,,"[1, 0]",True,True,alternative,11.41855,True,There is a diamond.,"[0, 0, 0]","[0, 0, 0]",4499,There is a square.,"[0, 1]"
0,,1,0,996,undefined,2,response,"[3, 2, 8]",,1,,2,18,"[6, 9, 8]",,"[7, 3, 2]",There is a circle.,1,,"[0, 1]",True,True,alternative,11.41855,True,There is a star and a triangle.,"[0, 0, 0]","[0, 0, 0]",3596,There is a spade and a tick.,"[1, 0]"
0,,1,0,1551,undefined,2,response,"[3, 0, 5]",,1,,1,18,"[7, 4, 1]",,"[6, 3, 8]",There are four stars.,1,,"[0, 1]",True,True,alternative,11.41855,True,There are six circles.,"[0, 0, 0]","[0, 0, 0]",4265,There are six spades.,"[1, 0]"
1,,1,1,909,undefined,2,filler,"[8, 4, 2]",,1,,2,18,"[9, 4, 3]",,"[7, 3, 1]",There is a circle.,1,,"[0, 1]",True,True,alternative,11.41855,True,There is a triangle and a heart.,"[0, 0, 0]","[0, 0, 0]",3698,There is a note and a heart.,"[0, 1]"
0,,0,1,1902,undefined,3,filler,"[13, 9, 4]",,1,,1,18,"[11, 7, 4]",,"[5, 9, 4]",There are four squares.,0,,"[1, 0]",False,True,alternative,11.41855,False,7 + 4 = ?,"[0, 0, 0]","[6, 0, 0]",4125,9 + 4 = ?,"[1, 0]"
1,,1,1,1203,undefined,1,response,"[6, 9, 7]",,1,,1,18,"[5, 7, 3]",,"[8, 5, 6]",There are four notes.,1,,"[0, 1]",True,True,alternative,11.41855,True,There are four squares.,"[0, 0, 0]","[0, 0, 0]",3757,There are four stars.,"[0, 1]"
0,,1,0,1095,undefined,1,filler,"[2, 1, 6]",,1,,2,18,"[6, 9, 3]",,"[2, 8, 5]",There is a tick.,1,,"[0, 1]",True,True,alternative,11.41855,True,There is a star.,"[0, 0, 0]","[0, 0, 0]",3686,There is a tick.,"[1, 0]"
1,,0,1,1222,undefined,3,filler,"[9, 3, 6]",,1,,0,18,"[12, 9, 3]",,"[8, 9, 0]",Some of the symbols are notes.,0,,"[1, 0]",True,True,alternative,11.41855,True,9 + 3 = ?,"[3, 0, 0]","[0, 0, 0]",3596,3 + 6 = ?,"[0, 1]"
0,,0,1,1204,undefined,0,filler,"[8, 3, 1]",,1,,1,18,"[4, 9, 0]",,"[3, 2, 6]",There are four spades.,1,,"[1, 0]",False,False,alternative,11.41855,False,There are four hearts.,"[0, 0, 0]","[0, 0, 0]",4603,There are four notes.,"[1, 0]"
1,,1,1,2535,undefined,2,response,"[1, 4, 7]",,1,,2,18,"[8, 2, 0]",,"[0, 1, 2]",There is a diamond.,1,,"[0, 1]",True,True,alternative,11.41855,True,There is a note and a tick.,"[0, 0, 0]","[0, 0, 0]",5140,There is a club and a heart.,"[0, 1]"
1,,0,0,954,undefined,3,filler,"[7, 7, 0]",,1,,2,18,"[4, 0, 4]",,"[7, 9, 8]",There is a circle.,1,,"[1, 0]",False,False,alternative,11.41855,False,0 + 4 = ?,"[5, 0, 0]","[6, 0, 0]",3331,7 + 0 = ?,"[0, 1]"
0,,1,0,960,undefined,1,filler,"[4, 0, 7]",,1,,1,18,"[3, 7, 4]",,"[4, 9, 3]",There are four hearts.,1,,"[0, 1]",True,True,alternative,11.41855,True,There are four spades.,"[0, 0, 0]","[0, 0, 0]",3434,There are four hearts.,"[1, 0]"
1,,0,1,954,undefined,1,response,"[5, 8, 2]",,1,,0,18,"[9, 2, 6]",,"[1, 0, 7]",Some of the symbols are clubs.,0,,"[1, 0]",True,True,alternative,11.41855,True,Some of the symbols are triangles.,"[0, 0, 0]","[0, 0, 0]",5096,Some of the symbols are squares.,"[0, 1]"
1,,1,1,1398,undefined,0,filler,"[0, 7, 5]",,1,,2,18,"[3, 2, 4]",,"[9, 6, 3]",There is a triangle.,1,,"[0, 1]",True,True,alternative,11.41855,True,There is a spade.,"[0, 0, 0]","[0, 0, 0]",4530,There is a diamond.,"[0, 1]"
0,,1,1,954,undefined,3,filler,"[4, 0, 4]",,1,,1,18,"[10, 7, 3]",,"[1, 5, 9]",There are four clubs.,0,,"[0, 1]",False,False,alternative,11.41855,False,7 + 3 = ?,"[2, 0, 0]","[8, 0, 0]",3316,0 + 4 = ?,"[1, 0]"
1,,0,1,1013,undefined,1,filler,"[5, 0, 2]",,1,,0,18,"[6, 3, 2]",,"[0, 5, 4]",Some of the symbols are diamonds.,0,,"[1, 0]",True,True,alternative,11.41855,True,Some of the symbols are stars.,"[0, 0, 0]","[0, 0, 0]",5427,Some of the symbols are squares.,"[0, 1]"
0,,1,0,871,undefined,0,filler,"[9, 4, 8]",,1,,0,18,"[6, 7, 4]",,"[8, 9, 3]",Some of the symbols are notes.,1,,"[0, 1]",True,True,alternative,11.41855,True,Some of the symbols are stars.,"[0, 0, 0]","[0, 0, 0]",4536,Some of the symbols are triangles.,"[1, 0]"
0,,1,0,1102,undefined,2,filler,"[1, 2, 6]",,1,,2,18,"[0, 2, 3]",,"[0, 8, 2]",There is a diamond.,1,,"[0, 1]",True,True,alternative,11.41855,True,There is a diamond and a tick.,"[0, 0, 0]","[0, 0, 0]",3471,There is a club and a tick.,"[1, 0]"
1,,1,0,815,undefined,0,response,"[8, 5, 9]",,1,,1,18,"[7, 1, 5]",,"[5, 8, 9]",There are four squares.,0,,"[0, 1]",False,False,alternative,11.41855,False,There are four circles.,"[0, 0, 0]","[0, 0, 0]",3383,There are four notes.,"[0, 1]"
0,,0,1,2173,undefined,3,response,"[5, 0, 5]",,1,,2,18,"[13, 7, 6]",,"[7, 8, 9]",There is a circle.,0,,"[1, 0]",False,True,alternative,11.41855,False,7 + 6 = ?,"[9, 0, 0]","[2, 0, 0]",4596,0 + 5 = ?,"[1, 0]"
0,,1,0,1143,undefined,2,response,"[5, 1, 4]",,1,,0,18,"[5, 2, 6]",,"[5, 0, 2]",Some of the symbols are squares.,1,,"[0, 1]",True,True,alternative,11.41855,True,All of the symbols are squares.,"[0, 0, 0]","[0, 0, 0]",4250,All of the symbols are squares.,"[1, 0]"
1,,0,1,860,undefined,2,filler,"[8, 3, 5]",,1,,0,18,"[0, 7, 6]",,"[9, 3, 1]",Some of the symbols are triangles.,0,,"[1, 0]",True,True,alternative,11.41855,True,All of the symbols are diamonds.,"[0, 0, 0]","[0, 0, 0]",3605,All of the symbols are notes.,"[0, 1]"
,"[0, 'Elizabeth']",,,,undefined,,,,bot_check,,Elizabeth,,19,,,,,,1,,,,,23.855766666666668,,,,,,,
0,,0,0,6381,undefined,2,filler,"[6, 2, 1]",,1,,2,19,"[9, 3, 1]",,"[6, 8, 2]",There is a star.,0,,"[1, 0]",True,True,alternative,23.855766666666668,True,There is a triangle and a spade.,"[0, 0, 0]","[0, 0, 0]",13639,There is a star and a tick.,"[1, 0]"
1,,0,1,3823,undefined,2,response,"[6, 0, 7]",,1,,1,19,"[6, 9, 7]",,"[2, 5, 8]",There are four ticks.,0,,"[1, 0]",True,True,alternative,23.855766666666668,True,There are six stars.,"[0, 0, 0]","[0, 0, 0]",8957,There are six stars.,"[0, 1]"
0,,1,0,2615,undefined,2,response,"[5, 4, 7]",,1,,2,19,"[5, 1, 6]",,"[7, 8, 9]",There is a circle.,1,,"[0, 1]",True,True,alternative,23.855766666666668,True,There is a square and a club.,"[0, 0, 0]","[0, 0, 0]",8866,There is a square and a heart.,"[1, 0]"
0,,0,0,2048,undefined,2,response,"[4, 5, 2]",,1,,0,19,"[3, 1, 4]",,"[7, 1, 4]",Some of the symbols are circles.,0,,"[1, 0]",True,True,alternative,23.855766666666668,True,All of the symbols are spades.,"[0, 0, 0]","[0, 0, 0]",10477,All of the symbols are hearts.,"[1, 0]"
1,,1,1,2434,undefined,1,filler,"[0, 4, 1]",,1,,1,19,"[0, 2, 9]",,"[9, 7, 4]",There are four triangles.,0,,"[0, 1]",False,False,alternative,23.855766666666668,True,There are four diamonds.,"[0, 0, 0]","[0, 0, 0]",7669,There are four diamonds.,"[0, 1]"
0,,0,0,5750,undefined,1,response,"[6, 4, 9]",,1,,2,19,"[2, 6, 9]",,"[1, 8, 7]",There is a club.,0,,"[1, 0]",True,True,alternative,23.855766666666668,True,There is a tick.,"[0, 0, 0]","[0, 0, 0]",12882,There is a star.,"[1, 0]"
0,,1,0,3113,undefined,2,filler,"[0, 1, 5]",,1,,2,19,"[3, 5, 4]",,"[1, 7, 8]",There is a club.,1,,"[0, 1]",True,True,alternative,23.855766666666668,True,There is a spade and a square.,"[0, 0, 0]","[0, 0, 0]",15988,There is a diamond and a club.,"[1, 0]"
1,,0,1,1630,undefined,1,response,"[0, 8, 2]",,1,,1,19,"[8, 4, 2]",,"[7, 2, 8]",There are four circles.,0,,"[1, 0]",True,True,alternative,23.855766666666668,True,There are four notes.,"[0, 0, 0]","[0, 0, 0]",9870,There are four diamonds.,"[0, 1]"
1,,0,0,2413,undefined,3,filler,"[13, 6, 7]",,1,,2,19,"[7, 7, 0]",,"[8, 9, 6]",There is a note.,1,,"[1, 0]",False,False,alternative,23.855766666666668,False,7 + 0 = ?,"[6, 0, 0]","[8, 0, 0]",31420,6 + 7 = ?,"[0, 1]"
0,,0,0,2782,undefined,0,filler,"[8, 5, 4]",,1,,0,19,"[7, 8, 6]",,"[9, 8, 2]",Some of the symbols are triangles.,0,,"[1, 0]",True,True,alternative,23.855766666666668,True,Some of the symbols are circles.,"[0, 0, 0]","[0, 0, 0]",8586,Some of the symbols are notes.,"[1, 0]"
1,,0,1,2212,undefined,1,response,"[0, 9, 1]",,1,,1,19,"[9, 3, 6]",,"[6, 8, 5]",There are four stars.,0,,"[1, 0]",True,True,alternative,23.855766666666668,True,There are four triangles.,"[0, 0, 0]","[0, 0, 0]",8534,There are four diamonds.,"[0, 1]"
0,,0,1,1533,undefined,3,filler,"[13, 8, 5]",,1,,1,19,"[4, 2, 2]",,"[5, 4, 2]",There are four squares.,0,,"[1, 0]",False,True,alternative,23.855766666666668,False,2 + 2 = ?,"[5, 0, 0]","[7, 0, 0]",23740,8 + 5 = ?,"[1, 0]"
0,,0,0,4184,undefined,1,filler,"[6, 2, 9]",,1,,0,19,"[7, 6, 9]",,"[4, 9, 6]",Some of the symbols are hearts.,0,,"[1, 0]",True,True,alternative,23.855766666666668,True,Some of the symbols are circles.,"[0, 0, 0]","[0, 0, 0]",10102,Some of the symbols are stars.,"[1, 0]"
0,,0,0,2481,undefined,3,filler,"[8, 8, 0]",,1,,0,19,"[12, 4, 8]",,"[9, 4, 8]",Some of the symbols are triangles.,1,,"[1, 0]",False,False,alternative,23.855766666666668,True,4 + 8 = ?,"[4, 0, 0]","[7, 0, 0]",7038,8 + 0 = ?,"[1, 0]"
0,,1,0,2123,undefined,1,filler,"[0, 5, 3]",,1,,2,19,"[0, 1, 9]",,"[0, 4, 8]",There is a diamond.,1,,"[0, 1]",True,True,alternative,23.855766666666668,True,There is a diamond.,"[0, 0, 0]","[0, 0, 0]",9192,There is a diamond.,"[1, 0]"
0,,0,0,2777,undefined,0,filler,"[8, 2, 4]",,1,,1,19,"[3, 7, 8]",,"[6, 7, 4]",There are four stars.,0,,"[1, 0]",True,True,alternative,23.855766666666668,True,There are four spades.,"[0, 0, 0]","[0, 0, 0]",13564,There are four notes.,"[1, 0]"
1,,1,1,2069,undefined,0,filler,"[8, 2, 6]",,1,,0,19,"[5, 8, 4]",,"[1, 5, 6]",Some of the symbols are clubs.,1,,"[0, 1]",True,True,alternative,23.855766666666668,True,Some of the symbols are squares.,"[0, 0, 0]","[0, 0, 0]",11404,Some of the symbols are notes.,"[0, 1]"
0,,1,1,1638,undefined,3,response,"[13, 7, 6]",,1,,2,19,"[8, 7, 1]",,"[2, 5, 6]",There is a tick.,0,,"[0, 1]",False,False,alternative,23.855766666666668,False,7 + 1 = ?,"[4, 0, 0]","[1, 0, 0]",10850,7 + 6 = ?,"[1, 0]"
1,,0,1,1569,undefined,2,response,"[3, 5, 0]",,1,,0,19,"[2, 3, 7]",,"[6, 3, 8]",Some of the symbols are stars.,0,,"[1, 0]",True,True,alternative,23.855766666666668,True,All of the symbols are ticks.,"[0, 0, 0]","[0, 0, 0]",11852,All of the symbols are spades.,"[0, 1]"
1,,1,1,2361,undefined,2,response,"[7, 8, 4]",,1,,1,19,"[8, 2, 7]",,"[5, 4, 9]",There are four squares.,1,,"[0, 1]",True,True,alternative,23.855766666666668,True,There are six notes.,"[0, 0, 0]","[0, 0, 0]",8317,There are six circles.,"[0, 1]"
1,,0,1,3443,undefined,2,filler,"[4, 7, 5]",,1,,0,19,"[3, 1, 8]",,"[9, 1, 0]",Some of the symbols are triangles.,0,,"[1, 0]",True,True,alternative,23.855766666666668,True,All of the symbols are spades.,"[0, 0, 0]","[0, 0, 0]",10191,All of the symbols are hearts.,"[0, 1]"
0,,0,0,3171,undefined,0,filler,"[1, 6, 5]",,1,,1,19,"[0, 8, 7]",,"[1, 7, 5]",There are four clubs.,0,,"[1, 0]",True,True,alternative,23.855766666666668,True,There are four diamonds.,"[0, 0, 0]","[0, 0, 0]",8689,There are four clubs.,"[1, 0]"
1,,0,1,2310,undefined,1,response,"[4, 5, 1]",,1,,2,19,"[9, 1, 7]",,"[3, 7, 4]",There is a spade.,0,,"[1, 0]",True,True,alternative,23.855766666666668,True,There is a triangle.,"[0, 0, 0]","[0, 0, 0]",9396,There is a heart.,"[0, 1]"
1,,0,1,1953,undefined,1,filler,"[6, 9, 8]",,1,,0,19,"[4, 9, 6]",,"[3, 2, 1]",Some of the symbols are spades.,0,,"[1, 0]",True,True,alternative,23.855766666666668,True,Some of the symbols are hearts.,"[0, 0, 0]","[0, 0, 0]",13655,Some of the symbols are stars.,"[0, 1]"
1,,0,1,1981,undefined,2,filler,"[3, 2, 8]",,1,,1,19,"[9, 3, 4]",,"[8, 6, 5]",There are four notes.,0,,"[1, 0]",True,True,alternative,23.855766666666668,True,There are six triangles.,"[0, 0, 0]","[0, 0, 0]",13157,There are six spades.,"[0, 1]"
1,,1,1,1491,undefined,0,filler,"[0, 1, 2]",,1,,2,19,"[6, 7, 3]",,"[3, 4, 2]",There is a spade.,1,,"[0, 1]",True,True,alternative,23.855766666666668,True,There is a star.,"[0, 0, 0]","[0, 0, 0]",94748,There is a diamond.,"[0, 1]"
0,,1,0,3776,undefined,3,response,"[3, 2, 1]",,1,,1,19,"[12, 4, 8]",,"[8, 0, 1]",There are four notes.,1,,"[0, 1]",True,True,alternative,23.855766666666668,True,4 + 8 = ?,"[5, 0, 0]","[0, 0, 0]",11130,2 + 1 = ?,"[1, 0]"
0,,0,0,4364,undefined,1,filler,"[0, 7, 8]",,1,,2,19,"[5, 9, 6]",,"[1, 4, 9]",There is a club.,0,,"[1, 0]",True,True,alternative,23.855766666666668,True,There is a square.,"[0, 0, 0]","[0, 0, 0]",12024,There is a diamond.,"[1, 0]"
1,,1,1,2628,undefined,1,response,"[5, 7, 2]",,1,,1,19,"[2, 1, 9]",,"[7, 9, 0]",There are four circles.,1,,"[0, 1]",True,True,alternative,23.855766666666668,True,There are four ticks.,"[0, 0, 0]","[0, 0, 0]",7166,There are four squares.,"[0, 1]"
1,,1,1,1914,undefined,2,filler,"[5, 6, 0]",,1,,0,19,"[7, 9, 6]",,"[1, 9, 8]",Some of the symbols are clubs.,1,,"[0, 1]",True,True,alternative,23.855766666666668,True,All of the symbols are circles.,"[0, 0, 0]","[0, 0, 0]",14648,All of the symbols are squares.,"[0, 1]"
0,,0,0,2941,undefined,0,filler,"[2, 5, 7]",,1,,0,19,"[5, 1, 0]",,"[7, 6, 3]",Some of the symbols are circles.,0,,"[1, 0]",True,True,alternative,23.855766666666668,True,Some of the symbols are squares.,"[0, 0, 0]","[0, 0, 0]",10307,Some of the symbols are ticks.,"[1, 0]"
0,,1,0,2575,undefined,3,filler,"[12, 7, 5]",,1,,0,19,"[10, 7, 3]",,"[8, 0, 2]",Some of the symbols are notes.,1,,"[0, 1]",True,True,alternative,23.855766666666668,True,7 + 3 = ?,"[3, 0, 0]","[9, 0, 0]",7729,7 + 5 = ?,"[1, 0]"
1,,1,1,2308,undefined,0,response,"[3, 8, 7]",,1,,0,19,"[5, 1, 3]",,"[5, 1, 7]",Some of the symbols are squares.,1,,"[0, 1]",True,True,alternative,23.855766666666668,True,Some of the symbols are squares.,"[0, 0, 0]","[0, 0, 0]",7637,Some of the symbols are spades.,"[0, 1]"
0,,1,0,3101,undefined,1,response,"[9, 1, 6]",,1,,0,19,"[2, 9, 7]",,"[3, 0, 8]",Some of the symbols are spades.,1,,"[0, 1]",True,True,alternative,23.855766666666668,True,Some of the symbols are ticks.,"[0, 0, 0]","[0, 0, 0]",10013,Some of the symbols are triangles.,"[1, 0]"
0,,1,0,1917,undefined,1,filler,"[5, 9, 3]",,1,,2,19,"[2, 7, 0]",,"[7, 4, 2]",There is a circle.,1,,"[0, 1]",True,True,alternative,23.855766666666668,True,There is a tick.,"[0, 0, 0]","[0, 0, 0]",10114,There is a square.,"[1, 0]"
1,,0,0,2279,undefined,3,filler,"[8, 8, 0]",,1,,0,19,"[15, 9, 6]",,"[8, 6, 2]",Some of the symbols are notes.,1,,"[1, 0]",False,False,alternative,23.855766666666668,False,9 + 6 = ?,"[5, 0, 0]","[8, 0, 0]",10020,8 + 0 = ?,"[0, 1]"
1,,0,1,4317,undefined,1,filler,"[4, 5, 0]",,1,,0,19,"[6, 1, 0]",,"[1, 2, 0]",Some of the symbols are clubs.,0,,"[1, 0]",True,True,alternative,23.855766666666668,True,Some of the symbols are stars.,"[0, 0, 0]","[0, 0, 0]",11184,Some of the symbols are hearts.,"[0, 1]"
0,,0,0,5742,undefined,0,filler,"[7, 1, 9]",,1,,0,19,"[6, 2, 3]",,"[7, 4, 3]",Some of the symbols are circles.,0,,"[1, 0]",True,True,alternative,23.855766666666668,True,Some of the symbols are stars.,"[0, 0, 0]","[0, 0, 0]",84181,Some of the symbols are circles.,"[1, 0]"
0,,1,0,1879,undefined,1,filler,"[6, 3, 5]",,1,,2,19,"[9, 2, 4]",,"[1, 8, 5]",There is a club.,1,,"[0, 1]",True,True,alternative,23.855766666666668,True,There is a triangle.,"[0, 0, 0]","[0, 0, 0]",240226,There is a star.,"[1, 0]"
1,,1,1,1414,undefined,3,filler,"[14, 6, 8]",,1,,1,19,"[7, 3, 4]",,"[1, 3, 7]",There are four clubs.,0,,"[0, 1]",False,False,alternative,23.855766666666668,True,3 + 4 = ?,"[9, 0, 0]","[4, 0, 0]",6997,6 + 8 = ?,"[0, 1]"
0,,1,0,2338,undefined,3,filler,"[14, 7, 7]",,1,,2,19,"[7, 1, 6]",,"[5, 3, 4]",There is a square.,1,,"[0, 1]",True,True,alternative,23.855766666666668,True,1 + 6 = ?,"[0, 0, 0]","[0, 0, 0]",6621,7 + 7 = ?,"[1, 0]"
1,,0,1,2216,undefined,1,filler,"[4, 8, 6]",,1,,0,19,"[9, 8, 3]",,"[4, 1, 2]",Some of the symbols are hearts.,0,,"[1, 0]",True,True,alternative,23.855766666666668,True,Some of the symbols are triangles.,"[0, 0, 0]","[0, 0, 0]",8984,Some of the symbols are hearts.,"[0, 1]"
0,,1,0,2984,undefined,2,filler,"[8, 2, 7]",,1,,1,19,"[2, 6, 0]",,"[6, 2, 1]",There are four stars.,1,,"[0, 1]",True,True,alternative,23.855766666666668,True,There are six ticks.,"[0, 0, 0]","[0, 0, 0]",8403,There are six notes.,"[1, 0]"
1,,0,1,1770,undefined,3,filler,"[9, 1, 8]",,1,,2,19,"[17, 9, 8]",,"[1, 4, 6]",There is a club.,0,,"[1, 0]",True,True,alternative,23.855766666666668,True,9 + 8 = ?,"[8, 0, 0]","[4, 0, 0]",7125,1 + 8 = ?,"[0, 1]"
1,,0,0,2919,undefined,3,response,"[8, 0, 8]",,1,,0,19,"[5, 2, 3]",,"[1, 8, 5]",Some of the symbols are clubs.,1,,"[1, 0]",False,False,alternative,23.855766666666668,False,2 + 3 = ?,"[9, 0, 0]","[9, 0, 0]",7163,0 + 8 = ?,"[0, 1]"
1,,1,1,1567,undefined,0,filler,"[4, 6, 2]",,1,,2,19,"[8, 7, 6]",,"[6, 1, 7]",There is a star.,1,,"[0, 1]",True,True,alternative,23.855766666666668,True,There is a note.,"[0, 0, 0]","[0, 0, 0]",8279,There is a heart.,"[0, 1]"
1,,1,1,1446,undefined,0,response,"[6, 1, 9]",,1,,2,19,"[0, 9, 2]",,"[6, 0, 4]",There is a star.,1,,"[0, 1]",True,True,alternative,23.855766666666668,True,There is a diamond.,"[0, 0, 0]","[0, 0, 0]",6359,There is a star.,"[0, 1]"
1,,1,1,2220,undefined,0,response,"[5, 3, 8]",,1,,2,19,"[1, 3, 7]",,"[5, 3, 6]",There is a square.,1,,"[0, 1]",True,True,alternative,23.855766666666668,True,There is a club.,"[0, 0, 0]","[0, 0, 0]",5750,There is a square.,"[0, 1]"
0,,1,0,2314,undefined,0,response,"[7, 5, 2]",,1,,1,19,"[3, 1, 9]",,"[7, 3, 5]",There are four circles.,1,,"[0, 1]",True,True,alternative,23.855766666666668,True,There are four spades.,"[0, 0, 0]","[0, 0, 0]",8742,There are four circles.,"[1, 0]"
0,,1,0,2766,undefined,0,response,"[9, 3, 6]",,0,,2,19,"[6, 8, 5]",,"[9, 8, 5]",There is a triangle.,1,,"[0, 1]",True,True,alternative,23.855766666666668,True,There is a star.,"[0, 0, 0]","[0, 0, 0]",7973,There is a triangle.,"[1, 0]"
1,,1,1,1440,undefined,0,response,"[6, 2, 9]",,1,,1,19,"[3, 1, 2]",,"[4, 1, 0]",There are four hearts.,1,,"[0, 1]",True,True,alternative,23.855766666666668,True,There are four spades.,"[0, 0, 0]","[0, 0, 0]",5166,There are four stars.,"[0, 1]"
0,,1,0,2745,undefined,3,response,"[8, 0, 8]",,1,,0,19,"[2, 1, 1]",,"[4, 5, 6]",Some of the symbols are hearts.,1,,"[0, 1]",True,True,alternative,23.855766666666668,True,1 + 1 = ?,"[7, 0, 0]","[4, 0, 0]",5981,0 + 8 = ?,"[1, 0]"
0,,0,0,1671,undefined,2,response,"[9, 6, 1]",,1,,2,19,"[0, 5, 7]",,"[5, 9, 0]",There is a square.,0,,"[1, 0]",True,True,alternative,23.855766666666668,True,There is a diamond and a square.,"[0, 0, 0]","[0, 0, 0]",6987,There is a triangle and a star.,"[1, 0]"
1,,1,1,3285,undefined,0,response,"[3, 1, 4]",,1,,2,19,"[7, 6, 5]",,"[2, 1, 9]",There is a tick.,1,,"[0, 1]",True,True,alternative,23.855766666666668,True,There is a circle.,"[0, 0, 0]","[0, 0, 0]",10341,There is a spade.,"[0, 1]"
1,,1,1,1423,undefined,1,response,"[4, 9, 1]",,1,,0,19,"[7, 0, 1]",,"[4, 6, 8]",Some of the symbols are hearts.,1,,"[0, 1]",True,True,alternative,23.855766666666668,True,Some of the symbols are circles.,"[0, 0, 0]","[0, 0, 0]",20704,Some of the symbols are hearts.,"[0, 1]"
0,,1,0,1766,undefined,1,filler,"[0, 7, 6]",,1,,1,19,"[5, 7, 6]",,"[0, 8, 9]",There are four diamonds.,1,,"[0, 1]",True,True,alternative,23.855766666666668,True,There are four squares.,"[0, 0, 0]","[0, 0, 0]",6694,There are four diamonds.,"[1, 0]"
1,,0,0,2547,undefined,3,filler,"[6, 6, 0]",,1,,0,19,"[4, 3, 1]",,"[4, 3, 7]",Some of the symbols are hearts.,1,,"[1, 0]",False,False,alternative,23.855766666666668,False,3 + 1 = ?,"[7, 0, 0]","[8, 0, 0]",6712,6 + 0 = ?,"[0, 1]"
1,,1,1,1650,undefined,0,filler,"[0, 6, 5]",,1,,2,19,"[9, 8, 7]",,"[9, 6, 7]",There is a triangle.,1,,"[0, 1]",True,True,alternative,23.855766666666668,True,There is a triangle.,"[0, 0, 0]","[0, 0, 0]",7014,There is a diamond.,"[0, 1]"
0,,0,0,2832,undefined,0,response,"[4, 1, 0]",,0,,0,19,"[1, 8, 5]",,"[9, 1, 5]",Some of the symbols are triangles.,0,,"[1, 0]",True,True,alternative,23.855766666666668,True,Some of the symbols are clubs.,"[0, 0, 0]","[0, 0, 0]",7686,Some of the symbols are hearts.,"[1, 0]"
0,,1,0,1421,undefined,2,response,"[6, 1, 4]",,1,,1,19,"[3, 7, 5]",,"[3, 9, 2]",There are four spades.,1,,"[0, 1]",True,True,alternative,23.855766666666668,True,There are six spades.,"[0, 0, 0]","[0, 0, 0]",8094,There are six stars.,"[1, 0]"
1,,0,1,3889,undefined,2,filler,"[9, 1, 0]",,1,,2,19,"[2, 1, 0]",,"[1, 4, 0]",There is a club.,0,,"[1, 0]",True,True,alternative,23.855766666666668,True,There is a tick and a club.,"[0, 0, 0]","[0, 0, 0]",8058,There is a triangle and a club.,"[0, 1]"
